순번,기준년,기준월,행정동코드,행정동명,성별코드,성별,요일코드,요일,시간대코드,시간대,유동인구수,시간당 평균 유동인구수,데이터생성일자
4042,2021,3,3017058200,갈마2동,f,여성,5,금요일,1,출근,17948.58,8974.29,20230104
4043,2021,3,3017058200,갈마2동,m,남성,5,금요일,1,출근,19212.57,9606.29,20230104
4044,2021,3,3017058200,갈마2동,f,여성,5,금요일,2,주간,117090.71,13010.08,20230104
4045,2021,3,3017058200,갈마2동,m,남성,5,금요일,2,주간,118181.56,13131.29,20230104
4046,2021,3,3017058200,갈마2동,f,여성,5,금요일,3,퇴근,32350.17,16175.09,20230104
4047,2021,3,3017058200,갈마2동,m,남성,5,금요일,3,퇴근,35183.33,17591.67,20230104
4048,2021,3,3017058200,갈마2동,f,여성,5,금요일,4,저녁,68522.89,17130.72,20230104
4049,2021,3,3017058200,갈마2동,m,남성,5,금요일,4,저녁,77192.7,19298.18,20230104
4050,2021,3,3017058200,갈마2동,f,여성,5,금요일,5,야간,36097.19,5156.74,20230104
4051,2021,3,3017058200,갈마2동,m,남성,5,금요일,5,야간,43108.03,6158.29,20230104
4052,2021,3,3017058200,갈마2동,f,여성,6,토요일,1,출근,16416.24,8208.12,20230104
4053,2021,3,3017058200,갈마2동,m,남성,6,토요일,1,출근,18948.23,9474.12,20230104
4054,2021,3,3017058200,갈마2동,f,여성,6,토요일,2,주간,115162.13,12795.79,20230104
4055,2021,3,3017058200,갈마2동,m,남성,6,토요일,2,주간,125019.5,13891.06,20230104
4056,2021,3,3017058200,갈마2동,f,여성,6,토요일,3,퇴근,31937.81,15968.91,20230104
4057,2021,3,3017058200,갈마2동,m,남성,6,토요일,3,퇴근,36063.06,18031.53,20230104
4058,2021,3,3017058200,갈마2동,f,여성,6,토요일,4,저녁,65768.01,16442,20230104
4059,2021,3,3017058200,갈마2동,m,남성,6,토요일,4,저녁,74948.04,18737.01,20230104
4060,2021,3,3017058200,갈마2동,f,여성,6,토요일,5,야간,40503.66,5786.24,20230104
4061,2021,3,3017058200,갈마2동,m,남성,6,토요일,5,야간,52605.04,7515.01,20230104
4062,2021,3,3017058600,월평1동,f,여성,0,일요일,1,출근,11050.91,5525.46,20230104
4063,2021,3,3017058600,월평1동,m,남성,0,일요일,1,출근,13816.83,6908.42,20230104
4064,2021,3,3017058600,월평1동,f,여성,0,일요일,2,주간,84387.26,9376.36,20230104
4065,2021,3,3017058600,월평1동,m,남성,0,일요일,2,주간,110913.51,12323.72,20230104
4066,2021,3,3017058600,월평1동,f,여성,0,일요일,3,퇴근,20314.97,10157.49,20230104
4067,2021,3,3017058600,월평1동,m,남성,0,일요일,3,퇴근,25172.76,12586.38,20230104
4068,2021,3,3017058600,월평1동,f,여성,0,일요일,4,저녁,40681.93,10170.48,20230104
4069,2021,3,3017058600,월평1동,m,남성,0,일요일,4,저녁,48344.44,12086.11,20230104
4070,2021,3,3017058600,월평1동,f,여성,0,일요일,5,야간,26913.06,3844.72,20230104
4071,2021,3,3017058600,월평1동,m,남성,0,일요일,5,야간,36435.38,5205.05,20230104
4072,2021,3,3017058600,월평1동,f,여성,1,월요일,1,출근,13912.19,6956.1,20230104
4073,2021,3,3017058600,월평1동,m,남성,1,월요일,1,출근,17543.69,8771.85,20230104
4074,2021,3,3017058600,월평1동,f,여성,1,월요일,2,주간,100299,11144.33,20230104
4075,2021,3,3017058600,월평1동,m,남성,1,월요일,2,주간,127324.88,14147.21,20230104
4076,2021,3,3017058600,월평1동,f,여성,1,월요일,3,퇴근,26570.05,13285.03,20230104
4077,2021,3,3017058600,월평1동,m,남성,1,월요일,3,퇴근,33152.12,16576.06,20230104
4078,2021,3,3017058600,월평1동,f,여성,1,월요일,4,저녁,52156.38,13039.1,20230104
4079,2021,3,3017058600,월평1동,m,남성,1,월요일,4,저녁,63649.16,15912.29,20230104
4080,2021,3,3017058600,월평1동,f,여성,1,월요일,5,야간,28102.15,4014.59,20230104
4081,2021,3,3017058600,월평1동,m,남성,1,월요일,5,야간,36320.03,5188.58,20230104
4082,2021,3,3017058600,월평1동,f,여성,2,화요일,1,출근,14585.85,7292.93,20230104
4083,2021,3,3017058600,월평1동,m,남성,2,화요일,1,출근,18254.75,9127.38,20230104
4084,2021,3,3017058600,월평1동,f,여성,2,화요일,2,주간,105862.4,11762.49,20230104
4085,2021,3,3017058600,월평1동,m,남성,2,화요일,2,주간,131767.64,14640.85,20230104
4086,2021,3,3017058600,월평1동,f,여성,2,화요일,3,퇴근,27912.51,13956.26,20230104
4087,2021,3,3017058600,월평1동,m,남성,2,화요일,3,퇴근,34781.22,17390.61,20230104
4088,2021,3,3017058600,월평1동,f,여성,2,화요일,4,저녁,53871.97,13467.99,20230104
4089,2021,3,3017058600,월평1동,m,남성,2,화요일,4,저녁,65248.83,16312.21,20230104
4090,2021,3,3017058600,월평1동,f,여성,2,화요일,5,야간,27753.26,3964.75,20230104
4091,2021,3,3017058600,월평1동,m,남성,2,화요일,5,야간,34488.56,4926.94,20230104
4092,2021,3,3017058600,월평1동,f,여성,3,수요일,1,출근,14324.94,7162.47,20230104
4093,2021,3,3017058600,월평1동,m,남성,3,수요일,1,출근,17954.77,8977.39,20230104
4094,2021,3,3017058600,월평1동,f,여성,3,수요일,2,주간,104624.31,11624.92,20230104
4095,2021,3,3017058600,월평1동,m,남성,3,수요일,2,주간,129933.22,14437.03,20230104
4096,2021,3,3017058600,월평1동,f,여성,3,수요일,3,퇴근,28532.06,14266.03,20230104
4097,2021,3,3017058600,월평1동,m,남성,3,수요일,3,퇴근,35189.86,17594.93,20230104
4098,2021,3,3017058600,월평1동,f,여성,3,수요일,4,저녁,55449.39,13862.35,20230104
4099,2021,3,3017058600,월평1동,m,남성,3,수요일,4,저녁,68443.64,17110.91,20230104
4100,2021,3,3017058600,월평1동,f,여성,3,수요일,5,야간,27963.44,3994.78,20230104
4101,2021,3,3017058600,월평1동,m,남성,3,수요일,5,야간,35971.26,5138.75,20230104
4102,2021,3,3017058600,월평1동,f,여성,4,목요일,1,출근,11482.19,5741.1,20230104
4103,2021,3,3017058600,월평1동,m,남성,4,목요일,1,출근,14503,7251.5,20230104
4104,2021,3,3017058600,월평1동,f,여성,4,목요일,2,주간,83544.25,9282.7,20230104
4105,2021,3,3017058600,월평1동,m,남성,4,목요일,2,주간,104787.51,11643.06,20230104
4106,2021,3,3017058600,월평1동,f,여성,4,목요일,3,퇴근,21943.34,10971.67,20230104
4107,2021,3,3017058600,월평1동,m,남성,4,목요일,3,퇴근,27238.27,13619.14,20230104
4108,2021,3,3017058600,월평1동,f,여성,4,목요일,4,저녁,43118.49,10779.62,20230104
4109,2021,3,3017058600,월평1동,m,남성,4,목요일,4,저녁,52942.09,13235.52,20230104
4110,2021,3,3017058600,월평1동,f,여성,4,목요일,5,야간,22045.5,3149.36,20230104
4111,2021,3,3017058600,월평1동,m,남성,4,목요일,5,야간,28531.09,4075.87,20230104
4112,2021,3,3017058600,월평1동,f,여성,5,금요일,1,출근,11530.8,5765.4,20230104
4113,2021,3,3017058600,월평1동,m,남성,5,금요일,1,출근,14648.02,7324.01,20230104
4114,2021,3,3017058600,월평1동,f,여성,5,금요일,2,주간,85504.89,9500.54,20230104
4115,2021,3,3017058600,월평1동,m,남성,5,금요일,2,주간,110576.99,12286.33,20230104
4116,2021,3,3017058600,월평1동,f,여성,5,금요일,3,퇴근,22463.02,11231.51,20230104
4117,2021,3,3017058600,월평1동,m,남성,5,금요일,3,퇴근,28558.29,14279.15,20230104
4118,2021,3,3017058600,월평1동,f,여성,5,금요일,4,저녁,45025.73,11256.43,20230104
4119,2021,3,3017058600,월평1동,m,남성,5,금요일,4,저녁,55891.96,13972.99,20230104
4120,2021,3,3017058600,월평1동,f,여성,5,금요일,5,야간,22930.55,3275.79,20230104
4121,2021,3,3017058600,월평1동,m,남성,5,금요일,5,야간,29532.56,4218.94,20230104
4122,2021,3,3017058600,월평1동,f,여성,6,토요일,1,출근,10882.1,5441.05,20230104
4123,2021,3,3017058600,월평1동,m,남성,6,토요일,1,출근,14003.37,7001.69,20230104
4124,2021,3,3017058600,월평1동,f,여성,6,토요일,2,주간,84741.26,9415.7,20230104
4125,2021,3,3017058600,월평1동,m,남성,6,토요일,2,주간,111995.85,12443.98,20230104
4126,2021,3,3017058600,월평1동,f,여성,6,토요일,3,퇴근,22052.06,11026.03,20230104
4127,2021,3,3017058600,월평1동,m,남성,6,토요일,3,퇴근,28402.09,14201.05,20230104
4128,2021,3,3017058600,월평1동,f,여성,6,토요일,4,저녁,42743.59,10685.9,20230104
4129,2021,3,3017058600,월평1동,m,남성,6,토요일,4,저녁,52789.36,13197.34,20230104
4130,2021,3,3017058600,월평1동,f,여성,6,토요일,5,야간,25985.81,3712.26,20230104
4131,2021,3,3017058600,월평1동,m,남성,6,토요일,5,야간,34658.51,4951.22,20230104
4132,2021,3,3017058700,월평2동,f,여성,0,일요일,1,출근,9838.8,4919.4,20230104
4133,2021,3,3017058700,월평2동,m,남성,0,일요일,1,출근,12393.74,6196.87,20230104
4134,2021,3,3017058700,월평2동,f,여성,0,일요일,2,주간,91459.47,10162.16,20230104
4135,2021,3,3017058700,월평2동,m,남성,0,일요일,2,주간,104176.1,11575.12,20230104
4136,2021,3,3017058700,월평2동,f,여성,0,일요일,3,퇴근,26162.81,13081.41,20230104
4137,2021,3,3017058700,월평2동,m,남성,0,일요일,3,퇴근,29203.56,14601.78,20230104
4138,2021,3,3017058700,월평2동,f,여성,0,일요일,4,저녁,48460.96,12115.24,20230104
4139,2021,3,3017058700,월평2동,m,남성,0,일요일,4,저녁,53561.8,13390.45,20230104
4140,2021,3,3017058700,월평2동,f,여성,0,일요일,5,야간,20376.8,2910.97,20230104
4141,2021,3,3017058700,월평2동,m,남성,0,일요일,5,야간,27206.55,3886.65,20230104
4142,2021,3,3017058700,월평2동,f,여성,1,월요일,1,출근,16990.63,8495.32,20230104
4143,2021,3,3017058700,월평2동,m,남성,1,월요일,1,출근,18033.25,9016.63,20230104
4144,2021,3,3017058700,월평2동,f,여성,1,월요일,2,주간,145325.27,16147.25,20230104
4145,2021,3,3017058700,월평2동,m,남성,1,월요일,2,주간,134419.68,14935.52,20230104
4146,2021,3,3017058700,월평2동,f,여성,1,월요일,3,퇴근,37465.08,18732.54,20230104
4147,2021,3,3017058700,월평2동,m,남성,1,월요일,3,퇴근,39791.02,19895.51,20230104
4148,2021,3,3017058700,월평2동,f,여성,1,월요일,4,저녁,65214.47,16303.62,20230104
4149,2021,3,3017058700,월평2동,m,남성,1,월요일,4,저녁,72325.29,18081.32,20230104
4150,2021,3,3017058700,월평2동,f,여성,1,월요일,5,야간,23399.86,3342.84,20230104
4151,2021,3,3017058700,월평2동,m,남성,1,월요일,5,야간,29978.34,4282.62,20230104
4152,2021,3,3017058700,월평2동,f,여성,2,화요일,1,출근,17894.91,8947.46,20230104
4153,2021,3,3017058700,월평2동,m,남성,2,화요일,1,출근,18519.54,9259.77,20230104
4154,2021,3,3017058700,월평2동,f,여성,2,화요일,2,주간,152603.53,16955.95,20230104
4155,2021,3,3017058700,월평2동,m,남성,2,화요일,2,주간,136672.63,15185.85,20230104
4156,2021,3,3017058700,월평2동,f,여성,2,화요일,3,퇴근,39250.73,19625.37,20230104
4157,2021,3,3017058700,월평2동,m,남성,2,화요일,3,퇴근,40604.6,20302.3,20230104
4158,2021,3,3017058700,월평2동,f,여성,2,화요일,4,저녁,67317.27,16829.32,20230104
4159,2021,3,3017058700,월평2동,m,남성,2,화요일,4,저녁,73702.54,18425.64,20230104
4160,2021,3,3017058700,월평2동,f,여성,2,화요일,5,야간,22911.98,3273.14,20230104
4161,2021,3,3017058700,월평2동,m,남성,2,화요일,5,야간,28414.31,4059.19,20230104
4162,2021,3,3017058700,월평2동,f,여성,3,수요일,1,출근,17917.39,8958.7,20230104
4163,2021,3,3017058700,월평2동,m,남성,3,수요일,1,출근,18650.03,9325.02,20230104
4164,2021,3,3017058700,월평2동,f,여성,3,수요일,2,주간,152771.54,16974.62,20230104
4165,2021,3,3017058700,월평2동,m,남성,3,수요일,2,주간,136057.37,15117.49,20230104
4166,2021,3,3017058700,월평2동,f,여성,3,수요일,3,퇴근,39631.12,19815.56,20230104
4167,2021,3,3017058700,월평2동,m,남성,3,수요일,3,퇴근,40993.09,20496.55,20230104
4168,2021,3,3017058700,월평2동,f,여성,3,수요일,4,저녁,68251.99,17063,20230104
4169,2021,3,3017058700,월평2동,m,남성,3,수요일,4,저녁,74033.12,18508.28,20230104
4170,2021,3,3017058700,월평2동,f,여성,3,수요일,5,야간,23128.35,3304.05,20230104
4171,2021,3,3017058700,월평2동,m,남성,3,수요일,5,야간,28981.17,4140.17,20230104
4172,2021,3,3017058700,월평2동,f,여성,4,목요일,1,출근,14289.09,7144.55,20230104
4173,2021,3,3017058700,월평2동,m,남성,4,목요일,1,출근,15073.56,7536.78,20230104
4174,2021,3,3017058700,월평2동,f,여성,4,목요일,2,주간,120376.73,13375.19,20230104
4175,2021,3,3017058700,월평2동,m,남성,4,목요일,2,주간,109645.16,12182.8,20230104
4176,2021,3,3017058700,월평2동,f,여성,4,목요일,3,퇴근,31167.17,15583.59,20230104
4177,2021,3,3017058700,월평2동,m,남성,4,목요일,3,퇴근,32504.74,16252.37,20230104
4178,2021,3,3017058700,월평2동,f,여성,4,목요일,4,저녁,53891.69,13472.93,20230104
4179,2021,3,3017058700,월평2동,m,남성,4,목요일,4,저녁,59143.45,14785.87,20230104
4180,2021,3,3017058700,월평2동,f,여성,4,목요일,5,야간,18884.15,2697.74,20230104
4181,2021,3,3017058700,월평2동,m,남성,4,목요일,5,야간,24079.3,3439.9,20230104
4182,2021,3,3017058700,월평2동,f,여성,5,금요일,1,출근,14412.5,7206.25,20230104
4183,2021,3,3017058700,월평2동,m,남성,5,금요일,1,출근,14948.79,7474.4,20230104
4184,2021,3,3017058700,월평2동,f,여성,5,금요일,2,주간,122043.31,13560.37,20230104
4185,2021,3,3017058700,월평2동,m,남성,5,금요일,2,주간,111320.59,12368.96,20230104
4186,2021,3,3017058700,월평2동,f,여성,5,금요일,3,퇴근,30851.98,15425.99,20230104
4187,2021,3,3017058700,월평2동,m,남성,5,금요일,3,퇴근,32635.42,16317.71,20230104
4188,2021,3,3017058700,월평2동,f,여성,5,금요일,4,저녁,53488.69,13372.17,20230104
4189,2021,3,3017058700,월평2동,m,남성,5,금요일,4,저녁,60567.55,15141.89,20230104
4190,2021,3,3017058700,월평2동,f,여성,5,금요일,5,야간,18608.54,2658.36,20230104
4191,2021,3,3017058700,월평2동,m,남성,5,금요일,5,야간,24006.81,3429.54,20230104
4192,2021,3,3017058700,월평2동,f,여성,6,토요일,1,출근,11337.54,5668.77,20230104
4193,2021,3,3017058700,월평2동,m,남성,6,토요일,1,출근,13238.36,6619.18,20230104
4194,2021,3,3017058700,월평2동,f,여성,6,토요일,2,주간,105215.22,11690.58,20230104
4195,2021,3,3017058700,월평2동,m,남성,6,토요일,2,주간,112155.73,12461.75,20230104
4196,2021,3,3017058700,월평2동,f,여성,6,토요일,3,퇴근,27057.29,13528.65,20230104
4197,2021,3,3017058700,월평2동,m,남성,6,토요일,3,퇴근,30242.7,15121.35,20230104
4198,2021,3,3017058700,월평2동,f,여성,6,토요일,4,저녁,49460.13,12365.03,20230104
4199,2021,3,3017058700,월평2동,m,남성,6,토요일,4,저녁,56158.33,14039.58,20230104
4200,2021,3,3017058700,월평2동,f,여성,6,토요일,5,야간,20327.1,2903.87,20230104
4201,2021,3,3017058700,월평2동,m,남성,6,토요일,5,야간,27652.48,3950.35,20230104
4202,2021,3,3017058800,월평3동,f,여성,0,일요일,1,출근,7824.16,3912.08,20230104
4203,2021,3,3017058800,월평3동,m,남성,0,일요일,1,출근,9766.09,4883.05,20230104
4204,2021,3,3017058800,월평3동,f,여성,0,일요일,2,주간,62762.82,6973.65,20230104
4205,2021,3,3017058800,월평3동,m,남성,0,일요일,2,주간,68387.32,7598.59,20230104
4206,2021,3,3017058800,월평3동,f,여성,0,일요일,3,퇴근,19815.75,9907.88,20230104
4207,2021,3,3017058800,월평3동,m,남성,0,일요일,3,퇴근,19432.53,9716.27,20230104
4208,2021,3,3017058800,월평3동,f,여성,0,일요일,4,저녁,41725.27,10431.32,20230104
4209,2021,3,3017058800,월평3동,m,남성,0,일요일,4,저녁,39916.6,9979.15,20230104
4210,2021,3,3017058800,월평3동,f,여성,0,일요일,5,야간,18108.01,2586.86,20230104
4211,2021,3,3017058800,월평3동,m,남성,0,일요일,5,야간,21853.89,3121.98,20230104
4212,2021,3,3017058800,월평3동,f,여성,1,월요일,1,출근,11839.92,5919.96,20230104
4213,2021,3,3017058800,월평3동,m,남성,1,월요일,1,출근,12413.89,6206.95,20230104
4214,2021,3,3017058800,월평3동,f,여성,1,월요일,2,주간,85232.49,9470.28,20230104
4215,2021,3,3017058800,월평3동,m,남성,1,월요일,2,주간,76779.24,8531.03,20230104
4216,2021,3,3017058800,월평3동,f,여성,1,월요일,3,퇴근,26356.05,13178.03,20230104
4217,2021,3,3017058800,월평3동,m,남성,1,월요일,3,퇴근,22979.72,11489.86,20230104
4218,2021,3,3017058800,월평3동,f,여성,1,월요일,4,저녁,53765.66,13441.42,20230104
4219,2021,3,3017058800,월평3동,m,남성,1,월요일,4,저녁,49823.04,12455.76,20230104
4220,2021,3,3017058800,월평3동,f,여성,1,월요일,5,야간,20398.66,2914.09,20230104
4221,2021,3,3017058800,월평3동,m,남성,1,월요일,5,야간,22721.93,3245.99,20230104
4222,2021,3,3017058800,월평3동,f,여성,2,화요일,1,출근,12092.14,6046.07,20230104
4223,2021,3,3017058800,월평3동,m,남성,2,화요일,1,출근,12573.82,6286.91,20230104
4224,2021,3,3017058800,월평3동,f,여성,2,화요일,2,주간,86501.77,9611.31,20230104
4225,2021,3,3017058800,월평3동,m,남성,2,화요일,2,주간,74856.54,8317.39,20230104
4226,2021,3,3017058800,월평3동,f,여성,2,화요일,3,퇴근,26330.34,13165.17,20230104
4227,2021,3,3017058800,월평3동,m,남성,2,화요일,3,퇴근,22309.23,11154.62,20230104
4228,2021,3,3017058800,월평3동,f,여성,2,화요일,4,저녁,54578.56,13644.64,20230104
4229,2021,3,3017058800,월평3동,m,남성,2,화요일,4,저녁,49864.68,12466.17,20230104
4230,2021,3,3017058800,월평3동,f,여성,2,화요일,5,야간,19676.16,2810.88,20230104
4231,2021,3,3017058800,월평3동,m,남성,2,화요일,5,야간,21137.09,3019.58,20230104
4232,2021,3,3017058800,월평3동,f,여성,3,수요일,1,출근,12304.76,6152.38,20230104
4233,2021,3,3017058800,월평3동,m,남성,3,수요일,1,출근,12741.22,6370.61,20230104
4234,2021,3,3017058800,월평3동,f,여성,3,수요일,2,주간,86964.55,9662.73,20230104
4235,2021,3,3017058800,월평3동,m,남성,3,수요일,2,주간,75238.83,8359.87,20230104
4236,2021,3,3017058800,월평3동,f,여성,3,수요일,3,퇴근,26564.95,13282.48,20230104
4237,2021,3,3017058800,월평3동,m,남성,3,수요일,3,퇴근,22619.25,11309.63,20230104
4238,2021,3,3017058800,월평3동,f,여성,3,수요일,4,저녁,55149.84,13787.46,20230104
4239,2021,3,3017058800,월평3동,m,남성,3,수요일,4,저녁,49731.54,12432.89,20230104
4240,2021,3,3017058800,월평3동,f,여성,3,수요일,5,야간,19882.16,2840.31,20230104
4241,2021,3,3017058800,월평3동,m,남성,3,수요일,5,야간,21718.96,3102.71,20230104
4242,2021,3,3017058800,월평3동,f,여성,4,목요일,1,출근,9940.71,4970.36,20230104
4243,2021,3,3017058800,월평3동,m,남성,4,목요일,1,출근,10235.39,5117.7,20230104
4244,2021,3,3017058800,월평3동,f,여성,4,목요일,2,주간,68672.74,7630.31,20230104
4245,2021,3,3017058800,월평3동,m,남성,4,목요일,2,주간,59500.36,6611.15,20230104
4246,2021,3,3017058800,월평3동,f,여성,4,목요일,3,퇴근,21130.38,10565.19,20230104
4247,2021,3,3017058800,월평3동,m,남성,4,목요일,3,퇴근,18043.29,9021.65,20230104
4248,2021,3,3017058800,월평3동,f,여성,4,목요일,4,저녁,43473.25,10868.31,20230104
4249,2021,3,3017058800,월평3동,m,남성,4,목요일,4,저녁,39619.2,9904.8,20230104
4250,2021,3,3017058800,월평3동,f,여성,4,목요일,5,야간,15864.96,2266.42,20230104
4251,2021,3,3017058800,월평3동,m,남성,4,목요일,5,야간,17424.09,2489.16,20230104
4252,2021,3,3017058800,월평3동,f,여성,5,금요일,1,출근,9939.82,4969.91,20230104
4253,2021,3,3017058800,월평3동,m,남성,5,금요일,1,출근,10237.96,5118.98,20230104
4254,2021,3,3017058800,월평3동,f,여성,5,금요일,2,주간,69032.5,7670.28,20230104
4255,2021,3,3017058800,월평3동,m,남성,5,금요일,2,주간,62084.87,6898.32,20230104
4256,2021,3,3017058800,월평3동,f,여성,5,금요일,3,퇴근,20998.24,10499.12,20230104
4257,2021,3,3017058800,월평3동,m,남성,5,금요일,3,퇴근,18173.29,9086.65,20230104
4258,2021,3,3017058800,월평3동,f,여성,5,금요일,4,저녁,43372.58,10843.15,20230104
4259,2021,3,3017058800,월평3동,m,남성,5,금요일,4,저녁,40388.88,10097.22,20230104
4260,2021,3,3017058800,월평3동,f,여성,5,금요일,5,야간,15903.95,2271.99,20230104
4261,2021,3,3017058800,월평3동,m,남성,5,금요일,5,야간,16926.71,2418.1,20230104
4262,2021,3,3017058800,월평3동,f,여성,6,토요일,1,출근,8451.23,4225.62,20230104
4263,2021,3,3017058800,월평3동,m,남성,6,토요일,1,출근,9694.51,4847.26,20230104
4264,2021,3,3017058800,월평3동,f,여성,6,토요일,2,주간,65703,7300.33,20230104
4265,2021,3,3017058800,월평3동,m,남성,6,토요일,2,주간,68125.14,7569.46,20230104
4266,2021,3,3017058800,월평3동,f,여성,6,토요일,3,퇴근,19444.82,9722.41,20230104
4267,2021,3,3017058800,월평3동,m,남성,6,토요일,3,퇴근,19056.15,9528.08,20230104
4268,2021,3,3017058800,월평3동,f,여성,6,토요일,4,저녁,41317.92,10329.48,20230104
4269,2021,3,3017058800,월평3동,m,남성,6,토요일,4,저녁,40080.61,10020.16,20230104
4270,2021,3,3017058800,월평3동,f,여성,6,토요일,5,야간,17324.8,2474.97,20230104
4271,2021,3,3017058800,월평3동,m,남성,6,토요일,5,야간,20310.48,2901.5,20230104
4272,2021,3,3017059000,가수원동,f,여성,0,일요일,1,출근,19294.96,9647.48,20230104
4273,2021,3,3017059000,가수원동,m,남성,0,일요일,1,출근,21128.72,10564.36,20230104
4274,2021,3,3017059000,가수원동,f,여성,0,일요일,2,주간,164491.27,18276.81,20230104
4275,2021,3,3017059000,가수원동,m,남성,0,일요일,2,주간,169125.57,18791.73,20230104
4276,2021,3,3017059000,가수원동,f,여성,0,일요일,3,퇴근,43832.74,21916.37,20230104
4277,2021,3,3017059000,가수원동,m,남성,0,일요일,3,퇴근,43530.91,21765.46,20230104
4278,2021,3,3017059000,가수원동,f,여성,0,일요일,4,저녁,84804.46,21201.12,20230104
4279,2021,3,3017059000,가수원동,m,남성,0,일요일,4,저녁,82316.53,20579.14,20230104
4280,2021,3,3017059000,가수원동,f,여성,0,일요일,5,야간,41527.25,5932.46,20230104
4281,2021,3,3017059000,가수원동,m,남성,0,일요일,5,야간,45556.39,6508.06,20230104
4282,2021,3,3017059000,가수원동,f,여성,1,월요일,1,출근,30607.92,15303.96,20230104
4283,2021,3,3017059000,가수원동,m,남성,1,월요일,1,출근,30583.51,15291.76,20230104
4284,2021,3,3017059000,가수원동,f,여성,1,월요일,2,주간,242101.14,26900.13,20230104
4285,2021,3,3017059000,가수원동,m,남성,1,월요일,2,주간,223056.22,24784.02,20230104
4286,2021,3,3017059000,가수원동,f,여성,1,월요일,3,퇴근,61055.34,30527.67,20230104
4287,2021,3,3017059000,가수원동,m,남성,1,월요일,3,퇴근,56389.41,28194.71,20230104
4288,2021,3,3017059000,가수원동,f,여성,1,월요일,4,저녁,111606.39,27901.6,20230104
4289,2021,3,3017059000,가수원동,m,남성,1,월요일,4,저녁,104295.68,26073.92,20230104
4290,2021,3,3017059000,가수원동,f,여성,1,월요일,5,야간,53226.62,7603.8,20230104
4291,2021,3,3017059000,가수원동,m,남성,1,월요일,5,야간,53144.71,7592.1,20230104
4292,2021,3,3017059000,가수원동,f,여성,2,화요일,1,출근,33220.37,16610.19,20230104
4293,2021,3,3017059000,가수원동,m,남성,2,화요일,1,출근,32450.08,16225.04,20230104
4294,2021,3,3017059000,가수원동,f,여성,2,화요일,2,주간,254392.23,28265.8,20230104
4295,2021,3,3017059000,가수원동,m,남성,2,화요일,2,주간,228400.91,25377.88,20230104
4296,2021,3,3017059000,가수원동,f,여성,2,화요일,3,퇴근,62395.55,31197.78,20230104
4297,2021,3,3017059000,가수원동,m,남성,2,화요일,3,퇴근,57714.24,28857.12,20230104
4298,2021,3,3017059000,가수원동,f,여성,2,화요일,4,저녁,113813.45,28453.36,20230104
4299,2021,3,3017059000,가수원동,m,남성,2,화요일,4,저녁,105768.72,26442.18,20230104
4300,2021,3,3017059000,가수원동,f,여성,2,화요일,5,야간,54822.03,7831.72,20230104
4301,2021,3,3017059000,가수원동,m,남성,2,화요일,5,야간,52641.52,7520.22,20230104
4302,2021,3,3017059000,가수원동,f,여성,3,수요일,1,출근,33404,16702,20230104
4303,2021,3,3017059000,가수원동,m,남성,3,수요일,1,출근,32067.24,16033.62,20230104
4304,2021,3,3017059000,가수원동,f,여성,3,수요일,2,주간,256265.87,28473.99,20230104
4305,2021,3,3017059000,가수원동,m,남성,3,수요일,2,주간,225327.24,25036.36,20230104
4306,2021,3,3017059000,가수원동,f,여성,3,수요일,3,퇴근,62379.22,31189.61,20230104
4307,2021,3,3017059000,가수원동,m,남성,3,수요일,3,퇴근,56882.59,28441.3,20230104
4308,2021,3,3017059000,가수원동,f,여성,3,수요일,4,저녁,114899.79,28724.95,20230104
4309,2021,3,3017059000,가수원동,m,남성,3,수요일,4,저녁,107094.03,26773.51,20230104
4310,2021,3,3017059000,가수원동,f,여성,3,수요일,5,야간,55708.01,7958.29,20230104
4311,2021,3,3017059000,가수원동,m,남성,3,수요일,5,야간,52522.8,7503.26,20230104
4312,2021,3,3017059000,가수원동,f,여성,4,목요일,1,출근,26228.18,13114.09,20230104
4313,2021,3,3017059000,가수원동,m,남성,4,목요일,1,출근,25645.03,12822.52,20230104
4314,2021,3,3017059000,가수원동,f,여성,4,목요일,2,주간,204064.01,22673.78,20230104
4315,2021,3,3017059000,가수원동,m,남성,4,목요일,2,주간,180239.39,20026.6,20230104
4316,2021,3,3017059000,가수원동,f,여성,4,목요일,3,퇴근,49201.46,24600.73,20230104
4317,2021,3,3017059000,가수원동,m,남성,4,목요일,3,퇴근,44898.02,22449.01,20230104
4318,2021,3,3017059000,가수원동,f,여성,4,목요일,4,저녁,90428.79,22607.2,20230104
4319,2021,3,3017059000,가수원동,m,남성,4,목요일,4,저녁,84315.57,21078.89,20230104
4320,2021,3,3017059000,가수원동,f,여성,4,목요일,5,야간,44434.68,6347.81,20230104
4321,2021,3,3017059000,가수원동,m,남성,4,목요일,5,야간,42303.47,6043.35,20230104
4322,2021,3,3017059000,가수원동,f,여성,5,금요일,1,출근,25804.86,12902.43,20230104
4323,2021,3,3017059000,가수원동,m,남성,5,금요일,1,출근,25106.4,12553.2,20230104
4324,2021,3,3017059000,가수원동,f,여성,5,금요일,2,주간,196276.74,21808.53,20230104
4325,2021,3,3017059000,가수원동,m,남성,5,금요일,2,주간,178420.6,19824.51,20230104
4326,2021,3,3017059000,가수원동,f,여성,5,금요일,3,퇴근,46898.05,23449.03,20230104
4327,2021,3,3017059000,가수원동,m,남성,5,금요일,3,퇴근,44270.06,22135.03,20230104
