순번,기준년,기준월,행정동코드,행정동명,성별코드,성별,요일코드,요일,시간대코드,시간대,유동인구수,시간당 평균 유동인구수,데이터생성일자
8456,2021,6,3017055000,용문동,f,여성,5,금요일,3,퇴근,24175.68,12087.84,20230104
8457,2021,6,3017055000,용문동,m,남성,5,금요일,3,퇴근,23163.21,11581.61,20230104
8458,2021,6,3017055000,용문동,f,여성,5,금요일,4,저녁,46854.11,11713.53,20230104
8459,2021,6,3017055000,용문동,m,남성,5,금요일,4,저녁,46075.58,11518.9,20230104
8460,2021,6,3017055000,용문동,f,여성,5,금요일,5,야간,30832.6,4404.66,20230104
8461,2021,6,3017055000,용문동,m,남성,5,금요일,5,야간,30716.74,4388.11,20230104
8462,2021,6,3017055000,용문동,f,여성,6,토요일,1,출근,13901.75,6950.88,20230104
8463,2021,6,3017055000,용문동,m,남성,6,토요일,1,출근,14399.54,7199.77,20230104
8464,2021,6,3017055000,용문동,f,여성,6,토요일,2,주간,86020.05,9557.78,20230104
8465,2021,6,3017055000,용문동,m,남성,6,토요일,2,주간,89372.78,9930.31,20230104
8466,2021,6,3017055000,용문동,f,여성,6,토요일,3,퇴근,20939.88,10469.94,20230104
8467,2021,6,3017055000,용문동,m,남성,6,토요일,3,퇴근,21796.5,10898.25,20230104
8468,2021,6,3017055000,용문동,f,여성,6,토요일,4,저녁,43480.25,10870.06,20230104
8469,2021,6,3017055000,용문동,m,남성,6,토요일,4,저녁,44329.99,11082.5,20230104
8470,2021,6,3017055000,용문동,f,여성,6,토요일,5,야간,32742.8,4677.54,20230104
8471,2021,6,3017055000,용문동,m,남성,6,토요일,5,야간,33972.84,4853.26,20230104
8472,2021,6,3017055500,탄방동,f,여성,0,일요일,1,출근,36573.43,18286.72,20230104
8473,2021,6,3017055500,탄방동,m,남성,0,일요일,1,출근,37643.46,18821.73,20230104
8474,2021,6,3017055500,탄방동,f,여성,0,일요일,2,주간,374328.55,41592.06,20230104
8475,2021,6,3017055500,탄방동,m,남성,0,일요일,2,주간,332878.72,36986.53,20230104
8476,2021,6,3017055500,탄방동,f,여성,0,일요일,3,퇴근,91189.91,45594.96,20230104
8477,2021,6,3017055500,탄방동,m,남성,0,일요일,3,퇴근,83433.97,41716.99,20230104
8478,2021,6,3017055500,탄방동,f,여성,0,일요일,4,저녁,156563.22,39140.8,20230104
8479,2021,6,3017055500,탄방동,m,남성,0,일요일,4,저녁,147137.65,36784.41,20230104
8480,2021,6,3017055500,탄방동,f,여성,0,일요일,5,야간,76011.72,10858.82,20230104
8481,2021,6,3017055500,탄방동,m,남성,0,일요일,5,야간,83821.21,11974.46,20230104
8482,2021,6,3017055500,탄방동,f,여성,1,월요일,1,출근,50450.51,25225.26,20230104
8483,2021,6,3017055500,탄방동,m,남성,1,월요일,1,출근,48181.35,24090.68,20230104
8484,2021,6,3017055500,탄방동,f,여성,1,월요일,2,주간,452128.01,50236.45,20230104
8485,2021,6,3017055500,탄방동,m,남성,1,월요일,2,주간,365947.48,40660.83,20230104
8486,2021,6,3017055500,탄방동,f,여성,1,월요일,3,퇴근,104562.22,52281.11,20230104
8487,2021,6,3017055500,탄방동,m,남성,1,월요일,3,퇴근,91518.84,45759.42,20230104
8488,2021,6,3017055500,탄방동,f,여성,1,월요일,4,저녁,171609.65,42902.41,20230104
8489,2021,6,3017055500,탄방동,m,남성,1,월요일,4,저녁,160077.55,40019.39,20230104
8490,2021,6,3017055500,탄방동,f,여성,1,월요일,5,야간,71024.5,10146.36,20230104
8491,2021,6,3017055500,탄방동,m,남성,1,월요일,5,야간,74653.42,10664.77,20230104
8492,2021,6,3017055500,탄방동,f,여성,2,화요일,1,출근,63095.35,31547.68,20230104
8493,2021,6,3017055500,탄방동,m,남성,2,화요일,1,출근,59563.74,29781.87,20230104
8494,2021,6,3017055500,탄방동,f,여성,2,화요일,2,주간,568724.33,63191.59,20230104
8495,2021,6,3017055500,탄방동,m,남성,2,화요일,2,주간,450744.21,50082.69,20230104
8496,2021,6,3017055500,탄방동,f,여성,2,화요일,3,퇴근,132906.61,66453.31,20230104
8497,2021,6,3017055500,탄방동,m,남성,2,화요일,3,퇴근,114559.47,57279.74,20230104
8498,2021,6,3017055500,탄방동,f,여성,2,화요일,4,저녁,218082.1,54520.53,20230104
8499,2021,6,3017055500,탄방동,m,남성,2,화요일,4,저녁,200760.66,50190.17,20230104
8500,2021,6,3017055500,탄방동,f,여성,2,화요일,5,야간,87961.05,12565.87,20230104
8501,2021,6,3017055500,탄방동,m,남성,2,화요일,5,야간,91106.27,13015.18,20230104
8502,2021,6,3017055500,탄방동,f,여성,3,수요일,1,출근,62792.12,31396.06,20230104
8503,2021,6,3017055500,탄방동,m,남성,3,수요일,1,출근,59696.27,29848.14,20230104
8504,2021,6,3017055500,탄방동,f,여성,3,수요일,2,주간,567893.99,63099.33,20230104
8505,2021,6,3017055500,탄방동,m,남성,3,수요일,2,주간,452932.87,50325.87,20230104
8506,2021,6,3017055500,탄방동,f,여성,3,수요일,3,퇴근,135317.52,67658.76,20230104
8507,2021,6,3017055500,탄방동,m,남성,3,수요일,3,퇴근,116591.6,58295.8,20230104
8508,2021,6,3017055500,탄방동,f,여성,3,수요일,4,저녁,220295.12,55073.78,20230104
8509,2021,6,3017055500,탄방동,m,남성,3,수요일,4,저녁,202818.18,50704.54,20230104
8510,2021,6,3017055500,탄방동,f,여성,3,수요일,5,야간,88607.72,12658.25,20230104
8511,2021,6,3017055500,탄방동,m,남성,3,수요일,5,야간,92484.81,13212.12,20230104
8512,2021,6,3017055500,탄방동,f,여성,4,목요일,1,출근,49576.62,24788.31,20230104
8513,2021,6,3017055500,탄방동,m,남성,4,목요일,1,출근,47031.63,23515.82,20230104
8514,2021,6,3017055500,탄방동,f,여성,4,목요일,2,주간,449447.49,49938.61,20230104
8515,2021,6,3017055500,탄방동,m,남성,4,목요일,2,주간,359197.69,39910.86,20230104
8516,2021,6,3017055500,탄방동,f,여성,4,목요일,3,퇴근,106362.97,53181.49,20230104
8517,2021,6,3017055500,탄방동,m,남성,4,목요일,3,퇴근,91614.58,45807.29,20230104
8518,2021,6,3017055500,탄방동,f,여성,4,목요일,4,저녁,174801.61,43700.4,20230104
8519,2021,6,3017055500,탄방동,m,남성,4,목요일,4,저녁,161746.04,40436.51,20230104
8520,2021,6,3017055500,탄방동,f,여성,4,목요일,5,야간,70849.26,10121.32,20230104
8521,2021,6,3017055500,탄방동,m,남성,4,목요일,5,야간,73307.11,10472.44,20230104
8522,2021,6,3017055500,탄방동,f,여성,5,금요일,1,출근,49910.53,24955.27,20230104
8523,2021,6,3017055500,탄방동,m,남성,5,금요일,1,출근,47840.41,23920.21,20230104
8524,2021,6,3017055500,탄방동,f,여성,5,금요일,2,주간,466920.56,51880.06,20230104
8525,2021,6,3017055500,탄방동,m,남성,5,금요일,2,주간,370597.25,41177.47,20230104
8526,2021,6,3017055500,탄방동,f,여성,5,금요일,3,퇴근,109633.07,54816.54,20230104
8527,2021,6,3017055500,탄방동,m,남성,5,금요일,3,퇴근,93421.15,46710.58,20230104
8528,2021,6,3017055500,탄방동,f,여성,5,금요일,4,저녁,178217.51,44554.38,20230104
8529,2021,6,3017055500,탄방동,m,남성,5,금요일,4,저녁,164659.26,41164.81,20230104
8530,2021,6,3017055500,탄방동,f,여성,5,금요일,5,야간,70666.44,10095.21,20230104
8531,2021,6,3017055500,탄방동,m,남성,5,금요일,5,야간,75001.54,10714.51,20230104
8532,2021,6,3017055500,탄방동,f,여성,6,토요일,1,출근,42453.17,21226.59,20230104
8533,2021,6,3017055500,탄방동,m,남성,6,토요일,1,출근,42554.45,21277.23,20230104
8534,2021,6,3017055500,탄방동,f,여성,6,토요일,2,주간,447384.05,49709.34,20230104
8535,2021,6,3017055500,탄방동,m,남성,6,토요일,2,주간,378810.65,42090.07,20230104
8536,2021,6,3017055500,탄방동,f,여성,6,토요일,3,퇴근,98513.81,49256.91,20230104
8537,2021,6,3017055500,탄방동,m,남성,6,토요일,3,퇴근,90222.27,45111.14,20230104
8538,2021,6,3017055500,탄방동,f,여성,6,토요일,4,저녁,159058.81,39764.7,20230104
8539,2021,6,3017055500,탄방동,m,남성,6,토요일,4,저녁,152978.37,38244.59,20230104
8540,2021,6,3017055500,탄방동,f,여성,6,토요일,5,야간,75271.35,10753.05,20230104
8541,2021,6,3017055500,탄방동,m,남성,6,토요일,5,야간,82156.11,11736.59,20230104
8542,2021,6,3017056000,괴정동,f,여성,0,일요일,1,출근,21374.42,10687.21,20230104
8543,2021,6,3017056000,괴정동,m,남성,0,일요일,1,출근,23495.45,11747.73,20230104
8544,2021,6,3017056000,괴정동,f,여성,0,일요일,2,주간,154475.55,17163.95,20230104
8545,2021,6,3017056000,괴정동,m,남성,0,일요일,2,주간,156610.76,17401.2,20230104
8546,2021,6,3017056000,괴정동,f,여성,0,일요일,3,퇴근,43448.15,21724.08,20230104
8547,2021,6,3017056000,괴정동,m,남성,0,일요일,3,퇴근,44228.93,22114.47,20230104
8548,2021,6,3017056000,괴정동,f,여성,0,일요일,4,저녁,90035.28,22508.82,20230104
8549,2021,6,3017056000,괴정동,m,남성,0,일요일,4,저녁,90131.62,22532.91,20230104
8550,2021,6,3017056000,괴정동,f,여성,0,일요일,5,야간,51462.75,7351.82,20230104
8551,2021,6,3017056000,괴정동,m,남성,0,일요일,5,야간,59992.56,8570.37,20230104
8552,2021,6,3017056000,괴정동,f,여성,1,월요일,1,출근,26456.55,13228.28,20230104
8553,2021,6,3017056000,괴정동,m,남성,1,월요일,1,출근,26506.56,13253.28,20230104
8554,2021,6,3017056000,괴정동,f,여성,1,월요일,2,주간,180468.13,20052.02,20230104
8555,2021,6,3017056000,괴정동,m,남성,1,월요일,2,주간,166113.51,18457.06,20230104
8556,2021,6,3017056000,괴정동,f,여성,1,월요일,3,퇴근,47998.4,23999.2,20230104
8557,2021,6,3017056000,괴정동,m,남성,1,월요일,3,퇴근,45575.13,22787.57,20230104
8558,2021,6,3017056000,괴정동,f,여성,1,월요일,4,저녁,94715.28,23678.82,20230104
8559,2021,6,3017056000,괴정동,m,남성,1,월요일,4,저녁,92693.17,23173.29,20230104
8560,2021,6,3017056000,괴정동,f,여성,1,월요일,5,야간,45837.39,6548.2,20230104
8561,2021,6,3017056000,괴정동,m,남성,1,월요일,5,야간,51064.66,7294.95,20230104
8562,2021,6,3017056000,괴정동,f,여성,2,화요일,1,출근,33185.4,16592.7,20230104
8563,2021,6,3017056000,괴정동,m,남성,2,화요일,1,출근,33046.22,16523.11,20230104
8564,2021,6,3017056000,괴정동,f,여성,2,화요일,2,주간,225188.24,25020.92,20230104
8565,2021,6,3017056000,괴정동,m,남성,2,화요일,2,주간,206226.66,22914.07,20230104
8566,2021,6,3017056000,괴정동,f,여성,2,화요일,3,퇴근,60043.82,30021.91,20230104
8567,2021,6,3017056000,괴정동,m,남성,2,화요일,3,퇴근,56924.3,28462.15,20230104
8568,2021,6,3017056000,괴정동,f,여성,2,화요일,4,저녁,120642.95,30160.74,20230104
8569,2021,6,3017056000,괴정동,m,남성,2,화요일,4,저녁,116694.67,29173.67,20230104
8570,2021,6,3017056000,괴정동,f,여성,2,화요일,5,야간,56303.94,8043.42,20230104
8571,2021,6,3017056000,괴정동,m,남성,2,화요일,5,야간,61277.57,8753.94,20230104
8572,2021,6,3017056000,괴정동,f,여성,3,수요일,1,출근,33688.53,16844.27,20230104
8573,2021,6,3017056000,괴정동,m,남성,3,수요일,1,출근,33536.15,16768.08,20230104
8574,2021,6,3017056000,괴정동,f,여성,3,수요일,2,주간,226376.88,25152.99,20230104
8575,2021,6,3017056000,괴정동,m,남성,3,수요일,2,주간,209746.44,23305.16,20230104
8576,2021,6,3017056000,괴정동,f,여성,3,수요일,3,퇴근,60149.73,30074.87,20230104
8577,2021,6,3017056000,괴정동,m,남성,3,수요일,3,퇴근,57925.27,28962.64,20230104
8578,2021,6,3017056000,괴정동,f,여성,3,수요일,4,저녁,119323.12,29830.78,20230104
8579,2021,6,3017056000,괴정동,m,남성,3,수요일,4,저녁,116970.97,29242.74,20230104
8580,2021,6,3017056000,괴정동,f,여성,3,수요일,5,야간,57860.24,8265.75,20230104
8581,2021,6,3017056000,괴정동,m,남성,3,수요일,5,야간,63639.59,9091.37,20230104
8582,2021,6,3017056000,괴정동,f,여성,4,목요일,1,출근,26809.12,13404.56,20230104
8583,2021,6,3017056000,괴정동,m,남성,4,목요일,1,출근,26439.08,13219.54,20230104
8584,2021,6,3017056000,괴정동,f,여성,4,목요일,2,주간,180185.61,20020.62,20230104
8585,2021,6,3017056000,괴정동,m,남성,4,목요일,2,주간,166973.38,18552.6,20230104
8586,2021,6,3017056000,괴정동,f,여성,4,목요일,3,퇴근,47437.77,23718.89,20230104
8587,2021,6,3017056000,괴정동,m,남성,4,목요일,3,퇴근,45482.67,22741.34,20230104
8588,2021,6,3017056000,괴정동,f,여성,4,목요일,4,저녁,94694.37,23673.59,20230104
8589,2021,6,3017056000,괴정동,m,남성,4,목요일,4,저녁,92201.65,23050.41,20230104
8590,2021,6,3017056000,괴정동,f,여성,4,목요일,5,야간,46910.53,6701.5,20230104
8591,2021,6,3017056000,괴정동,m,남성,4,목요일,5,야간,51273.63,7324.8,20230104
8592,2021,6,3017056000,괴정동,f,여성,5,금요일,1,출근,26964.23,13482.12,20230104
8593,2021,6,3017056000,괴정동,m,남성,5,금요일,1,출근,26611.2,13305.6,20230104
8594,2021,6,3017056000,괴정동,f,여성,5,금요일,2,주간,182369.26,20263.25,20230104
8595,2021,6,3017056000,괴정동,m,남성,5,금요일,2,주간,165790.21,18421.14,20230104
8596,2021,6,3017056000,괴정동,f,여성,5,금요일,3,퇴근,48017.4,24008.7,20230104
8597,2021,6,3017056000,괴정동,m,남성,5,금요일,3,퇴근,45181.89,22590.95,20230104
8598,2021,6,3017056000,괴정동,f,여성,5,금요일,4,저녁,95263.98,23816,20230104
8599,2021,6,3017056000,괴정동,m,남성,5,금요일,4,저녁,95718.95,23929.74,20230104
8600,2021,6,3017056000,괴정동,f,여성,5,금요일,5,야간,46526.6,6646.66,20230104
8601,2021,6,3017056000,괴정동,m,남성,5,금요일,5,야간,49907.7,7129.67,20230104
8602,2021,6,3017056000,괴정동,f,여성,6,토요일,1,출근,22657.95,11328.98,20230104
8603,2021,6,3017056000,괴정동,m,남성,6,토요일,1,출근,24635.63,12317.82,20230104
8604,2021,6,3017056000,괴정동,f,여성,6,토요일,2,주간,162065.71,18007.3,20230104
8605,2021,6,3017056000,괴정동,m,남성,6,토요일,2,주간,160818.5,17868.72,20230104
8606,2021,6,3017056000,괴정동,f,여성,6,토요일,3,퇴근,43524.1,21762.05,20230104
8607,2021,6,3017056000,괴정동,m,남성,6,토요일,3,퇴근,44748.28,22374.14,20230104
8608,2021,6,3017056000,괴정동,f,여성,6,토요일,4,저녁,89868.25,22467.06,20230104
8609,2021,6,3017056000,괴정동,m,남성,6,토요일,4,저녁,93092.37,23273.09,20230104
8610,2021,6,3017056000,괴정동,f,여성,6,토요일,5,야간,49068.53,7009.79,20230104
8611,2021,6,3017056000,괴정동,m,남성,6,토요일,5,야간,57060.05,8151.44,20230104
8612,2021,6,3017057000,가장동,f,여성,0,일요일,1,출근,10173.81,5086.91,20230104
8613,2021,6,3017057000,가장동,m,남성,0,일요일,1,출근,10749.73,5374.87,20230104
8614,2021,6,3017057000,가장동,f,여성,0,일요일,2,주간,67075.76,7452.86,20230104
8615,2021,6,3017057000,가장동,m,남성,0,일요일,2,주간,66986.11,7442.9,20230104
8616,2021,6,3017057000,가장동,f,여성,0,일요일,3,퇴근,17908.2,8954.1,20230104
8617,2021,6,3017057000,가장동,m,남성,0,일요일,3,퇴근,17899.2,8949.6,20230104
8618,2021,6,3017057000,가장동,f,여성,0,일요일,4,저녁,36978.54,9244.64,20230104
8619,2021,6,3017057000,가장동,m,남성,0,일요일,4,저녁,35869.81,8967.45,20230104
8620,2021,6,3017057000,가장동,f,여성,0,일요일,5,야간,21588.82,3084.12,20230104
8621,2021,6,3017057000,가장동,m,남성,0,일요일,5,야간,24682.2,3526.03,20230104
8622,2021,6,3017057000,가장동,f,여성,1,월요일,1,출근,11392.56,5696.28,20230104
8623,2021,6,3017057000,가장동,m,남성,1,월요일,1,출근,10374.01,5187.01,20230104
8624,2021,6,3017057000,가장동,f,여성,1,월요일,2,주간,69690.1,7743.34,20230104
8625,2021,6,3017057000,가장동,m,남성,1,월요일,2,주간,59893.54,6654.84,20230104
8626,2021,6,3017057000,가장동,f,여성,1,월요일,3,퇴근,18798.31,9399.16,20230104
8627,2021,6,3017057000,가장동,m,남성,1,월요일,3,퇴근,17091.14,8545.57,20230104
8628,2021,6,3017057000,가장동,f,여성,1,월요일,4,저녁,38390.77,9597.69,20230104
8629,2021,6,3017057000,가장동,m,남성,1,월요일,4,저녁,36048.26,9012.07,20230104
8630,2021,6,3017057000,가장동,f,여성,1,월요일,5,야간,20720.99,2960.14,20230104
8631,2021,6,3017057000,가장동,m,남성,1,월요일,5,야간,21840.2,3120.03,20230104
8632,2021,6,3017057000,가장동,f,여성,2,화요일,1,출근,13923.19,6961.6,20230104
8633,2021,6,3017057000,가장동,m,남성,2,화요일,1,출근,12482.4,6241.2,20230104
8634,2021,6,3017057000,가장동,f,여성,2,화요일,2,주간,85704.85,9522.76,20230104
8635,2021,6,3017057000,가장동,m,남성,2,화요일,2,주간,72771.07,8085.67,20230104
8636,2021,6,3017057000,가장동,f,여성,2,화요일,3,퇴근,23381.31,11690.66,20230104
8637,2021,6,3017057000,가장동,m,남성,2,화요일,3,퇴근,21124.61,10562.31,20230104
8638,2021,6,3017057000,가장동,f,여성,2,화요일,4,저녁,48214.15,12053.54,20230104
8639,2021,6,3017057000,가장동,m,남성,2,화요일,4,저녁,44382.88,11095.72,20230104
8640,2021,6,3017057000,가장동,f,여성,2,화요일,5,야간,24718.46,3531.21,20230104
8641,2021,6,3017057000,가장동,m,남성,2,화요일,5,야간,26267.62,3752.52,20230104
8642,2021,6,3017057000,가장동,f,여성,3,수요일,1,출근,13808.82,6904.41,20230104
8643,2021,6,3017057000,가장동,m,남성,3,수요일,1,출근,12764.18,6382.09,20230104
8644,2021,6,3017057000,가장동,f,여성,3,수요일,2,주간,86604.09,9622.68,20230104
8645,2021,6,3017057000,가장동,m,남성,3,수요일,2,주간,73684.25,8187.14,20230104
8646,2021,6,3017057000,가장동,f,여성,3,수요일,3,퇴근,23511.92,11755.96,20230104
8647,2021,6,3017057000,가장동,m,남성,3,수요일,3,퇴근,21288.4,10644.2,20230104
8648,2021,6,3017057000,가장동,f,여성,3,수요일,4,저녁,47700.72,11925.18,20230104
8649,2021,6,3017057000,가장동,m,남성,3,수요일,4,저녁,44495.28,11123.82,20230104
8650,2021,6,3017057000,가장동,f,여성,3,수요일,5,야간,24830.62,3547.23,20230104
8651,2021,6,3017057000,가장동,m,남성,3,수요일,5,야간,26427.12,3775.3,20230104
8652,2021,6,3017057000,가장동,f,여성,4,목요일,1,출근,11120.83,5560.42,20230104
8653,2021,6,3017057000,가장동,m,남성,4,목요일,1,출근,9961.34,4980.67,20230104
8654,2021,6,3017057000,가장동,f,여성,4,목요일,2,주간,68053.36,7561.48,20230104
8655,2021,6,3017057000,가장동,m,남성,4,목요일,2,주간,58527.04,6503.01,20230104
8656,2021,6,3017057000,가장동,f,여성,4,목요일,3,퇴근,18631.61,9315.81,20230104
8657,2021,6,3017057000,가장동,m,남성,4,목요일,3,퇴근,16438.32,8219.16,20230104
8658,2021,6,3017057000,가장동,f,여성,4,목요일,4,저녁,38325.4,9581.35,20230104
8659,2021,6,3017057000,가장동,m,남성,4,목요일,4,저녁,35122.7,8780.68,20230104
8660,2021,6,3017057000,가장동,f,여성,4,목요일,5,야간,20630.8,2947.26,20230104
8661,2021,6,3017057000,가장동,m,남성,4,목요일,5,야간,21191.54,3027.36,20230104
8662,2021,6,3017057000,가장동,f,여성,5,금요일,1,출근,11025.71,5512.86,20230104
8663,2021,6,3017057000,가장동,m,남성,5,금요일,1,출근,10325.36,5162.68,20230104
8664,2021,6,3017057000,가장동,f,여성,5,금요일,2,주간,68773.06,7641.45,20230104
8665,2021,6,3017057000,가장동,m,남성,5,금요일,2,주간,60947.16,6771.91,20230104
8666,2021,6,3017057000,가장동,f,여성,5,금요일,3,퇴근,18651.11,9325.56,20230104
8667,2021,6,3017057000,가장동,m,남성,5,금요일,3,퇴근,17139.28,8569.64,20230104
8668,2021,6,3017057000,가장동,f,여성,5,금요일,4,저녁,38103.08,9525.77,20230104
8669,2021,6,3017057000,가장동,m,남성,5,금요일,4,저녁,35737.95,8934.49,20230104
8670,2021,6,3017057000,가장동,f,여성,5,금요일,5,야간,19930.4,2847.2,20230104
8671,2021,6,3017057000,가장동,m,남성,5,금요일,5,야간,21373.86,3053.41,20230104
8672,2021,6,3017057000,가장동,f,여성,6,토요일,1,출근,10487.97,5243.99,20230104
8673,2021,6,3017057000,가장동,m,남성,6,토요일,1,출근,11224.21,5612.11,20230104
8674,2021,6,3017057000,가장동,f,여성,6,토요일,2,주간,66822.88,7424.77,20230104
8675,2021,6,3017057000,가장동,m,남성,6,토요일,2,주간,67139.75,7459.97,20230104
8676,2021,6,3017057000,가장동,f,여성,6,토요일,3,퇴근,17108.32,8554.16,20230104
8677,2021,6,3017057000,가장동,m,남성,6,토요일,3,퇴근,17271.12,8635.56,20230104
8678,2021,6,3017057000,가장동,f,여성,6,토요일,4,저녁,36405.85,9101.46,20230104
8679,2021,6,3017057000,가장동,m,남성,6,토요일,4,저녁,34898.51,8724.63,20230104
8680,2021,6,3017057000,가장동,f,여성,6,토요일,5,야간,21603.28,3086.18,20230104
8681,2021,6,3017057000,가장동,m,남성,6,토요일,5,야간,23757.72,3393.96,20230104
8682,2021,6,3017057500,내동,f,여성,0,일요일,1,출근,13163.84,6581.92,20230104
8683,2021,6,3017057500,내동,m,남성,0,일요일,1,출근,13301.78,6650.89,20230104
8684,2021,6,3017057500,내동,f,여성,0,일요일,2,주간,93738.78,10415.42,20230104
8685,2021,6,3017057500,내동,m,남성,0,일요일,2,주간,89564.61,9951.62,20230104
8686,2021,6,3017057500,내동,f,여성,0,일요일,3,퇴근,26940.18,13470.09,20230104
8687,2021,6,3017057500,내동,m,남성,0,일요일,3,퇴근,25006.41,12503.21,20230104
8688,2021,6,3017057500,내동,f,여성,0,일요일,4,저녁,57798.53,14449.63,20230104
8689,2021,6,3017057500,내동,m,남성,0,일요일,4,저녁,52370.41,13092.6,20230104
8690,2021,6,3017057500,내동,f,여성,0,일요일,5,야간,26964.74,3852.11,20230104
8691,2021,6,3017057500,내동,m,남성,0,일요일,5,야간,28208.49,4029.78,20230104
8692,2021,6,3017057500,내동,f,여성,1,월요일,1,출근,15883.3,7941.65,20230104
8693,2021,6,3017057500,내동,m,남성,1,월요일,1,출근,12991.56,6495.78,20230104
8694,2021,6,3017057500,내동,f,여성,1,월요일,2,주간,102346.33,11371.81,20230104
8695,2021,6,3017057500,내동,m,남성,1,월요일,2,주간,79428.36,8825.38,20230104
8696,2021,6,3017057500,내동,f,여성,1,월요일,3,퇴근,29537.83,14768.92,20230104
8697,2021,6,3017057500,내동,m,남성,1,월요일,3,퇴근,24565.43,12282.72,20230104
8698,2021,6,3017057500,내동,f,여성,1,월요일,4,저녁,60807.37,15201.84,20230104
8699,2021,6,3017057500,내동,m,남성,1,월요일,4,저녁,53297.92,13324.48,20230104
8700,2021,6,3017057500,내동,f,여성,1,월요일,5,야간,26359.89,3765.7,20230104
8701,2021,6,3017057500,내동,m,남성,1,월요일,5,야간,24837.65,3548.24,20230104
8702,2021,6,3017057500,내동,f,여성,2,화요일,1,출근,19484.45,9742.23,20230104
8703,2021,6,3017057500,내동,m,남성,2,화요일,1,출근,16409.11,8204.56,20230104
8704,2021,6,3017057500,내동,f,여성,2,화요일,2,주간,124966.75,13885.2,20230104
8705,2021,6,3017057500,내동,m,남성,2,화요일,2,주간,98776.9,10975.21,20230104
8706,2021,6,3017057500,내동,f,여성,2,화요일,3,퇴근,36341.29,18170.65,20230104
8707,2021,6,3017057500,내동,m,남성,2,화요일,3,퇴근,30403.52,15201.76,20230104
8708,2021,6,3017057500,내동,f,여성,2,화요일,4,저녁,75468.04,18867.01,20230104
8709,2021,6,3017057500,내동,m,남성,2,화요일,4,저녁,66086.32,16521.58,20230104
8710,2021,6,3017057500,내동,f,여성,2,화요일,5,야간,31580.27,4511.47,20230104
8711,2021,6,3017057500,내동,m,남성,2,화요일,5,야간,29459.27,4208.47,20230104
8712,2021,6,3017057500,내동,f,여성,3,수요일,1,출근,20078.63,10039.32,20230104
8713,2021,6,3017057500,내동,m,남성,3,수요일,1,출근,16193.5,8096.75,20230104
8714,2021,6,3017057500,내동,f,여성,3,수요일,2,주간,126341.97,14038,20230104
8715,2021,6,3017057500,내동,m,남성,3,수요일,2,주간,98483.91,10942.66,20230104
8716,2021,6,3017057500,내동,f,여성,3,수요일,3,퇴근,36129.75,18064.88,20230104
8717,2021,6,3017057500,내동,m,남성,3,수요일,3,퇴근,30752.11,15376.06,20230104
8718,2021,6,3017057500,내동,f,여성,3,수요일,4,저녁,74536.56,18634.14,20230104
8719,2021,6,3017057500,내동,m,남성,3,수요일,4,저녁,65783.06,16445.77,20230104
8720,2021,6,3017057500,내동,f,여성,3,수요일,5,야간,31142.65,4448.95,20230104
8721,2021,6,3017057500,내동,m,남성,3,수요일,5,야간,29716.55,4245.22,20230104
8722,2021,6,3017057500,내동,f,여성,4,목요일,1,출근,15715.14,7857.57,20230104
8723,2021,6,3017057500,내동,m,남성,4,목요일,1,출근,12720.29,6360.15,20230104
8724,2021,6,3017057500,내동,f,여성,4,목요일,2,주간,100760.56,11195.62,20230104
8725,2021,6,3017057500,내동,m,남성,4,목요일,2,주간,78898.42,8766.49,20230104
8726,2021,6,3017057500,내동,f,여성,4,목요일,3,퇴근,28930.1,14465.05,20230104
8727,2021,6,3017057500,내동,m,남성,4,목요일,3,퇴근,24216.7,12108.35,20230104
8728,2021,6,3017057500,내동,f,여성,4,목요일,4,저녁,60017.15,15004.29,20230104
8729,2021,6,3017057500,내동,m,남성,4,목요일,4,저녁,52643.11,13160.78,20230104
8730,2021,6,3017057500,내동,f,여성,4,목요일,5,야간,25904.04,3700.58,20230104
8731,2021,6,3017057500,내동,m,남성,4,목요일,5,야간,23990.48,3427.21,20230104
8732,2021,6,3017057500,내동,f,여성,5,금요일,1,출근,15837.27,7918.64,20230104
8733,2021,6,3017057500,내동,m,남성,5,금요일,1,출근,13065.25,6532.63,20230104
8734,2021,6,3017057500,내동,f,여성,5,금요일,2,주간,101248.1,11249.79,20230104
8735,2021,6,3017057500,내동,m,남성,5,금요일,2,주간,80344.8,8927.2,20230104
8736,2021,6,3017057500,내동,f,여성,5,금요일,3,퇴근,27711.26,13855.63,20230104
8737,2021,6,3017057500,내동,m,남성,5,금요일,3,퇴근,23912.18,11956.09,20230104
8738,2021,6,3017057500,내동,f,여성,5,금요일,4,저녁,57776.79,14444.2,20230104
8739,2021,6,3017057500,내동,m,남성,5,금요일,4,저녁,51904.1,12976.03,20230104
8740,2021,6,3017057500,내동,f,여성,5,금요일,5,야간,25340.11,3620.02,20230104
8741,2021,6,3017057500,내동,m,남성,5,금요일,5,야간,23570.89,3367.27,20230104
8742,2021,6,3017057500,내동,f,여성,6,토요일,1,출근,13251.37,6625.69,20230104
8743,2021,6,3017057500,내동,m,남성,6,토요일,1,출근,12719.46,6359.73,20230104
8744,2021,6,3017057500,내동,f,여성,6,토요일,2,주간,92097.78,10233.09,20230104
8745,2021,6,3017057500,내동,m,남성,6,토요일,2,주간,86738.98,9637.66,20230104
8746,2021,6,3017057500,내동,f,여성,6,토요일,3,퇴근,25720.66,12860.33,20230104
