"시도명",시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,신호기설치방식,도로형태,주도로여부,신호등관리번호,신호등구분,신호등색종류,신호등화방식,신호등화순서,신호등화시간,광원종류,신호제어방식,신호시간결정방식,점멸등운영여부,점멸등운영시작시각,점멸등운영종료시각,보행자작동신호기유무,잔여시간표시기유무,시각장애인용음향신호기유무,도로안내표지일련번호,관리기관명,관리기관전화번호,데이터기준일자
"대전광역시",대덕구,일반국도,17,신탄진로,1,,대전광역시 대덕구 상서동 259-4,36.4278371,127.4205902,2,2,Y,1,5,1,1,녹색,100,2,99,99,Y,00:00,23:59,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,테크노2로,1,,대전광역시 유성구 관평동 1287,36.4270298,127.3943049,3,2,Y,2,6,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,배울2로,2,,대전광역시 유성구 관평동 673,36.4226941,127.3843233,3,1,Y,3,6,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,배울2로,1,,대전광역시 유성구 관평동 673,36.4228426,127.3841118,3,1,Y,4,6,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,금남구즉로,2,,대전광역시 유성구 금고동 481-1,36.4618919,127.3895722,3,1,Y,5,6,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,금남구즉로,2,,대전광역시 유성구 금고동 481-1,36.4619014,127.3895928,3,1,Y,6,6,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,금남구즉로,1,,대전광역시 유성구 금고동 481-1,36.4619299,127.3895329,3,1,Y,7,6,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,금남구즉로,2,,대전광역시 유성구 금고동 481-1,36.4619293,127.3895316,3,1,Y,8,6,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",대덕구,특별시도,,신탄진남로,2,,대전광역시 대덕구 신탄진동 739,36.4469988,127.4356409,2,1,Y,9,2,2,2,녹색+적색,30+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",대덕구,특별시도,,신탄진남로,1,,대전광역시 대덕구 신탄진동 739,36.4471664,127.4357623,2,1,Y,10,2,2,2,녹색+적색,30+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",대덕구,특별시도,,신탄진남로,1,,대전광역시 대덕구 신탄진동 739,36.4471726,127.4357079,3,1,Y,11,1,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",대덕구,특별시도,,신탄진남로,2,,대전광역시 대덕구 신탄진동 739,36.4471508,127.4356450,2,1,Y,12,2,2,2,녹색+적색,30+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",대덕구,특별시도,,신탄진남로,2,,대전광역시 대덕구 신탄진동 739,36.4470179,127.4356955,3,1,Y,13,1,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",대덕구,특별시도,,신탄진남로,1,,대전광역시 대덕구 신탄진동 739,36.4470164,127.4357582,2,1,Y,14,2,2,2,녹색+적색,30+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",대덕구,특별시도,,신탄진동로,2,,대전광역시 대덕구 신탄진동 737,36.4479941,127.4333020,3,1,Y,15,1,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",대덕구,기타,,신탄진동로36번길,2,,대전광역시 대덕구 신탄진동 737,36.4479425,127.4333104,2,1,Y,16,2,2,2,녹색+적색,30+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",대덕구,특별시도,,신탄진동로,1,,대전광역시 대덕구 신탄진동 737,36.4480322,127.4332838,3,1,Y,17,1,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",대덕구,기타,,신탄진동로35번길,1,,대전광역시 대덕구 신탄진동 737,36.4480707,127.4332497,2,1,Y,18,2,2,2,녹색+적색,30+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",대덕구,특별시도,,석봉로,2,,대전광역시 대덕구 석봉동 759,36.4472092,127.4238018,3,1,Y,19,1,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",대덕구,특별시도,,석봉로,2,,대전광역시 대덕구 석봉동 759,36.4471694,127.4238128,2,1,Y,20,2,2,2,녹색+적색,30+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",대덕구,특별시도,,석봉로,2,,대전광역시 대덕구 석봉동 759,36.4471879,127.4235509,3,1,Y,21,1,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",대덕구,특별시도,,석봉로,2,,대전광역시 대덕구 석봉동 759,36.4471672,127.4235528,3,1,Y,22,1,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",대덕구,특별시도,,석봉로,2,,대전광역시 대덕구 석봉동 759,36.4471275,127.4235638,2,1,Y,23,2,2,2,녹색+적색,30+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",대덕구,특별시도,,석봉로,1,,대전광역시 대덕구 석봉동 759,36.4472383,127.4237286,3,1,Y,24,1,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",대덕구,기타,,석봉로7번길,1,,대전광역시 대덕구 석봉동 759,36.4472792,127.4237216,2,1,Y,25,2,2,2,녹색+적색,30+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",대덕구,특별시도,,석봉로,1,,대전광역시 대덕구 석봉동 759,36.4472181,127.4237346,3,1,Y,26,1,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",대덕구,특별시도,,석봉로,1,,대전광역시 대덕구 석봉동 759,36.4471931,127.4234619,3,1,Y,27,1,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",대덕구,특별시도,,석봉로,1,,대전광역시 대덕구 석봉동 759,36.4472426,127.4234530,2,1,Y,28,2,2,2,녹색+적색,30+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",대덕구,특별시도,,대덕대로1486번길,1,,대전광역시 대덕구 목상동 853,36.4459174,127.4128435,2,1,Y,29,2,2,2,녹색+적색,30+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",대덕구,특별시도,,대덕대로1486번길,1,,대전광역시 대덕구 목상동 853,36.4459828,127.4128134,3,1,Y,30,1,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",대덕구,특별시도,,대덕대로1486번길,2,,대전광역시 대덕구 목상동 853,36.4459599,127.4128834,3,1,Y,31,1,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",대덕구,특별시도,,대덕대로1486번길,1,,대전광역시 대덕구 목상동 853,36.4459393,127.4128849,3,1,Y,32,1,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",대덕구,특별시도,,대덕대로1486번길,2,,대전광역시 대덕구 목상동 853,36.4459993,127.4128621,2,1,Y,33,2,2,2,녹색+적색,30+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,구즉로,2,,대전광역시 유성구 송강동 556,36.4307309,127.3834724,2,1,Y,34,2,2,2,녹색+적색,30+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,구즉로,2,,대전광역시 유성구 송강동 556,36.4307318,127.3834053,3,1,Y,35,1,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,구즉로,1,,대전광역시 유성구 송강동 556,36.4308341,127.3834063,3,1,Y,36,1,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,구즉로,1,,대전광역시 유성구 송강동 556,36.4308338,127.3833280,2,1,Y,37,2,2,2,녹색+적색,30+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,구룡달전로,2,,대전광역시 유성구 봉산동 305-5,36.4401237,127.3832540,3,1,Y,38,1,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,구룡달전로,1,,대전광역시 유성구 봉산동 305-5,36.4400836,127.3832919,2,1,Y,39,2,2,2,녹색+적색,30+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,구룡달전로,2,,대전광역시 유성구 봉산동 305-5,36.4401771,127.3832636,2,1,Y,40,2,2,2,녹색+적색,30+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,구룡달전로,2,,대전광역시 유성구 봉산동 305-5,36.4402031,127.3833677,3,1,Y,41,1,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,구룡달전로,1,,대전광역시 유성구 봉산동 305-5,36.4401719,127.3834397,3,1,Y,42,1,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,구룡달전로,2,,대전광역시 유성구 봉산동 305-5,36.4402147,127.3834364,2,1,Y,43,2,2,2,녹색+적색,30+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,구룡달전로,1,,대전광역시 유성구 봉산동 305-5,36.4401402,127.3835084,2,1,Y,44,2,2,2,녹색+적색,30+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,송강로42번길,2,,대전광역시 유성구 송강동 547,36.4348144,127.3836662,3,1,Y,45,1,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,기타,,구즉로57번길,2,,대전광역시 유성구 송강동 547,36.4347483,127.3837688,2,1,Y,46,2,2,2,녹색+적색,30+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,송강로42번길,2,,대전광역시 유성구 송강동 547,36.4347581,127.3837073,3,1,Y,47,1,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,송강로42번길,1,,대전광역시 유성구 송강동 547,36.4347770,127.3836271,2,1,Y,48,2,2,2,녹색+적색,30+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,송강로42번길,1,,대전광역시 유성구 송강동 547,36.4347674,127.3836474,2,1,Y,49,2,2,2,녹색+적색,30+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,송강로42번길,1,,대전광역시 유성구 송강동 547,36.4346221,127.3836462,3,1,Y,50,1,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,송강로42번길,2,,대전광역시 유성구 송강동 547,36.4346250,127.3837082,2,1,Y,51,2,2,2,녹색+적색,30+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,송강로42번길,1,,대전광역시 유성구 송강동 547,36.4346527,127.3835960,2,1,Y,52,2,2,2,녹색+적색,30+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,송강로42번길,2,,대전광역시 유성구 송강동 547,36.4346704,127.3836058,2,1,Y,53,2,2,2,녹색+적색,30+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,송강로42번길,2,,대전광역시 유성구 송강동 547,36.4347196,127.3836291,3,1,Y,54,1,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",대덕구,기타,,신탄진북로32번길,1,,대전광역시 대덕구 신탄진동 735,36.4512356,127.4351359,3,2,Y,55,6,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",대덕구,시도,,대청로,2,,대전광역시 대덕구 용호동 41-4,36.4487309,127.4525557,3,2,Y,56,6,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,테크노4로,2,,대전광역시 유성구 관평동 673,36.4216746,127.3869707,2,2,Y,57,5,1,1,녹색,100,2,99,99,Y,00:00,23:59,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",대덕구,일반국도,17,신탄진로,2,,대전광역시 대덕구 상서동 189-2,36.4322058,127.4233982,3,2,Y,58,1,4,4,녹색+녹색화살표+황색+적색,30+30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,지방도,32,대덕대로,1,,대전광역시 유성구 봉산동 1003,36.4342463,127.3885391,3,2,Y,59,1,4,4,녹색+녹색화살표+황색+적색,30+30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,테크노중앙로,1,,대전광역시 유성구 용산동 604,36.4250686,127.3979327,2,1,Y,60,5,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,테크노중앙로,1,,대전광역시 유성구 용산동 604,36.4250694,127.3979267,2,1,Y,61,2,2,2,녹색+적색,30+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,테크노중앙로,1,,대전광역시 유성구 용산동 604,36.4252203,127.3978914,3,1,Y,62,1,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,테크노중앙로,1,,대전광역시 유성구 용산동 604,36.4251886,127.3978685,3,1,Y,63,1,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,테크노중앙로,1,,대전광역시 유성구 용산동 604,36.4252792,127.3979367,2,1,Y,64,2,2,2,녹색+적색,30+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,테크노중앙로,1,,대전광역시 유성구 용산동 604,36.4241385,127.4001616,3,1,Y,65,1,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,테크노중앙로,1,,대전광역시 유성구 용산동 604,36.4241185,127.4001367,3,1,Y,66,1,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,테크노7로,1,,대전광역시 유성구 용산동 604,36.4241804,127.4002167,3,1,Y,67,1,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,테크노7로,2,,대전광역시 유성구 용산동 604,36.4242398,127.4001844,2,1,Y,68,5,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,테크노중앙로,2,,대전광역시 유성구 용산동 604,36.4243026,127.4001084,3,1,Y,69,1,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,테크노7로,2,,대전광역시 유성구 용산동 604,36.4242738,127.4001287,3,1,Y,70,1,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,테크노7로,1,,대전광역시 유성구 용산동 604,36.4242780,127.4003590,2,1,Y,71,2,2,2,녹색+적색,30+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,테크노7로,1,,대전광역시 유성구 용산동 604,36.4242992,127.4003282,3,1,Y,72,1,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,테크노7로,1,,대전광역시 유성구 용산동 604,36.4243111,127.4003014,3,1,Y,73,1,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,테크노7로,2,,대전광역시 유성구 용산동 604,36.4243518,127.4001746,2,1,Y,74,2,2,2,녹색+적색,30+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,테크노중앙로,2,,대전광역시 유성구 용산동 604,36.4224098,127.4004975,3,2,Y,75,1,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,테크노중앙로,2,,대전광역시 유성구 용산동 604,36.4224437,127.4004666,2,2,Y,76,2,2,2,녹색+적색,30+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,테크노중앙로,2,,대전광역시 유성구 용산동 604,36.4223270,127.4004323,2,2,Y,77,5,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,테크노중앙로,2,,대전광역시 유성구 용산동 604,36.4223282,127.4004557,2,2,Y,78,2,2,2,녹색+적색,30+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,테크노중앙로,1,,대전광역시 유성구 용산동 604,36.4225273,127.4006363,2,2,Y,79,5,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,테크노중앙로,1,,대전광역시 유성구 용산동 604,36.4225494,127.4006219,2,2,Y,80,2,2,2,녹색+적색,30+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,테크노중앙로,1,,대전광역시 유성구 용산동 604,36.4225575,127.4005046,3,2,Y,81,1,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,테크노중앙로,1,,대전광역시 유성구 용산동 604,36.4225702,127.4005319,3,2,Y,82,1,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,테크노중앙로,1,,대전광역시 유성구 용산동 604,36.4225133,127.4004708,2,2,Y,83,2,2,2,녹색+적색,30+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,테크노중앙로,2,,대전광역시 유성구 용산동 604,36.4225336,127.4002575,2,2,Y,84,5,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,테크노중앙로,2,,대전광역시 유성구 용산동 579,36.4225337,127.4002554,2,2,Y,85,2,2,2,녹색+적색,30+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,테크노중앙로,2,,대전광역시 유성구 용산동 604,36.4225330,127.4004583,2,2,Y,86,2,2,2,녹색+적색,30+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,테크노중앙로,2,,대전광역시 유성구 용산동 604,36.4225609,127.4004106,3,2,Y,87,1,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,테크노중앙로,2,,대전광역시 유성구 용산동 604,36.4225806,127.4003656,3,2,Y,88,1,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,테크노중앙로,1,,대전광역시 유성구 용산동 672,36.4217363,127.3983905,3,2,Y,89,1,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,테크노중앙로,1,,대전광역시 유성구 용산동 672,36.4217525,127.3983707,3,2,Y,90,1,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,테크노중앙로,1,,대전광역시 유성구 용산동 672,36.4217043,127.3984171,2,2,Y,91,2,2,2,녹색+적색,30+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,용산1로,1,,대전광역시 유성구 용산동 672,36.4217597,127.3982803,2,2,Y,92,5,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,용산1로,1,,대전광역시 유성구 용산동 672,36.4217587,127.3982835,2,2,Y,93,2,2,2,녹색+적색,30+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,테크노중앙로,2,,대전광역시 유성구 용산동 672,36.4218596,127.3982446,3,2,Y,94,1,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,테크노중앙로,2,,대전광역시 유성구 용산동 672,36.4218815,127.3982603,3,2,Y,95,1,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,테크노중앙로,2,,대전광역시 유성구 용산동 672,36.4218068,127.3981912,3,2,Y,96,1,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,테크노중앙로,2,,대전광역시 유성구 용산동 672,36.4218203,127.3982248,2,2,Y,97,2,2,2,녹색+적색,30+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,용산1로,2,,대전광역시 유성구 용산동 672,36.4217260,127.3981892,3,2,Y,98,1,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,용산1로,2,,대전광역시 유성구 용산동 672,36.4217332,127.3982164,3,2,Y,99,1,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,용산1로,2,,대전광역시 유성구 용산동 672,36.4217128,127.3981434,2,2,Y,100,2,2,2,녹색+적색,30+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,테크노중앙로,2,,대전광역시 유성구 용산동 608,36.4229749,127.3958799,2,1,Y,101,5,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,테크노중앙로,2,,대전광역시 유성구 용산동 608,36.4229746,127.3958822,2,1,Y,102,2,2,2,녹색+적색,30+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,테크노중앙로,2,,대전광역시 유성구 용산동 675,36.4227774,127.3958404,2,1,Y,103,2,2,2,녹색+적색,30+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,테크노중앙로,2,,대전광역시 유성구 용산동 672,36.4228364,127.3958839,3,1,Y,104,1,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,테크노중앙로,2,,대전광역시 유성구 용산동 672,36.4228658,127.3959050,3,1,Y,105,1,3,3,녹색+황색+적색,30+3+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,지방도,32,대덕대로,1,,대전광역시 유성구 송강동 556,36.4285252,127.3856800,2,2,Y,106,5,1,1,녹색,100,2,99,99,Y,00:00,23:59,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,테크노2로,2,,대전광역시 유성구 관평동 1287,36.4297910,127.3963247,2,2,Y,107,2,2,2,녹색+적색,30+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,테크노2로,2,,대전광역시 유성구 관평동 1287,36.4299103,127.3960816,2,2,Y,108,2,2,2,녹색+적색,30+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
"대전광역시",유성구,특별시도,,테크노2로,1,,대전광역시 유성구 관평동 686,36.4300192,127.3963184,2,2,Y,109,2,2,2,녹색+적색,30+100,2,99,99,N,00:00,00:00,N,Y,N,,대전광역시,042-120,2023-01-05
