순번,기준년,기준월,행정동코드,행정동명,성별코드,성별,유동인구수,시간당 평균 유동인구수,데이터생성일자
421,2021,08월,3017059700,관저2동,m,남성,4979981.2,1127248.13,2022-11-15
422,2021,03월,3017059700,관저2동,m,남성,4924445.25,1117204.59,2022-11-15
423,2021,12월,3017059700,관저2동,m,남성,5225088.51,1179942.47,2022-11-15
424,2021,02월,3017059700,관저2동,f,여성,4651695.01,1030229.62,2022-11-15
425,2021,03월,3017059700,관저2동,f,여성,5451466.8,1212801.53,2022-11-15
426,2021,05월,3017059700,관저2동,f,여성,5599664.18,1251786.45,2022-11-15
427,2021,06월,3017059700,관저2동,f,여성,5524177.21,1237315.5,2022-11-15
428,2021,04월,3017059700,관저2동,m,남성,4809224.89,1096408.89,2022-11-15
429,2021,09월,3017059700,관저2동,m,남성,4996311.72,1133267.38,2022-11-15
430,2021,11월,3017059700,관저2동,m,남성,5018836.83,1138578.86,2022-11-15
431,2021,08월,3017059700,관저2동,f,여성,5501036.36,1227479.13,2022-11-15
432,2021,01월,3017059700,관저2동,f,여성,4985069.11,1102470.99,2022-11-15
433,2021,04월,3017060000,기성동,m,남성,180145.36,31789.99,2022-11-15
434,2021,10월,3017060000,기성동,m,남성,294408.31,53715.26,2022-11-15
435,2021,03월,3017060000,기성동,f,여성,105762.72,18536.61,2022-11-15
436,2021,11월,3017060000,기성동,m,남성,300765.01,53922.43,2022-11-15
437,2021,02월,3017060000,기성동,m,남성,126254.83,22142.99,2022-11-15
438,2021,07월,3017060000,기성동,f,여성,134241.29,23478.83,2022-11-15
439,2021,09월,3017060000,기성동,f,여성,144614.92,24278.3,2022-11-15
440,2021,11월,3017060000,기성동,f,여성,210325.92,34162.54,2022-11-15
441,2021,04월,3017060000,기성동,f,여성,131903.76,22566.24,2022-11-15
442,2021,08월,3017060000,기성동,m,남성,254199.88,48334.8,2022-11-15
443,2021,12월,3017060000,기성동,f,여성,105080.27,18584.22,2022-11-15
444,2021,10월,3017060000,기성동,f,여성,201265.31,33503.34,2022-11-15
445,2021,01월,3017060000,기성동,m,남성,117993.03,20981.54,2022-11-15
446,2021,05월,3017060000,기성동,m,남성,193592.23,33842.42,2022-11-15
447,2021,06월,3017060000,기성동,m,남성,198139.03,35558.98,2022-11-15
448,2021,07월,3017060000,기성동,m,남성,169980.72,31108.22,2022-11-15
449,2021,03월,3017060000,기성동,m,남성,148945.07,26730.9,2022-11-15
450,2021,08월,3017060000,기성동,f,여성,172809.43,30515.27,2022-11-15
451,2021,12월,3017060000,기성동,m,남성,152479.37,27877.31,2022-11-15
452,2021,09월,3017060000,기성동,m,남성,195855.83,34930,2022-11-15
453,2021,05월,3017060000,기성동,f,여성,147113.75,24580.54,2022-11-15
454,2021,02월,3017060000,기성동,f,여성,89280.81,15221.58,2022-11-15
455,2021,01월,3017060000,기성동,f,여성,80108.71,14019.33,2022-11-15
456,2021,06월,3017060000,기성동,f,여성,155711.58,26488.85,2022-11-15
457,2021,02월,3017063000,둔산1동,f,여성,2249531.49,465326.63,2022-11-15
458,2021,11월,3017063000,둔산1동,m,남성,2748283.91,585032.77,2022-11-15
459,2021,01월,3017063000,둔산1동,m,남성,2464598.4,516800.39,2022-11-15
460,2021,10월,3017063000,둔산1동,f,여성,2668032.03,558129.58,2022-11-15
461,2021,12월,3017063000,둔산1동,m,남성,2749161.56,579417.49,2022-11-15
462,2021,12월,3017063000,둔산1동,f,여성,2707465.72,560929.37,2022-11-15
463,2021,08월,3017063000,둔산1동,f,여성,2602571.31,536934.46,2022-11-15
464,2021,09월,3017063000,둔산1동,m,남성,2563541.15,547018.3,2022-11-15
465,2021,07월,3017063000,둔산1동,f,여성,2714100.71,562132.89,2022-11-15
466,2021,04월,3017063000,둔산1동,f,여성,2532503.76,529484.64,2022-11-15
467,2021,03월,3017063000,둔산1동,m,남성,2688117.64,573050.65,2022-11-15
468,2021,02월,3017063000,둔산1동,m,남성,2302836.9,486382.4,2022-11-15
469,2021,04월,3017063000,둔산1동,m,남성,2560668.79,544161.1,2022-11-15
470,2021,05월,3017063000,둔산1동,f,여성,2569857.76,539839.42,2022-11-15
471,2021,08월,3017063000,둔산1동,m,남성,2624012.69,553112.65,2022-11-15
472,2021,11월,3017063000,둔산1동,f,여성,2720421.39,568088.55,2022-11-15
473,2021,09월,3017063000,둔산1동,f,여성,2538278.16,530753.52,2022-11-15
474,2021,03월,3017063000,둔산1동,f,여성,2628117.21,550303.78,2022-11-15
475,2021,05월,3017063000,둔산1동,m,남성,2650573.03,566050.11,2022-11-15
476,2021,06월,3017063000,둔산1동,f,여성,2655970.52,555739.48,2022-11-15
477,2021,10월,3017063000,둔산1동,m,남성,2691588.97,573454.24,2022-11-15
478,2021,07월,3017063000,둔산1동,m,남성,2736598.45,578363.9,2022-11-15
479,2021,01월,3017063000,둔산1동,f,여성,2422484.49,498107.46,2022-11-15
480,2021,06월,3017063000,둔산1동,m,남성,2707140.22,578029.98,2022-11-15
481,2021,08월,3017064000,둔산2동,m,남성,7137868.35,1493411.22,2022-11-15
482,2021,03월,3017064000,둔산2동,m,남성,7394216.14,1551867.33,2022-11-15
483,2021,01월,3017064000,둔산2동,m,남성,6716681.54,1408982.93,2022-11-15
484,2021,12월,3017064000,둔산2동,f,여성,8270544.53,1692671.31,2022-11-15
485,2021,05월,3017064000,둔산2동,m,남성,7139345.18,1502672.2,2022-11-15
486,2021,11월,3017064000,둔산2동,m,남성,7692567.51,1609025.01,2022-11-15
487,2021,02월,3017064000,둔산2동,f,여성,6382021.86,1321195.21,2022-11-15
488,2021,10월,3017064000,둔산2동,m,남성,7508677.71,1584050.3,2022-11-15
489,2021,03월,3017064000,둔산2동,f,여성,7460571.02,1543298.52,2022-11-15
490,2021,04월,3017064000,둔산2동,m,남성,6868561.82,1443866.07,2022-11-15
491,2021,06월,3017064000,둔산2동,m,남성,7182089,1511886.49,2022-11-15
492,2021,07월,3017064000,둔산2동,f,여성,7412341.7,1533317.29,2022-11-15
493,2021,07월,3017064000,둔산2동,m,남성,7235502.65,1523700.27,2022-11-15
494,2021,11월,3017064000,둔산2동,f,여성,8156353.81,1675130.1,2022-11-15
495,2021,05월,3017064000,둔산2동,f,여성,7288558.15,1514069.37,2022-11-15
496,2021,09월,3017064000,둔산2동,f,여성,7597392.21,1566368.68,2022-11-15
497,2021,09월,3017064000,둔산2동,m,남성,7138767.28,1502750.05,2022-11-15
498,2021,08월,3017064000,둔산2동,f,여성,7242030.87,1489252.46,2022-11-15
499,2021,10월,3017064000,둔산2동,f,여성,7992741.72,1650665.6,2022-11-15
500,2021,02월,3017064000,둔산2동,m,남성,6359181.57,1339644.7,2022-11-15
501,2021,06월,3017064000,둔산2동,f,여성,7343056.23,1520537.76,2022-11-15
502,2021,04월,3017064000,둔산2동,f,여성,7034556.43,1453814.03,2022-11-15
503,2021,01월,3017064000,둔산2동,f,여성,6678996.72,1376867.55,2022-11-15
504,2021,12월,3017064000,둔산2동,m,남성,7790289.26,1627205.16,2022-11-15
505,2021,06월,3017065000,만년동,f,여성,1648457.36,357392.77,2022-11-15
506,2021,05월,3017065000,만년동,m,남성,1920132.07,416213.82,2022-11-15
507,2021,05월,3017065000,만년동,f,여성,1735034.87,372661.7,2022-11-15
508,2021,02월,3017065000,만년동,m,남성,1510997.33,328571.63,2022-11-15
509,2021,01월,3017065000,만년동,m,남성,1648740.34,358734.22,2022-11-15
510,2021,08월,3017065000,만년동,f,여성,1587069.64,345617.56,2022-11-15
511,2021,04월,3017065000,만년동,f,여성,1653399.59,354842.14,2022-11-15
512,2021,01월,3017065000,만년동,f,여성,1417056.94,306885.79,2022-11-15
513,2021,11월,3017065000,만년동,m,남성,1827317.38,398855.78,2022-11-15
514,2021,09월,3017065000,만년동,m,남성,1756424.41,383204.93,2022-11-15
515,2021,03월,3017065000,만년동,m,남성,1811018.91,393686.35,2022-11-15
516,2021,09월,3017065000,만년동,f,여성,1647750.31,357106.57,2022-11-15
517,2021,12월,3017065000,만년동,m,남성,1862330.89,405267.3,2022-11-15
518,2021,07월,3017065000,만년동,f,여성,1643722.91,358007.37,2022-11-15
519,2021,07월,3017065000,만년동,m,남성,1876292.32,409752.63,2022-11-15
520,2021,08월,3017065000,만년동,m,남성,1747297.75,382385.72,2022-11-15
521,2021,10월,3017065000,만년동,m,남성,1857505.86,402437.89,2022-11-15
522,2021,10월,3017065000,만년동,f,여성,1741607.22,375231.97,2022-11-15
523,2021,06월,3017065000,만년동,m,남성,1844397.23,402747.21,2022-11-15
524,2021,02월,3017065000,만년동,f,여성,1333103.3,286874.83,2022-11-15
525,2021,03월,3017065000,만년동,f,여성,1642033.84,353597.17,2022-11-15
526,2021,11월,3017065000,만년동,f,여성,1720731.43,371891.93,2022-11-15
527,2021,04월,3017065000,만년동,m,남성,1829828.51,396824.08,2022-11-15
528,2021,12월,3017065000,만년동,f,여성,1722136.64,372973.98,2022-11-15
529,2021,08월,3017066000,둔산3동,f,여성,1643403.54,370940.28,2022-11-15
530,2021,06월,3017066000,둔산3동,f,여성,1581538.66,358714.09,2022-11-15
531,2021,02월,3017066000,둔산3동,m,남성,1252900.15,286661.88,2022-11-15
532,2021,03월,3017066000,둔산3동,m,남성,1353429.26,312687.8,2022-11-15
533,2021,10월,3017066000,둔산3동,f,여성,1656714.08,375043.91,2022-11-15
534,2021,11월,3017066000,둔산3동,m,남성,1360055.37,313851.22,2022-11-15
535,2021,08월,3017066000,둔산3동,m,남성,1427385.46,328838.96,2022-11-15
536,2021,04월,3017066000,둔산3동,m,남성,1332382.22,308630.21,2022-11-15
537,2021,05월,3017066000,둔산3동,m,남성,1421536.31,326772.41,2022-11-15
538,2021,09월,3017066000,둔산3동,m,남성,1432122.34,328597.91,2022-11-15
539,2021,10월,3017066000,둔산3동,m,남성,1418295.01,325999.03,2022-11-15
540,2021,01월,3017066000,둔산3동,f,여성,1500441.78,336354.15,2022-11-15
541,2021,06월,3017066000,둔산3동,m,남성,1349254.53,311930.08,2022-11-15
542,2021,12월,3017066000,둔산3동,f,여성,1677461.21,378605.06,2022-11-15
543,2021,11월,3017066000,둔산3동,f,여성,1618307.72,366342.87,2022-11-15
544,2021,04월,3017066000,둔산3동,f,여성,1534290.68,347927.44,2022-11-15
545,2021,09월,3017066000,둔산3동,f,여성,1658985.13,374157.26,2022-11-15
546,2021,12월,3017066000,둔산3동,m,남성,1447058,332071.7,2022-11-15
547,2021,03월,3017066000,둔산3동,f,여성,1543999.56,349308.04,2022-11-15
548,2021,01월,3017066000,둔산3동,m,남성,1377617.2,314950.61,2022-11-15
549,2021,02월,3017066000,둔산3동,f,여성,1371795.85,307749.94,2022-11-15
550,2021,07월,3017066000,둔산3동,m,남성,1437410.25,330654.38,2022-11-15
551,2021,07월,3017066000,둔산3동,f,여성,1662151.96,374966.53,2022-11-15
552,2021,05월,3017066000,둔산3동,f,여성,1611363.57,364247.55,2022-11-15
