순번,기준년,기준월,행정동코드,행정동명,성별코드,성별,연령대코드,연령대,유동인구수,시간당 평균 유동인구수,데이터생성일자
1954,2021,06월,3017058700,월평2동,f,여성,0,9세이하,15277.78,3246.12,2022-11-15
1955,2021,10월,3017059600,관저1동,m,남성,60,60대,370636.16,81796.35,2022-11-15
1956,2021,03월,3017053500,정림동,m,남성,10,10대,80186.66,18114.36,2022-11-15
1957,2021,04월,3017063000,둔산1동,m,남성,40,40대,559699.42,119071.17,2022-11-15
1958,2021,10월,3017057500,내동,m,남성,0,9세이하,19107.76,4172.87,2022-11-15
1959,2021,12월,3017058800,월평3동,f,여성,30,30대,190664.06,43473.8,2022-11-15
1960,2021,01월,3017058800,월평3동,m,남성,30,30대,161084.3,36750.47,2022-11-15
1961,2021,01월,3017052000,도마1동,f,여성,50,50대,340770.54,71884.45,2022-11-15
1962,2021,03월,3017054000,변동,f,여성,30,30대,208563.1,46481.66,2022-11-15
1963,2021,04월,3017058100,갈마1동,m,남성,10,10대,148329.51,33056.97,2022-11-15
1964,2021,03월,3017058200,갈마2동,m,남성,30,30대,493637.41,110886.31,2022-11-15
1965,2021,05월,3017066000,둔산3동,m,남성,70,70세이상,113297.64,25592.56,2022-11-15
1966,2021,03월,3017057000,가장동,m,남성,50,50대,195996.47,44211.46,2022-11-15
1967,2021,11월,3017063000,둔산1동,m,남성,50,50대,559589.79,117803.14,2022-11-15
1968,2021,08월,3017066000,둔산3동,f,여성,50,50대,361387.84,81735.29,2022-11-15
1969,2021,02월,3017057500,내동,m,남성,20,20대,211180.92,46488.55,2022-11-15
1970,2021,02월,3017066000,둔산3동,m,남성,40,40대,207379.84,48009.91,2022-11-15
1971,2021,11월,3017054000,변동,m,남성,30,30대,222246.08,50144.34,2022-11-15
1972,2021,12월,3017058600,월평1동,f,여성,50,50대,296168.07,63856.5,2022-11-15
1973,2021,02월,3017057000,가장동,m,남성,40,40대,181924.73,40485.48,2022-11-15
1974,2021,01월,3017054000,변동,f,여성,30,30대,193538.74,42965.31,2022-11-15
1975,2021,04월,3017057000,가장동,m,남성,0,9세이하,13386.24,2811.35,2022-11-15
1976,2021,11월,3017058700,월평2동,m,남성,70,70세이상,128904.71,28256.67,2022-11-15
1977,2021,11월,3017064000,둔산2동,f,여성,40,40대,1476480.77,299816.23,2022-11-15
1978,2021,07월,3017053500,정림동,m,남성,30,30대,156272.31,34951.87,2022-11-15
1979,2021,05월,3017058700,월평2동,f,여성,40,40대,303037.27,66471.35,2022-11-15
1980,2021,02월,3017063000,둔산1동,m,남성,10,10대,282175.42,63148.52,2022-11-15
1981,2021,04월,3017057500,내동,f,여성,50,50대,329862.2,75214.66,2022-11-15
1982,2021,01월,3017064000,둔산2동,m,남성,10,10대,403582.34,90714.16,2022-11-15
1983,2021,06월,3017058100,갈마1동,f,여성,60,60대,297167,65879.16,2022-11-15
1984,2021,01월,3017051000,복수동,f,여성,50,50대,339010.67,75946.21,2022-11-15
1985,2021,10월,3017058100,갈마1동,f,여성,50,50대,434920.64,97916.61,2022-11-15
1986,2021,07월,3017053500,정림동,m,남성,70,70세이상,104112.17,22966.64,2022-11-15
1987,2021,03월,3017053500,정림동,m,남성,50,50대,217972.91,49572.35,2022-11-15
1988,2021,10월,3017055000,용문동,m,남성,50,50대,222658.31,48969.69,2022-11-15
1989,2021,11월,3017051000,복수동,f,여성,30,30대,265551.33,59341.15,2022-11-15
1990,2021,07월,3017058200,갈마2동,f,여성,40,40대,323129.5,71079.16,2022-11-15
1991,2021,06월,3017055500,탄방동,f,여성,40,40대,1098711.48,230611.5,2022-11-15
1992,2021,02월,3017058600,월평1동,m,남성,70,70세이상,66856.61,14289.34,2022-11-15
1993,2021,09월,3017055500,탄방동,m,남성,10,10대,371415.62,83589.37,2022-11-15
1994,2021,03월,3017063000,둔산1동,m,남성,30,30대,435520.71,89958.26,2022-11-15
1995,2021,07월,3017058700,월평2동,f,여성,40,40대,306464.54,66968.66,2022-11-15
1996,2021,08월,3017055000,용문동,f,여성,20,20대,364453.89,81185.43,2022-11-15
1997,2021,04월,3017055500,탄방동,m,남성,10,10대,356702.27,80603.83,2022-11-15
1998,2021,08월,3017058700,월평2동,f,여성,40,40대,306498.87,66937.67,2022-11-15
1999,2021,02월,3017054000,변동,m,남성,40,40대,250469.66,55557.67,2022-11-15
2000,2021,04월,3017051000,복수동,m,남성,20,20대,336505.64,71992.31,2022-11-15
2001,2021,03월,3017059000,가수원동,f,여성,40,40대,468680.1,102618.56,2022-11-15
2002,2021,09월,3017057000,가장동,m,남성,0,9세이하,15053.85,3240.78,2022-11-15
2003,2021,03월,3017054000,변동,f,여성,70,70세이상,139946.45,30796.12,2022-11-15
2004,2021,07월,3017052000,도마1동,m,남성,50,50대,316854.09,69298.68,2022-11-15
2005,2021,06월,3017060000,기성동,m,남성,70,70세이상,19199.65,3400.91,2022-11-15
2006,2021,06월,3017059600,관저1동,f,여성,50,50대,612348.71,136334.14,2022-11-15
2007,2021,11월,3017066000,둔산3동,m,남성,40,40대,223543.36,52762.32,2022-11-15
2008,2021,05월,3017058600,월평1동,m,남성,10,10대,52135.96,11499.94,2022-11-15
2009,2021,08월,3017055000,용문동,m,남성,10,10대,63935.25,14093.6,2022-11-15
2010,2021,04월,3017053500,정림동,m,남성,50,50대,214588.3,48903.79,2022-11-15
2011,2021,04월,3017059700,관저2동,m,남성,40,40대,908002.03,211313.98,2022-11-15
2012,2021,07월,3017054000,변동,m,남성,10,10대,112082.48,24675,2022-11-15
2013,2021,05월,3017052000,도마1동,m,남성,40,40대,280266.23,61376.52,2022-11-15
2014,2021,09월,3017053000,도마2동,m,남성,60,60대,300885.97,67099.71,2022-11-15
2015,2021,12월,3017059000,가수원동,f,여성,50,50대,634732.47,138187.34,2022-11-15
2016,2021,02월,3017058600,월평1동,m,남성,0,9세이하,6434.57,1439.82,2022-11-15
2017,2021,06월,3017054000,변동,m,남성,0,9세이하,23410.61,5149.48,2022-11-15
2018,2021,07월,3017054000,변동,f,여성,60,60대,267227.77,59789.06,2022-11-15
2019,2021,07월,3017051000,복수동,m,남성,20,20대,309250.2,67623.98,2022-11-15
2020,2021,05월,3017064000,둔산2동,f,여성,20,20대,1891124.88,396089.98,2022-11-15
2021,2021,07월,3017059700,관저2동,m,남성,20,20대,894311.45,199651.54,2022-11-15
2022,2021,04월,3017063000,둔산1동,m,남성,50,50대,511872.17,107384.37,2022-11-15
2023,2021,12월,3017056000,괴정동,f,여성,20,20대,770237.81,174127.51,2022-11-15
2024,2021,11월,3017064000,둔산2동,f,여성,30,30대,1487117.59,298529.6,2022-11-15
2025,2021,04월,3017058800,월평3동,f,여성,50,50대,271349.84,62398.12,2022-11-15
2026,2021,12월,3017058100,갈마1동,m,남성,70,70세이상,130722.39,28987.61,2022-11-15
2027,2021,06월,3017058100,갈마1동,m,남성,30,30대,419822.94,95525.45,2022-11-15
2028,2021,06월,3017057500,내동,m,남성,30,30대,210863.83,47655.26,2022-11-15
2029,2021,04월,3017060000,기성동,f,여성,70,70세이상,12087.52,2201.05,2022-11-15
2030,2021,06월,3017055000,용문동,f,여성,70,70세이상,145857.06,31301.92,2022-11-15
2031,2021,12월,3017058700,월평2동,m,남성,50,50대,346659.07,78386.83,2022-11-15
2032,2021,03월,3017057000,가장동,f,여성,50,50대,217167.27,47990.78,2022-11-15
2033,2021,12월,3017054000,변동,f,여성,20,20대,220641.57,48907.15,2022-11-15
2034,2021,08월,3017058100,갈마1동,f,여성,70,70세이상,121953.09,26777.76,2022-11-15
2035,2021,04월,3017066000,둔산3동,f,여성,20,20대,182914,41783.61,2022-11-15
2036,2021,04월,3017060000,기성동,m,남성,0,9세이하,452.39,75.42,2022-11-15
2037,2021,06월,3017055000,용문동,m,남성,60,60대,208005.77,44874.71,2022-11-15
2038,2021,08월,3017056000,괴정동,m,남성,50,50대,440421.03,97307.32,2022-11-15
2039,2021,06월,3017058800,월평3동,m,남성,10,10대,139935.85,29762.06,2022-11-15
2040,2021,02월,3017058800,월평3동,f,여성,50,50대,247601,56311.26,2022-11-15
2041,2021,05월,3017063000,둔산1동,f,여성,60,60대,217165.07,43804.56,2022-11-15
2042,2021,10월,3017060000,기성동,m,남성,50,50대,58829.02,10413.8,2022-11-15
2043,2021,12월,3017058100,갈마1동,m,남성,50,50대,370469.5,84091.42,2022-11-15
2044,2021,12월,3017056000,괴정동,m,남성,20,20대,682225.49,153129.44,2022-11-15
2045,2021,08월,3017057000,가장동,m,남성,20,20대,176104.57,38561.97,2022-11-15
2046,2021,08월,3017058700,월평2동,m,남성,30,30대,292985.7,65367.51,2022-11-15
2047,2021,10월,3017054000,변동,m,남성,40,40대,262741.16,58592.21,2022-11-15
2048,2021,10월,3017058800,월평3동,f,여성,50,50대,290163.35,66988.71,2022-11-15
2049,2021,12월,3017053000,도마2동,m,남성,70,70세이상,192161.1,41746.33,2022-11-15
2050,2021,03월,3017056000,괴정동,f,여성,70,70세이상,152618.82,33311.7,2022-11-15
2051,2021,12월,3017055500,탄방동,m,남성,10,10대,359882.5,80621.08,2022-11-15
2052,2021,02월,3017054000,변동,m,남성,20,20대,227706.07,49753.22,2022-11-15
2053,2021,04월,3017059700,관저2동,m,남성,50,50대,815360.3,187982.49,2022-11-15
2054,2021,11월,3017058100,갈마1동,m,남성,10,10대,152762.37,34051.76,2022-11-15
2055,2021,06월,3017059600,관저1동,m,남성,60,60대,364690.54,80664.01,2022-11-15
2056,2021,10월,3017058600,월평1동,m,남성,30,30대,372776.39,81350.72,2022-11-15
2057,2021,08월,3017057500,내동,m,남성,50,50대,308988.42,70842.25,2022-11-15
2058,2021,12월,3017059600,관저1동,m,남성,10,10대,285393.68,63334.35,2022-11-15
2059,2021,08월,3017059000,가수원동,m,남성,40,40대,501490.13,109702.46,2022-11-15
2060,2021,08월,3017053000,도마2동,m,남성,20,20대,390688.98,84356.29,2022-11-15
2061,2021,01월,3017058600,월평1동,m,남성,60,60대,212063.86,45651.33,2022-11-15
2062,2021,07월,3017058700,월평2동,f,여성,30,30대,276549,60205.45,2022-11-15
2063,2021,08월,3017058100,갈마1동,m,남성,50,50대,366098.72,82361.71,2022-11-15
2064,2021,02월,3017052000,도마1동,f,여성,30,30대,176683.92,38494.35,2022-11-15
2065,2021,03월,3017055500,탄방동,m,남성,20,20대,1250849.97,269229.24,2022-11-15
2066,2021,10월,3017053500,정림동,m,남성,40,40대,164022.13,36900.09,2022-11-15
2067,2021,12월,3017055500,탄방동,m,남성,0,9세이하,42067.33,9128.88,2022-11-15
2068,2021,08월,3017053500,정림동,f,여성,40,40대,173477.46,38943.96,2022-11-15
2069,2021,06월,3017059600,관저1동,m,남성,70,70세이상,152562.42,33117.33,2022-11-15
2070,2021,02월,3017058800,월평3동,f,여성,40,40대,181738.98,41485.47,2022-11-15
2071,2021,04월,3017059700,관저2동,m,남성,70,70세이상,219786.62,47912.86,2022-11-15
2072,2021,02월,3017052000,도마1동,m,남성,0,9세이하,13314.59,2876.72,2022-11-15
2073,2021,10월,3017058100,갈마1동,f,여성,60,60대,324704.29,72714.22,2022-11-15
2074,2021,02월,3017053500,정림동,f,여성,30,30대,146642.38,32596.52,2022-11-15
2075,2021,10월,3017065000,만년동,f,여성,60,60대,197057.08,42223.17,2022-11-15
2076,2021,02월,3017059600,관저1동,m,남성,10,10대,234307.04,51380.18,2022-11-15
2077,2021,10월,3017066000,둔산3동,m,남성,20,20대,201883.4,45012,2022-11-15
2078,2021,02월,3017055500,탄방동,m,남성,60,60대,587975.98,125630.14,2022-11-15
2079,2021,08월,3017063000,둔산1동,m,남성,0,9세이하,19825.3,4056.67,2022-11-15
2080,2021,05월,3017059700,관저2동,m,남성,0,9세이하,106560.31,23605.43,2022-11-15
2081,2021,10월,3017065000,만년동,f,여성,50,50대,365392.48,79642.76,2022-11-15
2082,2021,04월,3017051000,복수동,m,남성,10,10대,288402.6,61733.13,2022-11-15
2083,2021,07월,3017059000,가수원동,m,남성,20,20대,534001.83,114925.82,2022-11-15
2084,2021,07월,3017066000,둔산3동,m,남성,30,30대,177367.3,41242.96,2022-11-15
2085,2021,06월,3017057000,가장동,f,여성,50,50대,216797.73,48311.82,2022-11-15
2086,2021,09월,3017059000,가수원동,m,남성,0,9세이하,39473.46,8703.02,2022-11-15
2087,2021,01월,3017058100,갈마1동,m,남성,50,50대,359008.86,80699.14,2022-11-15
2088,2021,07월,3017057500,내동,m,남성,50,50대,313480.41,71703.93,2022-11-15
2089,2021,10월,3017058200,갈마2동,f,여성,30,30대,403743.79,89944.04,2022-11-15
2090,2021,12월,3017057500,내동,m,남성,20,20대,242927.17,54088.15,2022-11-15
2091,2021,10월,3017063000,둔산1동,m,남성,20,20대,480227.99,102668.44,2022-11-15
2092,2021,10월,3017054000,변동,m,남성,50,50대,337479.48,75571.55,2022-11-15
2093,2021,03월,3017058100,갈마1동,m,남성,50,50대,360917.31,81694.45,2022-11-15
2094,2021,10월,3017064000,둔산2동,f,여성,10,10대,487217.34,107284.81,2022-11-15
2095,2021,08월,3017058800,월평3동,f,여성,40,40대,207062.63,47442.69,2022-11-15
2096,2021,09월,3017058700,월평2동,m,남성,40,40대,290767.84,64650.71,2022-11-15
2097,2021,01월,3017055000,용문동,m,남성,70,70세이상,99078.44,21133.11,2022-11-15
2098,2021,07월,3017055500,탄방동,m,남성,10,10대,392021.28,86787.74,2022-11-15
2099,2021,03월,3017064000,둔산2동,f,여성,40,40대,1409532.41,289233.05,2022-11-15
2100,2021,01월,3017058600,월평1동,f,여성,10,10대,59722.48,12967.02,2022-11-15
2101,2021,12월,3017054000,변동,f,여성,10,10대,116988.57,25585.08,2022-11-15
2102,2021,11월,3017056000,괴정동,f,여성,20,20대,740383.89,167600.78,2022-11-15
2103,2021,02월,3017057000,가장동,m,남성,10,10대,73734.31,16356.93,2022-11-15
2104,2021,06월,3017055500,탄방동,f,여성,10,10대,376642.54,85812.31,2022-11-15
2105,2021,11월,3017057000,가장동,f,여성,40,40대,211234.21,46768.55,2022-11-15
2106,2021,08월,3017059700,관저2동,f,여성,0,9세이하,101690.2,22178.94,2022-11-15
2107,2021,12월,3017055500,탄방동,f,여성,10,10대,387301.23,86792.19,2022-11-15
2108,2021,10월,3017066000,둔산3동,m,남성,40,40대,242802.81,56717.81,2022-11-15
2109,2021,10월,3017058600,월평1동,m,남성,10,10대,56475.14,12586.25,2022-11-15
2110,2021,01월,3017060000,기성동,m,남성,0,9세이하,207.39,33.2,2022-11-15
2111,2021,09월,3017059700,관저2동,m,남성,70,70세이상,226773.14,49826.62,2022-11-15
2112,2021,03월,3017057000,가장동,m,남성,60,60대,176698.08,38814.25,2022-11-15
2113,2021,04월,3017064000,둔산2동,m,남성,70,70세이상,233556.91,47780.22,2022-11-15
2114,2021,01월,3017058600,월평1동,f,여성,30,30대,209871.92,45871.82,2022-11-15
2115,2021,02월,3017057500,내동,f,여성,60,60대,215181.71,47915.55,2022-11-15
2116,2021,01월,3017052000,도마1동,f,여성,60,60대,264184.51,55546.46,2022-11-15
2117,2021,12월,3017055500,탄방동,m,남성,30,30대,1125966.71,241392.05,2022-11-15
2118,2021,09월,3017064000,둔산2동,m,남성,70,70세이상,240358.87,49367.93,2022-11-15
2119,2021,05월,3017053500,정림동,f,여성,50,50대,290285.78,65132.11,2022-11-15
2120,2021,10월,3017064000,둔산2동,f,여성,20,20대,2085057.09,439092.41,2022-11-15
2121,2021,11월,3017054000,변동,m,남성,10,10대,116049.05,25735.2,2022-11-15
2122,2021,10월,3017058700,월평2동,f,여성,50,50대,401120.11,87804.88,2022-11-15
2123,2021,06월,3017059000,가수원동,f,여성,10,10대,253907.48,55582.28,2022-11-15
2124,2021,01월,3017057500,내동,m,남성,50,50대,284558.08,64766.18,2022-11-15
2125,2021,03월,3017055500,탄방동,f,여성,30,30대,1126803.18,235278.56,2022-11-15
2126,2021,06월,3017066000,둔산3동,m,남성,30,30대,171376.2,40264.95,2022-11-15
2127,2021,02월,3017053500,정림동,m,남성,30,30대,137437.9,30449.2,2022-11-15
2128,2021,11월,3017064000,둔산2동,m,남성,30,30대,1552543.67,319204.35,2022-11-15
2129,2021,07월,3017059600,관저1동,f,여성,60,60대,361443.84,79100.24,2022-11-15
2130,2021,06월,3017065000,만년동,f,여성,10,10대,112705.98,24007.29,2022-11-15
2131,2021,03월,3017059000,가수원동,m,남성,0,9세이하,43778.28,9525.04,2022-11-15
2132,2021,04월,3017053000,도마2동,m,남성,20,20대,435689.42,93468.37,2022-11-15
2133,2021,01월,3017066000,둔산3동,f,여성,30,30대,169416.78,37923.3,2022-11-15
2134,2021,06월,3017058600,월평1동,f,여성,60,60대,198226.84,43165.52,2022-11-15
2135,2021,12월,3017057000,가장동,f,여성,60,60대,214634.37,47314.56,2022-11-15
2136,2021,05월,3017059000,가수원동,f,여성,60,60대,366476.89,80714,2022-11-15
2137,2021,04월,3017058700,월평2동,f,여성,50,50대,380690.82,83112.2,2022-11-15
2138,2021,06월,3017054000,변동,m,남성,60,60대,275584.04,61490.42,2022-11-15
2139,2021,12월,3017058700,월평2동,m,남성,70,70세이상,132759.18,28974.55,2022-11-15
2140,2021,11월,3017055500,탄방동,f,여성,70,70세이상,300694.34,63632.55,2022-11-15
2141,2021,05월,3017058800,월평3동,m,남성,60,60대,197204.04,44742.9,2022-11-15
2142,2021,06월,3017065000,만년동,f,여성,50,50대,363986.68,79836.56,2022-11-15
2143,2021,08월,3017055500,탄방동,m,남성,30,30대,1091061.14,234114.26,2022-11-15
2144,2021,03월,3017057500,내동,f,여성,40,40대,298519.67,67748.85,2022-11-15
2145,2021,10월,3017059600,관저1동,m,남성,0,9세이하,54014.45,11880.48,2022-11-15
2146,2021,08월,3017059700,관저2동,f,여성,10,10대,476011.73,106643.9,2022-11-15
2147,2021,08월,3017055000,용문동,f,여성,70,70세이상,144676.22,31459.36,2022-11-15
2148,2021,03월,3017059000,가수원동,f,여성,50,50대,550507.11,120537.14,2022-11-15
2149,2021,11월,3017059000,가수원동,f,여성,0,9세이하,35813.63,8014.75,2022-11-15
2150,2021,02월,3017063000,둔산1동,f,여성,20,20대,496798.49,102815.79,2022-11-15
2151,2021,04월,3017057000,가장동,m,남성,10,10대,77993.21,17438.73,2022-11-15
2152,2021,07월,3017058600,월평1동,m,남성,50,50대,304988.11,66461.41,2022-11-15
2153,2021,08월,3017053500,정림동,m,남성,10,10대,79757.26,17817.8,2022-11-15
2154,2021,11월,3017051000,복수동,m,남성,10,10대,333679.86,69697.51,2022-11-15
2155,2021,12월,3017064000,둔산2동,f,여성,0,9세이하,49477.73,10599.83,2022-11-15
2156,2021,07월,3017058700,월평2동,f,여성,20,20대,337618.52,73985.77,2022-11-15
2157,2021,04월,3017058200,갈마2동,f,여성,40,40대,282534.26,62648.99,2022-11-15
2158,2021,04월,3017058200,갈마2동,f,여성,60,60대,233947.76,51850.27,2022-11-15
2159,2021,01월,3017059700,관저2동,m,남성,20,20대,807982.56,180920.49,2022-11-15
2160,2021,09월,3017064000,둔산2동,f,여성,20,20대,1993490.18,417086.06,2022-11-15
2161,2021,12월,3017051000,복수동,f,여성,60,60대,269823.2,60301.17,2022-11-15
2162,2021,10월,3017057000,가장동,f,여성,70,70세이상,134100.56,29829.1,2022-11-15
2163,2021,04월,3017064000,둔산2동,m,남성,20,20대,1399959.91,298398.41,2022-11-15
2164,2021,10월,3017057000,가장동,f,여성,0,9세이하,17861.96,3767.9,2022-11-15
2165,2021,12월,3017055000,용문동,m,남성,20,20대,328214.97,72543.7,2022-11-15
2166,2021,07월,3017055500,탄방동,m,남성,30,30대,1112342.2,238786.33,2022-11-15
2167,2021,06월,3017065000,만년동,m,남성,50,50대,371258.84,82050.86,2022-11-15
2168,2021,03월,3017052000,도마1동,f,여성,50,50대,369148.09,78467.12,2022-11-15
2169,2021,02월,3017065000,만년동,m,남성,30,30대,299884.84,64974.79,2022-11-15
2170,2021,06월,3017053500,정림동,f,여성,40,40대,173093.54,38913.43,2022-11-15
2171,2021,02월,3017060000,기성동,f,여성,60,60대,15532.64,2740.43,2022-11-15
2172,2021,12월,3017056000,괴정동,f,여성,50,50대,519382.48,113277.55,2022-11-15
2173,2021,11월,3017064000,둔산2동,m,남성,20,20대,1825445.72,386665.19,2022-11-15
2174,2021,06월,3017058700,월평2동,f,여성,30,30대,266331.94,58416.44,2022-11-15
2175,2021,02월,3017053000,도마2동,f,여성,70,70세이상,145139.78,31741.29,2022-11-15
2176,2021,06월,3017065000,만년동,f,여성,60,60대,179892.38,38631.76,2022-11-15
2177,2021,04월,3017059000,가수원동,m,남성,40,40대,441258.43,97306.96,2022-11-15
2178,2021,09월,3017058600,월평1동,f,여성,70,70세이상,72993.74,15771.75,2022-11-15
2179,2021,02월,3017059000,가수원동,f,여성,70,70세이상,145837.54,31679.42,2022-11-15
2180,2021,08월,3017059600,관저1동,m,남성,0,9세이하,47537.47,10413.17,2022-11-15
2181,2021,07월,3017058100,갈마1동,m,남성,20,20대,536552.97,119891.72,2022-11-15
2182,2021,04월,3017059000,가수원동,f,여성,10,10대,252375.51,55452.24,2022-11-15
2183,2021,01월,3017058200,갈마2동,f,여성,10,10대,108605.15,23723.7,2022-11-15
2184,2021,02월,3017059600,관저1동,m,남성,40,40대,456784.2,102908.36,2022-11-15
2185,2021,03월,3017054000,변동,f,여성,40,40대,270759.7,60149.27,2022-11-15
2186,2021,02월,3017056000,괴정동,f,여성,20,20대,658451.62,149021.39,2022-11-15
2187,2021,06월,3017055000,용문동,f,여성,20,20대,359898.01,79566.47,2022-11-15
2188,2021,06월,3017066000,둔산3동,m,남성,40,40대,221902.76,52337.19,2022-11-15
2189,2021,06월,3017058700,월평2동,m,남성,40,40대,299648.01,67182.29,2022-11-15
2190,2021,05월,3017055000,용문동,m,남성,30,30대,304352.7,67144.83,2022-11-15
2191,2021,11월,3017065000,만년동,f,여성,10,10대,125296.67,26914.05,2022-11-15
2192,2021,01월,3017057000,가장동,f,여성,40,40대,189471.61,41744.67,2022-11-15
2193,2021,09월,3017058700,월평2동,m,남성,20,20대,362475.2,79382.31,2022-11-15
2194,2021,10월,3017055500,탄방동,f,여성,20,20대,1450991.27,309276.23,2022-11-15
2195,2021,04월,3017063000,둔산1동,f,여성,10,10대,269177.2,63757.34,2022-11-15
2196,2021,01월,3017053000,도마2동,f,여성,40,40대,233141.08,50296.36,2022-11-15
2197,2021,05월,3017057000,가장동,m,남성,10,10대,80863.87,18018.28,2022-11-15
2198,2021,02월,3017055000,용문동,m,남성,70,70세이상,90424.1,19421.76,2022-11-15
2199,2021,11월,3017058800,월평3동,m,남성,20,20대,190813.13,42855.77,2022-11-15
2200,2021,12월,3017057500,내동,m,남성,60,60대,239063.86,53980.64,2022-11-15
2201,2021,04월,3017055500,탄방동,f,여성,50,50대,1176011.4,249263.59,2022-11-15
2202,2021,12월,3017060000,기성동,m,남성,0,9세이하,305.95,61.13,2022-11-15
2203,2021,04월,3017051000,복수동,f,여성,60,60대,242946.8,54674.72,2022-11-15
2204,2021,01월,3017057500,내동,m,남성,40,40대,253691.4,57716.72,2022-11-15
2205,2021,05월,3017055500,탄방동,m,남성,40,40대,990693.14,213194.78,2022-11-15
2206,2021,06월,3017064000,둔산2동,f,여성,70,70세이상,236453.85,49414.83,2022-11-15
2207,2021,05월,3017060000,기성동,f,여성,40,40대,25654.34,4112.08,2022-11-15
2208,2021,09월,3017057500,내동,m,남성,30,30대,225154.6,50810.75,2022-11-15
2209,2021,01월,3017058800,월평3동,f,여성,20,20대,206870.42,46458.25,2022-11-15
2210,2021,04월,3017058800,월평3동,f,여성,30,30대,182708.69,41603.83,2022-11-15
2211,2021,04월,3017058800,월평3동,m,남성,50,50대,204892.72,48094.06,2022-11-15
2212,2021,11월,3017057000,가장동,m,남성,70,70세이상,124830.23,27297.52,2022-11-15
2213,2021,11월,3017057500,내동,m,남성,0,9세이하,21155.59,4641.19,2022-11-15
2214,2021,08월,3017063000,둔산1동,f,여성,70,70세이상,88760.38,18271.75,2022-11-15
2215,2021,09월,3017058100,갈마1동,m,남성,40,40대,312295.34,69767.56,2022-11-15
2216,2021,07월,3017054000,변동,f,여성,50,50대,364796.59,81112.07,2022-11-15
2217,2021,01월,3017053500,정림동,f,여성,60,60대,186795.65,40791.24,2022-11-15
2218,2021,10월,3017059600,관저1동,m,남성,30,30대,527415.55,119461.4,2022-11-15
2219,2021,07월,3017051000,복수동,f,여성,60,60대,261582.2,58957.93,2022-11-15
2220,2021,03월,3017056000,괴정동,m,남성,10,10대,147485.1,32638.43,2022-11-15
2221,2021,11월,3017053500,정림동,m,남성,70,70세이상,109371.33,23808.91,2022-11-15
2222,2021,08월,3017059700,관저2동,m,남성,40,40대,943305.01,217251.81,2022-11-15
2223,2021,11월,3017053500,정림동,f,여성,60,60대,226444.41,50168.2,2022-11-15
2224,2021,03월,3017055500,탄방동,f,여성,70,70세이상,290470.61,61472.54,2022-11-15
2225,2021,07월,3017060000,기성동,m,남성,50,50대,38337.1,7019.56,2022-11-15
2226,2021,02월,3017065000,만년동,f,여성,40,40대,240415.47,51778.95,2022-11-15
2227,2021,09월,3017057500,내동,m,남성,70,70세이상,139595.26,31511.63,2022-11-15
2228,2021,07월,3017065000,만년동,m,남성,50,50대,376311.03,82937.16,2022-11-15
2229,2021,07월,3017057000,가장동,m,남성,70,70세이상,125848.96,27694.62,2022-11-15
2230,2021,11월,3017051000,복수동,m,남성,70,70세이상,152851.36,34396.36,2022-11-15
2231,2021,12월,3017053000,도마2동,f,여성,10,10대,146952.47,31151.25,2022-11-15
2232,2021,08월,3017054000,변동,f,여성,40,40대,268632.81,60331.28,2022-11-15
2233,2021,06월,3017060000,기성동,f,여성,50,50대,45381.39,7699.71,2022-11-15
2234,2021,01월,3017059600,관저1동,f,여성,50,50대,556897.02,121767.09,2022-11-15
2235,2021,05월,3017064000,둔산2동,m,남성,10,10대,383371.78,86433.59,2022-11-15
2236,2021,07월,3017056000,괴정동,f,여성,20,20대,768138.95,173676.08,2022-11-15
2237,2021,01월,3017053500,정림동,f,여성,10,10대,66156.28,14733.94,2022-11-15
2238,2021,07월,3017065000,만년동,m,남성,40,40대,339067.79,73404.34,2022-11-15
2239,2021,08월,3017058700,월평2동,m,남성,50,50대,343379.34,77126.93,2022-11-15
2240,2021,11월,3017054000,변동,m,남성,50,50대,324519.25,72939.16,2022-11-15
2241,2021,03월,3017052000,도마1동,m,남성,20,20대,507532.36,110531.69,2022-11-15
2242,2021,11월,3017055000,용문동,f,여성,60,60대,227989.71,49092.13,2022-11-15
2243,2021,04월,3017065000,만년동,f,여성,70,70세이상,63828.93,13501.53,2022-11-15
2244,2021,07월,3017057500,내동,m,남성,60,60대,230980.8,52040.85,2022-11-15
2245,2021,09월,3017055000,용문동,f,여성,40,40대,223311.26,48298.32,2022-11-15
2246,2021,05월,3017057000,가장동,f,여성,0,9세이하,20900.09,4451.88,2022-11-15
2247,2021,02월,3017059700,관저2동,m,남성,30,30대,790894.26,180780.57,2022-11-15
2248,2021,03월,3017053000,도마2동,m,남성,10,10대,219273.62,46366.84,2022-11-15
2249,2021,04월,3017055500,탄방동,f,여성,20,20대,1397613.82,300039.21,2022-11-15
2250,2021,06월,3017058700,월평2동,m,남성,50,50대,338750.9,76657.19,2022-11-15
2251,2021,10월,3017057500,내동,f,여성,40,40대,314495.64,71363.17,2022-11-15
2252,2021,06월,3017053500,정림동,m,남성,10,10대,82907.64,18654.15,2022-11-15
2253,2021,04월,3017063000,둔산1동,m,남성,0,9세이하,23313.28,4880.32,2022-11-15
2254,2021,02월,3017063000,둔산1동,m,남성,30,30대,360978.68,74494.12,2022-11-15
2255,2021,05월,3017057000,가장동,f,여성,50,50대,221719.83,49166.68,2022-11-15
