지형지물부호,관리번호,행정읍면동,도엽번호,도로구간번호,대장초기화여부,위도,경도
무인단속카메라,388,대전광역시 대덕구 ,36710058,41100,1,36.365455,127.444021
무인단속카메라,389,대전광역시 대덕구 ,36710058,36409,1,36.369856,127.433227
무인단속카메라,390,대전광역시 대덕구 ,36710057,41979,1,36.364595,127.410301
무인단속카메라,391,대전광역시 대덕구 ,36710058,40461,1,36.366815,127.428003
무인단속카메라,392,대전광역시 대덕구 ,36710058,36413,1,36.368189,127.427847
무인단속카메라,393,대전광역시 대덕구 ,36710047,15718,1,36.397181,127.422756
무인단속카메라,394,대전광역시 대덕구 ,36710038,35656,1,36.413402,127.437836
무인단속카메라,395,대전광역시 대덕구 ,36710028,37411,1,36.446977,127.435679
무인단속카메라,396,대전광역시 대덕구 ,36710058,40815,1,36.361636,127.440705
무인단속카메라,397,대전광역시 대덕구 ,36710027,35925,1,36.445893,127.412896
무인단속카메라,398,대전광역시 대덕구 ,36710059,41190,1,36.361079,127.451166
무인단속카메라,399,대전광역시 대덕구 ,36710059,41190,1,36.361182,127.450469
무인단속카메라,400,대전광역시 대덕구 ,36710017,35794,1,36.451943,127.423904
무인단속카메라,401,대전광역시 대덕구 ,36710057,41863,1,36.352335,127.408481
무인단속카메라,402,대전광역시 서구 ,36710056,36906,1,36.358642,127.395387
무인단속카메라,403,대전광역시 서구 ,36710056,36650,1,36.353467,127.393799
무인단속카메라,404,대전광역시 서구 ,36710056,36983,1,36.353423,127.395044
무인단속카메라,405,대전광역시 서구 ,36710057,41799,1,36.355687,127.400349
무인단속카메라,406,대전광역시 서구 ,36710056,47180,1,36.351358,127.396513
무인단속카메라,407,대전광역시 서구 ,36710056,41631,1,36.362418,127.393327
무인단속카메라,408,대전광역시 유성구 ,36710047,39997,1,36.397772,127.404764
무인단속카메라,409,대전광역시 유성구 ,36710046,39845,1,36.377493,127.393638
무인단속카메라,410,대전광역시 유성구 ,36710047,40011,1,36.399551,127.400441
무인단속카메라,411,대전광역시 유성구 ,36710036,40149,1,36.424573,127.399727
무인단속카메라,412,대전광역시 대덕구 ,36710057,37111,1,36.357381,127.401433
무인단속카메라,413,대전광역시 중구 ,36710077,14549,1,36.322448,127.411861
무인단속카메라,414,대전광역시 동구 ,36710068,21679,1,36.33924232,127.4325192
무인단속카메라,415,대전광역시 대덕구 ,36710037,38831,1,36.42473298,127.4133721
무인단속카메라,416,대전광역시 유성구 ,36710047,11077,1,36.39408822,127.4075525
무인단속카메라,417,대전광역시 유성구 ,36710047,35755,1,36.39944412,127.406241
무인단속카메라,418,대전광역시 유성구 ,36710047,39992,1,36.3997272,127.4048698
무인단속카메라,419,대전광역시 유성구 ,36710046,39844,1,36.37718432,127.3938382
무인단속카메라,420,대전광역시 유성구 ,36710037,11147,1,36.40165958,127.4064842
무인단속카메라,421,대전광역시 유성구 ,36710046,117625,1,36.39640211,127.3987579
무인단속카메라,422,대전광역시 유성구 ,36710036,40149,1,36.42465354,127.3992612
무인단속카메라,423,대전광역시 유성구 ,36710036,40149,1,36.42465354,127.3992612
무인단속카메라,424,대전광역시 동구 ,36710068,14932,1,36.32904442,127.4341495
무인단속카메라,425,대전광역시 동구 ,36710068,78109,1,36.33246649,127.4318499
무인단속카메라,426,대전광역시 동구 ,36710068,25707,1,36.32626128,127.4339045
무인단속카메라,427,대전광역시 동구 ,36710058,110220,1,36.35225456,127.4362951
무인단속카메라,428,대전광역시 동구 ,36710058,47392,1,36.35002077,127.4326146
무인단속카메라,429,대전광역시 동구 ,36710079,70338,1,36.30724861,127.4568595
무인단속카메라,430,대전광역시 동구 ,36710069,26017,1,36.32970045,127.4546785
무인단속카메라,431,대전광역시 동구 ,36710068,14925,1,36.33033141,127.433475
무인단속카메라,432,대전광역시 동구 ,36710068,25336,1,36.32907155,127.4306595
무인단속카메라,433,대전광역시 동구 ,36710068,20721,1,36.32696405,127.4352898
무인단속카메라,434,대전광역시 동구 ,36710068,25740,1,36.3344331,127.4282517
무인단속카메라,435,대전광역시 동구 ,36710069,79575,1,36.32750939,127.4614417
무인단속카메라,436,대전광역시 동구 ,36710079,19204,1,36.30597483,127.4553684
무인단속카메라,437,대전광역시 동구 ,36710068,20804,1,36.32870678,127.4328493
무인단속카메라,438,대전광역시 동구 ,36710068,25760,1,36.33019947,127.4306334
무인단속카메라,439,대전광역시 동구 ,36710068,25503,1,36.32761509,127.4318788
무인단속카메라,440,대전광역시 동구 ,36710068,24907,1,36.3299335,127.4429475
무인단속카메라,441,대전광역시 동구 ,36710069,133453,1,36.34940455,127.4510158
무인단속카메라,442,대전광역시 동구 ,36710068,47666,1,36.34950488,127.4370867
무인단속카메라,443,대전광역시 동구 ,36710058,47089,1,36.35014804,127.4386406
무인단속카메라,444,대전광역시 동구 ,36710058,47274,1,36.35100068,127.4371006
무인단속카메라,445,대전광역시 동구 ,36710079,23330,1,36.31641768,127.4607726
무인단속카메라,446,대전광역시 동구 ,36710068,25496,1,36.32773766,127.4331403
무인단속카메라,447,대전광역시 동구 ,36710068,14457,1,36.34149309,127.4252212
무인단속카메라,448,대전광역시 동구 ,36710068,76513,1,36.33130471,127.4312541
무인단속카메라,449,대전광역시 동구 ,36710068,25252,1,36.33090341,127.4289212
무인단속카메라,450,대전광역시 동구 ,36710068,22076,1,36.32606546,127.440488
무인단속카메라,451,대전광역시 동구 ,36710079,2026,1,36.31941789,127.456359
무인단속카메라,452,대전광역시 동구 ,36710068,25577,1,36.33222182,127.4304279
무인단속카메라,453,대전광역시 동구 ,36710079,20458,1,36.31957326,127.4574117
무인단속카메라,454,대전광역시 동구 ,36710079,70156,1,36.31927535,127.462138
무인단속카메라,455,대전광역시 동구 ,36710068,79802,1,36.33772328,127.4497941
무인단속카메라,456,대전광역시 동구 ,36710059,120166,1,36.35209307,127.4500735
무인단속카메라,457,대전광역시 동구 ,36710058,110319,1,36.35578,127.4292073
무인단속카메라,458,대전광역시 동구 ,36710059,110407,1,36.37348883,127.47272
무인단속카메라,459,대전광역시 동구 ,36710067,21418,1,36.34263,127.4191
무인단속카메라,460,대전광역시 동구 ,36710067,85120,1,36.34048991,127.42233
무인단속카메라,461,대전광역시 동구 ,36710078,20377,1,36.3155,127.44453
무인단속카메라,462,대전광역시 동구 ,36710079,23513,1,36.3159449,127.4564345
무인단속카메라,463,대전광역시 동구 ,36710057,47191,1,36.351095,127.423702
무인단속카메라,464,대전광역시 대덕구 ,36710057,41726,1,36.355868,127.406405
무인단속카메라,465,대전광역시 대덕구 ,36710058,110342,1,36.355256,127.445646
무인단속카메라,466,대전광역시 대덕구 ,36710067,15091,1,36.348061,127.416064
무인단속카메라,467,대전광역시 대덕구 ,36710057,41906,1,36.35766135,127.4081517
무인단속카메라,468,대전광역시 대덕구 ,36710057,41742,1,36.356969,127.406525
무인단속카메라,469,대전광역시 대덕구 ,36710058,40592,1,36.367635,127.431824
무인단속카메라,470,대전광역시 대덕구 ,36710028,15690,1,36.44972,127.429138
무인단속카메라,471,대전광역시 대덕구 ,36710018,16866,1,36.450401,127.425059
무인단속카메라,472,대전광역시 대덕구 ,36710058,40470,1,36.365259,127.439816
무인단속카메라,473,대전광역시 대덕구 ,36710017,35792,1,36.452246,127.423952
무인단속카메라,474,대전광역시 대덕구 ,36710018,15790,1,36.451354,127.428772
무인단속카메라,475,대전광역시 동구 ,36710058,47134,1,36.350951,127.426223
무인단속카메라,476,대전광역시 동구 ,36710058,40897,1,36.354121,127.449109
무인단속카메라,477,대전광역시 대덕구 ,36710058,40320,1,36.361641,127.432516
무인단속카메라,478,대전광역시 대덕구 ,36710018,37236,1,36.451188,127.435115
무인단속카메라,479,대전광역시 대덕구 ,36710058,36467,1,36.366118,127.437506
무인단속카메라,480,대전광역시 대덕구 ,36710028,15826,1,36.447303,127.429566
무인단속카메라,481,대전광역시 대덕구 ,36710058,42420,1,36.360835,127.426171
무인단속카메라,482,대전광역시 대덕구 ,36710027,38097,1,36.446897,127.421954
무인단속카메라,483,대전광역시 대덕구 ,36710057,42236,1,36.370204,127.423866
무인단속카메라,484,대전광역시 대덕구 ,36710058,40360,1,36.366903,127.438633
무인단속카메라,485,대전광역시 대덕구 ,36710058,36441,1,36.360772,127.427328
무인단속카메라,486,대전광역시 대덕구 ,36710058,40569,1,36.361041,127.429012
무인단속카메라,487,대전광역시 대덕구 ,36710057,41916,1,36.356694,127.411642
무인단속카메라,488,대전광역시 대덕구 ,36710027,16832,1,36.448875,127.419125
무인단속카메라,489,대전광역시 대덕구 ,36710058,13807,1,36.359021,127.447214
무인단속카메라,490,대전광역시 대덕구 ,36710057,42028,1,36.360054,127.414291
무인단속카메라,491,대전광역시 대덕구 ,36710058,118869,1,36.364922,127.427494
무인단속카메라,492,대전광역시 대덕구 ,36710059,41265,1,36.354641,127.455832
무인단속카메라,493,대전광역시 대덕구 ,36710058,40986,1,36.36479,127.445185
무인단속카메라,494,대전광역시 대덕구 ,36710027,38290,1,36.446342,127.404767
무인단속카메라,495,대전광역시 대덕구 ,36710058,40541,1,36.369898,127.433084
무인단속카메라,496,대전광역시 대덕구 ,36710027,35610,1,36.432389,127.419751
무인단속카메라,497,대전광역시 대덕구 ,36710027,35584,1,36.445875,127.412875
무인단속카메라,498,대전광역시 대덕구 ,36710057,37165,1,36.36016,127.417332
무인단속카메라,499,대전광역시 대덕구 ,36710057,121307,1,36.363781,127.410583
무인단속카메라,500,대전광역시 대덕구 ,36710059,41182,1,36.359991,127.452389
무인단속카메라,501,대전광역시 대덕구 ,36710028,37411,1,36.447118,127.435611
무인단속카메라,502,대전광역시 대덕구 ,36710067,27777,1,36.348092,127.412637
무인단속카메라,503,대전광역시 대덕구 ,36710059,41190,1,36.361079,127.451294
무인단속카메라,504,대전광역시 대덕구 ,36710058,36413,1,36.368148,127.427669
무인단속카메라,505,대전광역시 대덕구 ,36710058,41036,1,36.36088,127.446275
무인단속카메라,506,대전광역시 대덕구 ,36710018,16776,1,36.45247375,127.4332667
무인단속카메라,507,대전광역시 서구 ,36710056,47178,1,36.351224,127.3955077
