사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2019010100100267,2019년 1월 1일 18시,화요일,대전광역시 서구 둔산동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,29세,상해없음,승용,남,27세,경상
2019010100100268,2019년 1월 1일 18시,화요일,대전광역시 서구 탄방동,경상사고,0,0,3,0,차대차 - 측면충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,화물,남,59세,경상,승용,남,29세,경상
2019010100100298,2019년 1월 1일 19시,화요일,대전광역시 서구 둔산동,사망사고,1,0,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,38세,상해없음,보행자,남,86세,사망
2019010100100318,2019년 1월 1일 20시,화요일,대전광역시 서구 탄방동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,48세,상해없음,보행자,남,59세,중상
2019010200100024,2019년 1월 2일 00시,수요일,대전광역시 서구 둔산동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,23세,상해없음,승용,여,28세,경상
2019010200100162,2019년 1월 2일 10시,수요일,대전광역시 서구 월평동,경상사고,0,0,4,0,차대차 - 정면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,72세,상해없음,승용,남,44세,경상
2019010200100163,2019년 1월 2일 10시,수요일,대전광역시 서구 탄방동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,30세,상해없음,승용,남,77세,경상
2019010200100179,2019년 1월 2일 11시,수요일,대전광역시 서구 내동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,39세,상해없음,승용,여,35세,경상
2019010200100202,2019년 1월 2일 12시,수요일,대전광역시 서구 탄방동,경상사고,0,0,4,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,73세,상해없음,승용,여,42세,경상
2019010200100418,2019년 1월 2일 18시,수요일,대전광역시 서구 갈마동,중상사고,0,1,0,0,차대사람 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,67세,상해없음,보행자,남,51세,중상
2019010300100083,2019년 1월 3일 06시,목요일,대전광역시 서구 복수동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,화물,남,46세,상해없음,승용,남,24세,경상
2019010300100093,2019년 1월 3일 07시,목요일,대전광역시 서구 만년동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,54세,상해없음,승용,남,28세,경상
2019010300100119,2019년 1월 3일 08시,목요일,대전광역시 서구 둔산동,경상사고,0,0,2,0,차대차 - 추돌,교차로운행방법위반,포장 - 건조,맑음,단일로 - 고가도로위,승용,남,64세,상해없음,승용,남,40세,경상
2019010300100149,2019년 1월 3일 09시,목요일,대전광역시 서구 갈마동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,여,39세,상해없음,보행자,여,20세,경상
2019010300100167,2019년 1월 3일 10시,목요일,대전광역시 서구 둔산동,경상사고,0,0,1,0,차대차 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,59세,상해없음,화물,남,48세,경상
2019010300100221,2019년 1월 3일 12시,목요일,대전광역시 서구 내동,중상사고,0,1,0,0,차량단독 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,62세,상해없음,,,,
2019010300100363,2019년 1월 3일 17시,목요일,대전광역시 서구 둔산동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,62세,상해없음,승용,남,29세,경상
2019010300100471,2019년 1월 3일 20시,목요일,대전광역시 서구 갈마동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,포장 - 건조,맑음,교차로 - 교차로안,화물,남,62세,상해없음,승합,남,50세,상해없음
2019010400100090,2019년 1월 4일 07시,금요일,대전광역시 서구 내동,경상사고,0,0,2,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,20세,상해없음,승용,여,60세,경상
2019010400100149,2019년 1월 4일 09시,금요일,대전광역시 서구 관저동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,57세,상해없음,승용,여,35세,경상
2019010400100150,2019년 1월 4일 09시,금요일,대전광역시 서구 둔산동,중상사고,0,1,0,0,차대사람 - 보도통행중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,52세,상해없음,보행자,여,54세,중상
2019010400100215,2019년 1월 4일 12시,금요일,대전광역시 서구 둔산동,중상사고,0,1,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,44세,상해없음,승합,남,50세,중상
2019010400100290,2019년 1월 4일 15시,금요일,대전광역시 서구 관저동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,60세,상해없음,보행자,남,51세,경상
2019010400100291,2019년 1월 4일 15시,금요일,대전광역시 서구 월평동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,38세,상해없음,승합,남,48세,경상
2019010400100397,2019년 1월 4일 18시,금요일,대전광역시 서구 월평동,중상사고,0,1,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,이륜,남,48세,중상,승용,남,48세,경상
2019010400100443,2019년 1월 4일 19시,금요일,대전광역시 서구 탄방동,경상사고,0,0,4,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,60세,상해없음,승용,남,45세,경상
2019010500100030,2019년 1월 5일 00시,토요일,대전광역시 서구 관저동,중상사고,0,1,3,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,57세,상해없음,승용,남,59세,경상
2019010500100285,2019년 1월 5일 14시,토요일,대전광역시 서구 가장동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,화물,남,67세,상해없음,승합,여,40세,경상
2019010500100445,2019년 1월 5일 19시,토요일,대전광역시 서구 둔산동,경상사고,0,0,4,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,31세,경상,승용,남,24세,경상
2019010600100099,2019년 1월 6일 08시,일요일,대전광역시 서구 가수원동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,33세,상해없음,화물,남,34세,경상
2019010600100162,2019년 1월 6일 12시,일요일,대전광역시 서구 월평동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,36세,상해없음,보행자,여,64세,중상
2019010600100231,2019년 1월 6일 15시,일요일,대전광역시 서구 만년동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,32세,상해없음,자전거,남,59세,경상
2019010600100249,2019년 1월 6일 16시,일요일,대전광역시 서구 월평동,경상사고,0,0,2,2,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,28세,상해없음,승합,남,47세,경상
2019010700100136,2019년 1월 7일 08시,월요일,대전광역시 서구 용문동,경상사고,0,0,1,0,차대차 - 측면충돌,중앙선침범,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,49세,상해없음,승용,남,29세,경상
2019010700100162,2019년 1월 7일 09시,월요일,대전광역시 서구 갈마동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,42세,상해없음,승용,여,63세,경상
2019010700100237,2019년 1월 7일 12시,월요일,대전광역시 서구 둔산동,경상사고,0,0,2,0,차대차 - 기타,안전거리미확보,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,47세,상해없음,승용,남,28세,경상
2019010700100459,2019년 1월 7일 19시,월요일,대전광역시 서구 용문동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,여,56세,상해없음,보행자,여,51세,중상
2019010700100461,2019년 1월 7일 19시,월요일,대전광역시 서구 둔산동,부상신고사고,0,0,0,2,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,이륜,남,31세,부상신고,승용,남,34세,부상신고
2019010700100462,2019년 1월 7일 19시,월요일,대전광역시 서구 둔산동,경상사고,0,0,3,0,차대차 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,70세,상해없음,승용,남,44세,경상
2019010700100496,2019년 1월 7일 20시,월요일,대전광역시 서구 갈마동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,승용,여,39세,경상
2019010800100043,2019년 1월 8일 01시,화요일,대전광역시 서구 월평동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,36세,상해없음,개인형이동수단(PM),남,45세,중상
2019010800100219,2019년 1월 8일 11시,화요일,대전광역시 서구 탄방동,중상사고,0,1,2,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,56세,상해없음,승용,남,43세,경상
2019010800100328,2019년 1월 8일 15시,화요일,대전광역시 서구 가장동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,61세,상해없음,보행자,여,58세,중상
2019010800100385,2019년 1월 8일 17시,화요일,대전광역시 서구 둔산동,경상사고,0,0,3,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승합,여,53세,상해없음,승용,남,63세,경상
2019010800100433,2019년 1월 8일 18시,화요일,대전광역시 서구 둔산동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,79세,상해없음,보행자,여,51세,중상
2019010800100434,2019년 1월 8일 18시,화요일,대전광역시 서구 둔산동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,40세,상해없음,보행자,남,33세,중상
2019010800100470,2019년 1월 8일 19시,화요일,대전광역시 서구 둔산동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,45세,상해없음,승용,여,52세,경상
2019010900100200,2019년 1월 9일 11시,수요일,대전광역시 서구 갈마동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,76세,상해없음,보행자,여,44세,경상
2019010900100249,2019년 1월 9일 13시,수요일,대전광역시 서구 탄방동,중상사고,0,2,0,0,차대차 - 기타,중앙선침범,포장 - 건조,맑음,단일로 - 기타,승용,남,47세,상해없음,승용,남,26세,중상
2019010900100250,2019년 1월 9일 13시,수요일,대전광역시 서구 둔산동,경상사고,0,0,2,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,53세,상해없음,보행자,남,53세,경상
2019010900100462,2019년 1월 9일 19시,수요일,대전광역시 서구 탄방동,중상사고,0,1,0,0,차대사람 - 기타,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,여,65세,상해없음,보행자,남,41세,중상
2019010900100463,2019년 1월 9일 19시,수요일,대전광역시 서구 갈마동,경상사고,0,0,1,0,차대사람 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,36세,상해없음,보행자,여,59세,경상
2019011000100061,2019년 1월 10일 05시,목요일,대전광역시 서구 둔산동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,21세,기타불명,보행자,남,26세,경상
2019011000100097,2019년 1월 10일 07시,목요일,대전광역시 서구 내동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,48세,상해없음,보행자,여,75세,경상
2019011000100118,2019년 1월 10일 08시,목요일,대전광역시 서구 만년동,경상사고,0,0,1,0,차량단독 - 기타,기타,포장 - 건조,맑음,단일로 - 기타,승합,남,59세,기타불명,,,,
2019011000100293,2019년 1월 10일 15시,목요일,대전광역시 서구 월평동,중상사고,0,1,3,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 교량,화물,남,50세,상해없음,승용,여,46세,경상
2019011100100042,2019년 1월 11일 00시,금요일,대전광역시 서구 둔산동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,43세,상해없음,승용,여,49세,경상
2019011100100051,2019년 1월 11일 01시,금요일,대전광역시 서구 둔산동,중상사고,0,1,2,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,46세,중상,승용,남,47세,상해없음
2019011100100184,2019년 1월 11일 09시,금요일,대전광역시 서구 월평동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,61세,상해없음,보행자,여,64세,중상
2019011100100245,2019년 1월 11일 11시,금요일,대전광역시 서구 둔산동,경상사고,0,0,1,0,차대차 - 추돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,24세,상해없음,화물,여,55세,경상
2019011100100542,2019년 1월 11일 20시,금요일,대전광역시 서구 탄방동,부상신고사고,0,0,0,1,차대차 - 측면충돌,직진우회전진행방해,포장 - 건조,맑음,교차로 - 교차로안,이륜,남,19세,부상신고,승용,남,47세,상해없음
2019011100100585,2019년 1월 11일 22시,금요일,대전광역시 서구 가수원동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,여,40세,상해없음,승용,남,23세,경상
2019011200100032,2019년 1월 12일 00시,토요일,대전광역시 서구 둔산동,중상사고,0,1,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,26세,상해없음,승용,남,57세,경상
2019011200100033,2019년 1월 12일 00시,토요일,대전광역시 서구 둔산동,경상사고,0,0,6,0,차대차 - 측면충돌,기타,포장 - 건조,맑음,교차로 - 교차로안,승용,남,53세,상해없음,승용,남,57세,상해없음
2019011200100211,2019년 1월 12일 10시,토요일,대전광역시 서구 둔산동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,61세,상해없음,승용,여,55세,경상
2019011200100313,2019년 1월 12일 14시,토요일,대전광역시 서구 용문동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,27세,상해없음,보행자,여,66세,중상
2019011200100361,2019년 1월 12일 16시,토요일,대전광역시 서구 둔산동,경상사고,0,0,2,0,차대차 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,32세,상해없음,승용,남,32세,경상
2019011200100362,2019년 1월 12일 16시,토요일,대전광역시 서구 둔산동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,75세,상해없음,승용,여,56세,경상
2019011200100363,2019년 1월 12일 16시,토요일,대전광역시 서구 월평동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,30세,기타불명,승합,남,61세,경상
2019011200100390,2019년 1월 12일 17시,토요일,대전광역시 서구 둔산동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,27세,상해없음,승용,남,30세,경상
2019011200100430,2019년 1월 12일 18시,토요일,대전광역시 서구 관저동,중상사고,0,2,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,72세,상해없음,보행자,여,49세,중상
2019011200100537,2019년 1월 12일 22시,토요일,대전광역시 서구 용문동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,62세,상해없음,승용,남,49세,상해없음
2019011200100559,2019년 1월 12일 23시,토요일,대전광역시 서구 만년동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,여,41세,상해없음,보행자,여,27세,중상
2019011300100114,2019년 1월 13일 08시,일요일,대전광역시 서구 월평동,중상사고,0,1,1,0,차대차 - 추돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승합,남,67세,상해없음,승용,남,66세,중상
2019011300100218,2019년 1월 13일 14시,일요일,대전광역시 서구 관저동,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,48세,상해없음,이륜,남,44세,중상
2019011300100269,2019년 1월 13일 16시,일요일,대전광역시 서구 변동,경상사고,0,0,4,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,43세,상해없음,승용,남,34세,경상
2019011300100345,2019년 1월 13일 19시,일요일,대전광역시 서구 괴정동,중상사고,0,2,0,0,차대차 - 측면충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,41세,상해없음,승용,여,30세,중상
2019011300100408,2019년 1월 13일 23시,일요일,대전광역시 서구 둔산동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,24세,상해없음,보행자,남,19세,경상
2019011400100033,2019년 1월 14일 00시,월요일,대전광역시 서구 탄방동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,59세,상해없음,승용,여,30세,경상
2019011400100034,2019년 1월 14일 00시,월요일,대전광역시 서구 갈마동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,70세,상해없음,보행자,남,34세,중상
2019011400100047,2019년 1월 14일 01시,월요일,대전광역시 서구 도마동,경상사고,0,0,2,0,차대차 - 측면충돌,불법유턴,포장 - 건조,맑음,교차로 - 교차로안,승용,남,22세,상해없음,승용,남,42세,경상
2019011400100071,2019년 1월 14일 05시,월요일,대전광역시 서구 가수원동,중상사고,0,1,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,이륜,남,22세,중상,승용,남,61세,경상
2019011400100073,2019년 1월 14일 05시,월요일,대전광역시 서구 둔산동,중상사고,0,1,0,0,차대차 - 측면충돌,불법유턴,포장 - 건조,맑음,교차로 - 교차로안,화물,남,61세,상해없음,승합,남,55세,중상
2019011400100356,2019년 1월 14일 15시,월요일,대전광역시 서구 만년동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,61세,상해없음,승용,여,47세,경상
2019011400100465,2019년 1월 14일 18시,월요일,대전광역시 서구 관저동,경상사고,0,0,4,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승합,남,52세,상해없음,승용,남,36세,경상
2019011400100466,2019년 1월 14일 18시,월요일,대전광역시 서구 용문동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,57세,상해없음,보행자,여,61세,경상
2019011400100467,2019년 1월 14일 18시,월요일,대전광역시 서구 월평동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,남,39세,상해없음,보행자,남,77세,중상
2019011500100044,2019년 1월 15일 03시,화요일,대전광역시 서구 월평동,경상사고,0,0,1,0,차량단독 - 공작물충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,19세,경상,,,,
2019011500100049,2019년 1월 15일 04시,화요일,대전광역시 서구 도마동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,45세,상해없음,승용,남,27세,경상
2019011500100099,2019년 1월 15일 07시,화요일,대전광역시 서구 둔산동,중상사고,0,1,0,0,차대사람 - 기타,기타,포장 - 건조,맑음,단일로 - 기타,승용,남,60세,상해없음,보행자,여,59세,중상
2019011500100270,2019년 1월 15일 14시,화요일,대전광역시 서구 갈마동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,포장 - 젖음/습기,비,단일로 - 기타,승용,남,28세,상해없음,승용,남,52세,경상
2019011500100296,2019년 1월 15일 15시,화요일,대전광역시 서구 둔산동,경상사고,0,0,5,0,차대차 - 추돌,안전운전불이행,포장 - 젖음/습기,눈,단일로 - 기타,승용,남,19세,상해없음,승용,남,48세,경상
2019011500100353,2019년 1월 15일 17시,화요일,대전광역시 서구 갈마동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,25세,상해없음,보행자,남,23세,경상
2019011500100473,2019년 1월 15일 20시,화요일,대전광역시 서구 둔산동,경상사고,0,0,3,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,62세,상해없음,승용,여,37세,경상
2019011600100225,2019년 1월 16일 12시,수요일,대전광역시 서구 도마동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,이륜,남,27세,상해없음,보행자,여,15세,경상
2019011600100281,2019년 1월 16일 14시,수요일,대전광역시 서구 탄방동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,화물,남,53세,상해없음,보행자,남,19세,경상
2019011600100440,2019년 1월 16일 18시,수요일,대전광역시 서구 월평동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승합,남,71세,상해없음,승용,남,62세,경상
2019011600100485,2019년 1월 16일 19시,수요일,대전광역시 서구 둔산동,경상사고,0,0,2,1,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,38세,상해없음,승용,여,53세,경상
2019011600100519,2019년 1월 16일 20시,수요일,대전광역시 서구 월평동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,36세,상해없음,승용,남,38세,경상
2019011700100036,2019년 1월 17일 00시,목요일,대전광역시 서구 월평동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,57세,상해없음,보행자,남,44세,중상
2019011700100103,2019년 1월 17일 07시,목요일,대전광역시 서구 갈마동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,33세,상해없음,보행자,여,14세,중상
2019011700100134,2019년 1월 17일 08시,목요일,대전광역시 서구 복수동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,76세,상해없음,승용,남,45세,경상
2019011700100374,2019년 1월 17일 16시,목요일,대전광역시 서구 내동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,62세,상해없음,보행자,여,57세,경상
2019011700100461,2019년 1월 17일 18시,목요일,대전광역시 서구 둔산동,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,46세,상해없음,이륜,남,39세,중상
2019011700100546,2019년 1월 17일 21시,목요일,대전광역시 서구 월평동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,39세,상해없음,승용,남,36세,경상
2019011700100547,2019년 1월 17일 21시,목요일,대전광역시 서구 만년동,경상사고,0,0,2,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,49세,상해없음,승용,남,33세,경상
2019011800100024,2019년 1월 18일 00시,금요일,대전광역시 서구 갈마동,경상사고,0,0,3,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,60세,상해없음,승용,여,33세,경상
2019011800100033,2019년 1월 18일 01시,금요일,대전광역시 서구 관저동,중상사고,0,1,4,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,60세,경상,승용,남,37세,중상
2019011800100058,2019년 1월 18일 05시,금요일,대전광역시 서구 변동,경상사고,0,0,2,0,차대차 - 측면충돌,불법유턴,포장 - 건조,맑음,교차로 - 교차로안,승용,남,19세,상해없음,승용,남,23세,경상
2019011800100164,2019년 1월 18일 09시,금요일,대전광역시 서구 탄방동,부상신고사고,0,0,0,1,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,59세,상해없음,보행자,여,86세,부상신고
2019011800100328,2019년 1월 18일 14시,금요일,대전광역시 서구 둔산동,중상사고,0,3,2,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,교차로 - 교차로안,승용,남,37세,경상,승용,여,43세,중상
2019011800100388,2019년 1월 18일 16시,금요일,대전광역시 서구 내동,경상사고,0,0,4,0,차대차 - 기타,중앙선침범,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,56세,상해없음,승용,남,71세,상해없음
2019011800100494,2019년 1월 18일 18시,금요일,대전광역시 서구 용문동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,화물,남,63세,상해없음,승용,여,55세,경상
2019011800100496,2019년 1월 18일 18시,금요일,대전광역시 서구 월평동,중상사고,0,1,0,0,차대차 - 기타,기타,포장 - 건조,맑음,단일로 - 기타,승용,남,59세,기타불명,이륜,남,47세,중상
2019011900100083,2019년 1월 19일 05시,토요일,대전광역시 서구 도마동,경상사고,0,0,2,0,차대차 - 측면충돌,차로위반,포장 - 건조,맑음,단일로 - 기타,승용,남,76세,상해없음,승용,남,45세,경상
2019011900100445,2019년 1월 19일 20시,토요일,대전광역시 서구 도마동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,이륜,남,66세,상해없음,보행자,남,55세,중상
2019012000100034,2019년 1월 20일 00시,일요일,대전광역시 서구 둔산동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,27세,상해없음,승용,남,65세,경상
2019012000100057,2019년 1월 20일 01시,일요일,대전광역시 서구 갈마동,중상사고,0,1,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,33세,상해없음,승용,여,58세,중상
2019012000100261,2019년 1월 20일 15시,일요일,대전광역시 서구 가수원동,경상사고,0,0,1,0,차량단독 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,66세,상해없음,,,,
