사고다발지FID,사고다발지ID,법정동코드,지점코드,시도시군구명,지점명,사고건수,사상자수,사망자수,중상자수,경상자수,부상신고자수,경도,위도,다발지역폴리곤
6650491,2020087,4415012000,44150002,충청남도 공주시2,충청남도 공주시 신관동(신관초교차로 인근),14,19,0,1,18,0,127.1375997,36.47423738,"{""type"":""Polygon"",""coordinates"":[[[127.13894719,36.47423738],[127.1389213,36.474026],[127.13884462,36.47382273],[127.1387201,36.4736354],[127.13855252,36.4734712],[127.13834833,36.47333645],[127.13811537,36.47323632],[127.1378626,36.47317466],[127.13759972,36.47315384],[127.13733684,36.47317466],[127.13708406,36.47323632],[127.1368511,36.47333645],[127.13664691,36.4734712],[127.13647933,36.4736354],[127.13635481,36.47382273],[127.13627813,36.474026],[127.13625224,36.47423738],[127.13627813,36.47444877],[127.13635481,36.47465203],[127.13647933,36.47483936],[127.13664691,36.47500356],[127.1368511,36.47513831],[127.13708406,36.47523843],[127.13733684,36.47530009],[127.13759972,36.47532091],[127.1378626,36.47530009],[127.13811537,36.47523843],[127.13834833,36.47513831],[127.13855252,36.47500356],[127.1387201,36.47483936],[127.13884462,36.47465203],[127.1389213,36.47444877],[127.13894719,36.47423738]]]}"
6650492,2020087,4415010500,44150003,충청남도 공주시3,충청남도 공주시 산성동(중동사거리 인근),11,16,0,4,10,2,127.124729,36.45661212,"{""type"":""Polygon"",""coordinates"":[[[127.12607649,36.45661212],[127.12605059,36.45640068],[127.12597391,36.45619737],[127.1258494,36.45601],[127.12568182,36.45584577],[127.12547763,36.45571098],[127.12524467,36.45561083],[127.12499189,36.45554915],[127.12472901,36.45552833],[127.12446613,36.45554915],[127.12421336,36.45561083],[127.1239804,36.45571098],[127.12377621,36.45584577],[127.12360863,36.45601],[127.12348411,36.45619737],[127.12340743,36.45640068],[127.12338154,36.45661212],[127.12340743,36.45682355],[127.12348411,36.45702686],[127.12360863,36.45721423],[127.12377621,36.45737846],[127.1239804,36.45751325],[127.12421336,36.4576134],[127.12446613,36.45767507],[127.12472901,36.45769589],[127.12499189,36.45767507],[127.12524467,36.4576134],[127.12547763,36.45751325],[127.12568182,36.45737846],[127.1258494,36.45721423],[127.12597391,36.45702686],[127.12605059,36.45682355],[127.12607649,36.45661212]]]}"
6650460,2020087,4418010400,44180001,충청남도 보령시1,충청남도 보령시 동대동(동대사거리 인근),12,19,0,8,11,0,126.6044062,36.34852681,"{""type"":""Polygon"",""coordinates"":[[[126.6057537,36.34852681],[126.60572781,36.34831508],[126.60565113,36.34811149],[126.60552661,36.34792385],[126.60535903,36.34775939],[126.60515484,36.34762442],[126.60492188,36.34752413],[126.60466911,36.34746237],[126.60440623,36.34744151],[126.60414335,36.34746237],[126.60389057,36.34752413],[126.60365761,36.34762442],[126.60345342,36.34775939],[126.60328584,36.34792385],[126.60316132,36.34811149],[126.60308465,36.34831508],[126.60305875,36.34852681],[126.60308465,36.34873854],[126.60316132,36.34894213],[126.60328584,36.34912976],[126.60345342,36.34929422],[126.60365761,36.34942919],[126.60389057,36.34952948],[126.60414335,36.34959124],[126.60440623,36.34961209],[126.60466911,36.34959124],[126.60492188,36.34952948],[126.60515484,36.34942919],[126.60535903,36.34929422],[126.60552661,36.34912976],[126.60565113,36.34894213],[126.60572781,36.34873854],[126.6057537,36.34852681]]]}"
6650463,2020087,4418010400,44180002,충청남도 보령시2,충청남도 보령시 명천동(주공사거리 인근),11,12,1,2,8,1,126.6017409,36.34589518,"{""type"":""Polygon"",""coordinates"":[[[126.60308837,36.34589518],[126.60306247,36.34568344],[126.60298579,36.34547984],[126.60286127,36.3452922],[126.6026937,36.34512773],[126.60248951,36.34499275],[126.60225655,36.34489246],[126.60200377,36.3448307],[126.60174089,36.34480984],[126.60147801,36.3448307],[126.60122524,36.34489246],[126.60099228,36.34499275],[126.60078808,36.34512773],[126.60062051,36.3452922],[126.60049599,36.34547984],[126.60041931,36.34568344],[126.60039342,36.34589518],[126.60041931,36.34610691],[126.60049599,36.34631051],[126.60062051,36.34649815],[126.60078808,36.34666261],[126.60099228,36.34679759],[126.60122524,36.34689788],[126.60147801,36.34695964],[126.60174089,36.34698049],[126.60200377,36.34695964],[126.60225655,36.34689788],[126.60248951,36.34679759],[126.6026937,36.34666261],[126.60286127,36.34649815],[126.60298579,36.34631051],[126.60306247,36.34610691],[126.60308837,36.34589518]]]}"
6650461,2020087,4418025000,44180003,충청남도 보령시3,충청남도 보령시 웅천읍(독산로4 인근),11,20,0,10,10,0,126.5986257,36.23293196,"{""type"":""Polygon"",""coordinates"":[[[126.59997317,36.23293196],[126.59994728,36.23271992],[126.5998706,36.23251602],[126.59974608,36.23232811],[126.59957851,36.23216341],[126.59937432,36.23202823],[126.59914136,36.23192779],[126.59888858,36.23186594],[126.5986257,36.23184506],[126.59836282,36.23186594],[126.59811005,36.23192779],[126.59787708,36.23202823],[126.59767289,36.23216341],[126.59750532,36.23232811],[126.5973808,36.23251602],[126.59730412,36.23271992],[126.59727823,36.23293196],[126.59730412,36.23314401],[126.5973808,36.2333479],[126.59750532,36.23353581],[126.59767289,36.23370051],[126.59787708,36.23383568],[126.59811005,36.23393612],[126.59836282,36.23399797],[126.5986257,36.23401886],[126.59888858,36.23399797],[126.59914136,36.23393612],[126.59937432,36.23383568],[126.59957851,36.23370051],[126.59974608,36.23353581],[126.5998706,36.2333479],[126.59994728,36.23314401],[126.59997317,36.23293196]]]}"
6650437,2020087,4420010100,44200001,충청남도 아산시1,충청남도 아산시 온천동(유원식당 인근),20,24,0,10,12,2,127.0055255,36.7810605,"{""type"":""Polygon"",""coordinates"":[[[127.006873,36.7810605],[127.00684711,36.78084995],[127.00677043,36.78064749],[127.00664591,36.78046091],[127.00647834,36.78029736],[127.00627415,36.78016314],[127.00604119,36.78006341],[127.00578841,36.780002],[127.00552553,36.77998126],[127.00526265,36.780002],[127.00500988,36.78006341],[127.00477691,36.78016314],[127.00457272,36.78029736],[127.00440515,36.78046091],[127.00428063,36.78064749],[127.00420395,36.78084995],[127.00417806,36.7810605],[127.00420395,36.78127104],[127.00428063,36.7814735],[127.00440515,36.78166008],[127.00457272,36.78182362],[127.00477691,36.78195784],[127.00500988,36.78205757],[127.00526265,36.78211898],[127.00552553,36.78213972],[127.00578841,36.78211898],[127.00604119,36.78205757],[127.00627415,36.78195784],[127.00647834,36.78182362],[127.00664591,36.78166008],[127.00677043,36.7814735],[127.00684711,36.78127104],[127.006873,36.7810605]]]}"
6650458,2020087,4420011300,44200002,충청남도 아산시2,충청남도 아산시 모종동(신수도부동산 인근),16,17,1,5,11,0,127.0160883,36.78411356,"{""type"":""Polygon"",""coordinates"":[[[127.01743582,36.78411356],[127.01740993,36.78390302],[127.01733325,36.78370057],[127.01720873,36.78351399],[127.01704115,36.78335045],[127.01683696,36.78321624],[127.016604,36.78311651],[127.01635123,36.7830551],[127.01608835,36.78303436],[127.01582547,36.7830551],[127.01557269,36.78311651],[127.01533973,36.78321624],[127.01513554,36.78335045],[127.01496796,36.78351399],[127.01484344,36.78370057],[127.01476677,36.78390302],[127.01474087,36.78411356],[127.01476677,36.7843241],[127.01484344,36.78452654],[127.01496796,36.78471312],[127.01513554,36.78487666],[127.01533973,36.78501086],[127.01557269,36.78511059],[127.01582547,36.785172],[127.01608835,36.78519274],[127.01635123,36.785172],[127.016604,36.78511059],[127.01683696,36.78501086],[127.01704115,36.78487666],[127.01720873,36.78471312],[127.01733325,36.78452654],[127.01740993,36.7843241],[127.01743582,36.78411356]]]}"
6650457,2020087,4420010100,44200003,충청남도 아산시3,충청남도 아산시 온천동(푸른정형외과 인근),16,28,0,7,20,1,127.0001794,36.78188426,"{""type"":""Polygon"",""coordinates"":[[[127.00152683,36.78188426],[127.00150094,36.78167372],[127.00142426,36.78147126],[127.00129974,36.78128468],[127.00113217,36.78112113],[127.00092798,36.78098692],[127.00069502,36.78088719],[127.00044224,36.78082577],[127.00017936,36.78080503],[126.99991648,36.78082577],[126.99966371,36.78088719],[126.99943074,36.78098692],[126.99922655,36.78112113],[126.99905898,36.78128468],[126.99893446,36.78147126],[126.99885778,36.78167372],[126.99883189,36.78188426],[126.99885778,36.78209481],[126.99893446,36.78229726],[126.99905898,36.78248384],[126.99922655,36.78264738],[126.99943074,36.78278159],[126.99966371,36.78288132],[126.99991648,36.78294274],[127.00017936,36.78296347],[127.00044224,36.78294274],[127.00069502,36.78288132],[127.00092798,36.78278159],[127.00113217,36.78264738],[127.00129974,36.78248384],[127.00142426,36.78229726],[127.00150094,36.78209481],[127.00152683,36.78188426]]]}"
6650495,2020087,4421010700,44210001,충청남도 서산시1,충청남도 서산시 석림동(서산세무소 인근),18,39,0,14,24,1,126.4722529,36.76989932,"{""type"":""Polygon"",""coordinates"":[[[126.47360038,36.76989932],[126.47357448,36.76968874],[126.47349781,36.76948626],[126.47337329,36.76929964],[126.47320571,36.76913608],[126.47300152,36.76900184],[126.47276856,36.76890209],[126.47251578,36.76884067],[126.4722529,36.76881993],[126.47199002,36.76884067],[126.47173725,36.76890209],[126.47150429,36.76900184],[126.4713001,36.76913608],[126.47113252,36.76929964],[126.471008,36.76948626],[126.47093132,36.76968874],[126.47090543,36.76989932],[126.47093132,36.7701099],[126.471008,36.77031239],[126.47113252,36.770499],[126.4713001,36.77066256],[126.47150429,36.7707968],[126.47173725,36.77089654],[126.47199002,36.77095796],[126.4722529,36.7709787],[126.47251578,36.77095796],[126.47276856,36.77089654],[126.47300152,36.7707968],[126.47320571,36.77066256],[126.47337329,36.770499],[126.47349781,36.77031239],[126.47357448,36.7701099],[126.47360038,36.76989932]]]}"
6650496,2020087,4421010100,44210002,충청남도 서산시2,충청남도 서산시 읍내동(서령종합상가앞교차로 인근),17,18,0,4,13,1,126.4517323,36.77718407,"{""type"":""Polygon"",""coordinates"":[[[126.45307979,36.77718407],[126.4530539,36.77697351],[126.45297722,36.77677104],[126.4528527,36.77658445],[126.45268512,36.77642089],[126.45248093,36.77628667],[126.45224797,36.77618693],[126.45199519,36.77612551],[126.45173231,36.77610478],[126.45146943,36.77612551],[126.45121666,36.77618693],[126.4509837,36.77628667],[126.45077951,36.77642089],[126.45061193,36.77658445],[126.45048741,36.77677104],[126.45041073,36.77697351],[126.45038484,36.77718407],[126.45041073,36.77739463],[126.45048741,36.77759709],[126.45061193,36.77778368],[126.45077951,36.77794723],[126.4509837,36.77808146],[126.45121666,36.77818119],[126.45146943,36.77824261],[126.45173231,36.77826335],[126.45199519,36.77824261],[126.45224797,36.77818119],[126.45248093,36.77808146],[126.45268512,36.77794723],[126.4528527,36.77778368],[126.45297722,36.77759709],[126.4530539,36.77739463],[126.45307979,36.77718407]]]}"
6650497,2020087,4421010200,44210003,충청남도 서산시3,충청남도 서산시 석림동(현대카드앞교차로 인근),16,19,0,8,10,1,126.4615864,36.77702131,"{""type"":""Polygon"",""coordinates"":[[[126.46293391,36.77702131],[126.46290802,36.77681075],[126.46283134,36.77660828],[126.46270682,36.77642168],[126.46253924,36.77625813],[126.46233505,36.77612391],[126.46210209,36.77602417],[126.46184932,36.77596275],[126.46158644,36.77594201],[126.46132356,36.77596275],[126.46107078,36.77602417],[126.46083782,36.77612391],[126.46063363,36.77625813],[126.46046605,36.77642168],[126.46034153,36.77660828],[126.46026486,36.77681075],[126.46023896,36.77702131],[126.46026486,36.77723186],[126.46034153,36.77743433],[126.46046605,36.77762092],[126.46063363,36.77778447],[126.46083782,36.7779187],[126.46107078,36.77801843],[126.46132356,36.77807985],[126.46158644,36.77810059],[126.46184932,36.77807985],[126.46210209,36.77801843],[126.46233505,36.7779187],[126.46253924,36.77778447],[126.46270682,36.77762092],[126.46283134,36.77743433],[126.46290802,36.77723186],[126.46293391,36.77702131]]]}"
6650557,2020087,4423010500,44230001,충청남도 논산시1,충청남도 논산시 취암동(논산오거리 인근),14,20,0,9,11,0,127.0866811,36.20256392,"{""type"":""Polygon"",""coordinates"":[[[127.08802853,36.20256392],[127.08800264,36.20235179],[127.08792596,36.20214782],[127.08780144,36.20195983],[127.08763386,36.20179506],[127.08742967,36.20165984],[127.08719671,36.20155936],[127.08694394,36.20149748],[127.08668106,36.20147659],[127.08641818,36.20149748],[127.0861654,36.20155936],[127.08593244,36.20165984],[127.08572825,36.20179506],[127.08556067,36.20195983],[127.08543615,36.20214782],[127.08535948,36.20235179],[127.08533358,36.20256392],[127.08535948,36.20277604],[127.08543615,36.20298002],[127.08556067,36.203168],[127.08572825,36.20333277],[127.08593244,36.20346799],[127.0861654,36.20356847],[127.08641818,36.20363034],[127.08668106,36.20365123],[127.08694394,36.20363034],[127.08719671,36.20356847],[127.08742967,36.20346799],[127.08763386,36.20333277],[127.08780144,36.203168],[127.08792596,36.20298002],[127.08800264,36.20277604],[127.08802853,36.20256392]]]}"
6650558,2020087,4423010900,44230002,충청남도 논산시2,충청남도 논산시 내동(백제병원후문삼거리 인근),11,14,1,4,8,1,127.0944835,36.19156574,"{""type"":""Polygon"",""coordinates"":[[[127.09583095,36.19156574],[127.09580506,36.19135359],[127.09572838,36.19114958],[127.09560386,36.19096157],[127.09543629,36.19079678],[127.0952321,36.19066154],[127.09499914,36.19056104],[127.09474636,36.19049916],[127.09448348,36.19047826],[127.0942206,36.19049916],[127.09396783,36.19056104],[127.09373487,36.19066154],[127.09353067,36.19079678],[127.0933631,36.19096157],[127.09323858,36.19114958],[127.0931619,36.19135359],[127.09313601,36.19156574],[127.0931619,36.1917779],[127.09323858,36.1919819],[127.0933631,36.19216991],[127.09353067,36.1923347],[127.09373487,36.19246994],[127.09396783,36.19257043],[127.0942206,36.19263232],[127.09448348,36.19265321],[127.09474636,36.19263232],[127.09499914,36.19257043],[127.0952321,36.19246994],[127.09543629,36.1923347],[127.09560386,36.19216991],[127.09572838,36.1919819],[127.09580506,36.1917779],[127.09583095,36.19156574]]]}"
6650559,2020087,4423010300,44230003,충청남도 논산시3,충청남도 논산시 대교동(대교사거리 인근),8,16,1,7,8,0,127.0812272,36.20911854,"{""type"":""Polygon"",""coordinates"":[[[127.08257469,36.20911854],[127.0825488,36.20890643],[127.08247212,36.20870247],[127.0823476,36.2085145],[127.08218003,36.20834975],[127.08197584,36.20821453],[127.08174288,36.20811406],[127.0814901,36.20805219],[127.08122722,36.2080313],[127.08096434,36.20805219],[127.08071157,36.20811406],[127.08047861,36.20821453],[127.08027441,36.20834975],[127.08010684,36.2085145],[127.07998232,36.20870247],[127.07990564,36.20890643],[127.07987975,36.20911854],[127.07990564,36.20933065],[127.07998232,36.2095346],[127.08010684,36.20972257],[127.08027441,36.20988732],[127.08047861,36.21002253],[127.08071157,36.210123],[127.08096434,36.21018487],[127.08122722,36.21020576],[127.0814901,36.21018487],[127.08174288,36.210123],[127.08197584,36.21002253],[127.08218003,36.20988732],[127.0823476,36.20972257],[127.08247212,36.2095346],[127.0825488,36.20933065],[127.08257469,36.20911854]]]}"
6650691,2020087,4425031500,44250001,충청남도 계룡시1,충청남도 계룡시 엄사면(삼진삼거리 인근),3,6,0,2,4,0,127.2402506,36.28166328,"{""type"":""Polygon"",""coordinates"":[[[127.2415981,36.28166328],[127.24157221,36.28145137],[127.24149553,36.2812476],[127.24137101,36.2810598],[127.24120344,36.2808952],[127.24099925,36.28076011],[127.24076629,36.28065973],[127.24051351,36.28059792],[127.24025063,36.28057705],[127.23998775,36.28059792],[127.23973497,36.28065973],[127.23950201,36.28076011],[127.23929782,36.2808952],[127.23913025,36.2810598],[127.23900573,36.2812476],[127.23892905,36.28145137],[127.23890316,36.28166328],[127.23892905,36.28187519],[127.23900573,36.28207896],[127.23913025,36.28226675],[127.23929782,36.28243135],[127.23950201,36.28256643],[127.23973497,36.28266681],[127.23998775,36.28272862],[127.24025063,36.28274949],[127.24051351,36.28272862],[127.24076629,36.28266681],[127.24099925,36.28256643],[127.24120344,36.28243135],[127.24137101,36.28226675],[127.24149553,36.28207896],[127.24157221,36.28187519],[127.2415981,36.28166328]]]}"
6650692,2020087,4425031500,44250002,충청남도 계룡시2,충청남도 계룡시 엄사면(양정삼거리 인근),3,5,0,2,3,0,127.2444288,36.28237854,"{""type"":""Polygon"",""coordinates"":[[[127.2457763,36.28237854],[127.2457504,36.28216663],[127.24567373,36.28196287],[127.24554921,36.28177507],[127.24538163,36.28161047],[127.24517744,36.28147538],[127.24494448,36.28137501],[127.2446917,36.28131319],[127.24442882,36.28129232],[127.24416594,36.28131319],[127.24391317,36.28137501],[127.24368021,36.28147538],[127.24347602,36.28161047],[127.24330844,36.28177507],[127.24318392,36.28196287],[127.24310724,36.28216663],[127.24308135,36.28237854],[127.24310724,36.28259045],[127.24318392,36.28279422],[127.24330844,36.28298201],[127.24347602,36.28314661],[127.24368021,36.28328169],[127.24391317,36.28338206],[127.24416594,36.28344388],[127.24442882,36.28346475],[127.2446917,36.28344388],[127.24494448,36.28338206],[127.24517744,36.28328169],[127.24538163,36.28314661],[127.24554921,36.28298201],[127.24567373,36.28279422],[127.2457504,36.28259045],[127.2457763,36.28237854]]]}"
6650663,2020087,4427010100,44270001,충청남도 당진시1,충청남도 당진시 우두리(당진중앙도서관앞 인근),16,20,1,5,13,1,126.632599,36.90037181,"{""type"":""Polygon"",""coordinates"":[[[126.63394652,36.90037181],[126.63392062,36.90016159],[126.63384395,36.89995945],[126.63371943,36.89977315],[126.63355185,36.89960986],[126.63334766,36.89947585],[126.6331147,36.89937628],[126.63286192,36.89931496],[126.63259904,36.89929425],[126.63233616,36.89931496],[126.63208339,36.89937628],[126.63185043,36.89947585],[126.63164624,36.89960986],[126.63147866,36.89977315],[126.63135414,36.89995945],[126.63127746,36.90016159],[126.63125157,36.90037181],[126.63127746,36.90058203],[126.63135414,36.90078417],[126.63147866,36.90097046],[126.63164624,36.90113375],[126.63185043,36.90126775],[126.63208339,36.90136733],[126.63233616,36.90142864],[126.63259904,36.90144935],[126.63286192,36.90142864],[126.6331147,36.90136733],[126.63334766,36.90126775],[126.63355185,36.90113375],[126.63371943,36.90097046],[126.63384395,36.90078417],[126.63392062,36.90058203],[126.63394652,36.90037181]]]}"
6650664,2020087,4427010200,44270002,충청남도 당진시2,충청남도 당진시 채운동(당진2교교차로 인근),12,14,0,6,8,0,126.6259048,36.89132777,"{""type"":""Polygon"",""coordinates"":[[[126.62725224,36.89132777],[126.62722635,36.89111753],[126.62714967,36.89091536],[126.62702515,36.89072905],[126.62685757,36.89056574],[126.62665338,36.89043171],[126.62642042,36.89033212],[126.62616764,36.8902708],[126.62590477,36.89025009],[126.62564189,36.8902708],[126.62538911,36.89033212],[126.62515615,36.89043171],[126.62495196,36.89056574],[126.62478438,36.89072905],[126.62465986,36.89091536],[126.62458318,36.89111753],[126.62455729,36.89132777],[126.62458318,36.89153802],[126.62465986,36.89174018],[126.62478438,36.8919265],[126.62495196,36.8920898],[126.62515615,36.89222382],[126.62538911,36.89232341],[126.62564189,36.89238474],[126.62590477,36.89240544],[126.62616764,36.89238474],[126.62642042,36.89232341],[126.62665338,36.89222382],[126.62685757,36.8920898],[126.62702515,36.8919265],[126.62714967,36.89174018],[126.62722635,36.89153802],[126.62725224,36.89132777]]]}"
6650666,2020087,4427010500,44270003,충청남도 당진시3,충청남도 당진시 시곡리(당진산업단지사거리 인근),11,16,0,3,13,0,126.684274,36.90231206,"{""type"":""Polygon"",""coordinates"":[[[126.68562145,36.90231206],[126.68559556,36.90210184],[126.68551888,36.90189971],[126.68539436,36.90171342],[126.68522679,36.90155013],[126.6850226,36.90141613],[126.68478964,36.90131655],[126.68453686,36.90125523],[126.68427398,36.90123453],[126.6840111,36.90125523],[126.68375832,36.90131655],[126.68352536,36.90141613],[126.68332117,36.90155013],[126.6831536,36.90171342],[126.68302908,36.90189971],[126.6829524,36.90210184],[126.68292651,36.90231206],[126.6829524,36.90252227],[126.68302908,36.90272441],[126.6831536,36.90291069],[126.68332117,36.90307398],[126.68352536,36.90320798],[126.68375832,36.90330755],[126.6840111,36.90336887],[126.68427398,36.90338957],[126.68453686,36.90336887],[126.68478964,36.90330755],[126.6850226,36.90320798],[126.68522679,36.90307398],[126.68539436,36.90291069],[126.68551888,36.90272441],[126.68559556,36.90252227],[126.68562145,36.90231206]]]}"
6650521,2020087,4471025000,44710001,충청남도 금산군1,충청남도 금산군 금산읍(금산로1466 인근),6,6,0,2,4,0,127.4889625,36.10466584,"{""type"":""Polygon"",""coordinates"":[[[127.49031002,36.10466584],[127.49028413,36.10445345],[127.49020745,36.10424922],[127.49008293,36.104061],[127.48991535,36.10389602],[127.48971116,36.10376063],[127.4894782,36.10366002],[127.48922542,36.10359807],[127.48896254,36.10357715],[127.48869967,36.10359807],[127.48844689,36.10366002],[127.48821393,36.10376063],[127.48800974,36.10389602],[127.48784216,36.104061],[127.48771764,36.10424922],[127.48764096,36.10445345],[127.48761507,36.10466584],[127.48764096,36.10487823],[127.48771764,36.10508246],[127.48784216,36.10527067],[127.48800974,36.10543565],[127.48821393,36.10557104],[127.48844689,36.10567164],[127.48869967,36.10573359],[127.48896254,36.10575451],[127.48922542,36.10573359],[127.4894782,36.10567164],[127.48971116,36.10557104],[127.48991535,36.10543565],[127.49008293,36.10527067],[127.49020745,36.10508246],[127.49028413,36.10487823],[127.49031002,36.10466584]]]}"
6650522,2020087,4471025000,44710002,충청남도 금산군2,충청남도 금산군 금산읍(금산읍상리4916 인근),5,5,0,2,3,0,127.4910302,36.10966468,"{""type"":""Polygon"",""coordinates"":[[[127.49237769,36.10966468],[127.4923518,36.10945231],[127.49227512,36.10924809],[127.4921506,36.10905988],[127.49198302,36.10889492],[127.49177883,36.10875953],[127.49154587,36.10865893],[127.4912931,36.10859698],[127.49103022,36.10857607],[127.49076734,36.10859698],[127.49051456,36.10865893],[127.4902816,36.10875953],[127.49007741,36.10889492],[127.48990983,36.10905988],[127.48978531,36.10924809],[127.48970864,36.10945231],[127.48968274,36.10966468],[127.48970864,36.10987706],[127.48978531,36.11008128],[127.48990983,36.11026948],[127.49007741,36.11043444],[127.4902816,36.11056983],[127.49051456,36.11067042],[127.49076734,36.11073237],[127.49103022,36.11075329],[127.4912931,36.11073237],[127.49154587,36.11067042],[127.49177883,36.11056983],[127.49198302,36.11043444],[127.4921506,36.11026948],[127.49227512,36.11008128],[127.4923518,36.10987706],[127.49237769,36.10966468]]]}"
6650523,2020087,4471031000,44710003,충청남도 금산군3,충청남도 금산군 금성면(양전삼거리 인근),5,6,0,1,5,0,127.4935636,36.11443179,"{""type"":""Polygon"",""coordinates"":[[[127.49491106,36.11443179],[127.49488517,36.11421943],[127.49480849,36.11401522],[127.49468397,36.11382703],[127.4945164,36.11366207],[127.4943122,36.1135267],[127.49407924,36.1134261],[127.49382647,36.11336416],[127.49356359,36.11334324],[127.49330071,36.11336416],[127.49304793,36.1134261],[127.49281497,36.1135267],[127.49261078,36.11366207],[127.49244321,36.11382703],[127.49231869,36.11401522],[127.49224201,36.11421943],[127.49221611,36.11443179],[127.49224201,36.11464416],[127.49231869,36.11484836],[127.49244321,36.11503655],[127.49261078,36.11520151],[127.49281497,36.11533688],[127.49304793,36.11543747],[127.49330071,36.11549941],[127.49356359,36.11552033],[127.49382647,36.11549941],[127.49407924,36.11543747],[127.4943122,36.11533688],[127.4945164,36.11520151],[127.49468397,36.11503655],[127.49480849,36.11484836],[127.49488517,36.11464416],[127.49491106,36.11443179]]]}"
6650564,2020087,4476025000,44760001,충청남도 부여군1,충청남도 부여군 부여읍(대향로로터리 인근),4,6,0,4,2,0,126.9291583,36.28400781,"{""type"":""Polygon"",""coordinates"":[[[126.9305058,36.28400781],[126.93047991,36.2837959],[126.93040323,36.28359214],[126.93027871,36.28340435],[126.93011113,36.28323975],[126.92990694,36.28310467],[126.92967398,36.28300429],[126.9294212,36.28294248],[126.92915833,36.28292161],[126.92889545,36.28294248],[126.92864267,36.28300429],[126.92840971,36.28310467],[126.92820552,36.28323975],[126.92803794,36.28340435],[126.92791342,36.28359214],[126.92783674,36.2837959],[126.92781085,36.28400781],[126.92783674,36.28421971],[126.92791342,36.28442347],[126.92803794,36.28461126],[126.92820552,36.28477585],[126.92840971,36.28491094],[126.92864267,36.28501131],[126.92889545,36.28507312],[126.92915833,36.28509399],[126.9294212,36.28507312],[126.92967398,36.28501131],[126.92990694,36.28491094],[126.93011113,36.28477585],[126.93027871,36.28461126],[126.93040323,36.28442347],[126.93047991,36.28421971],[126.9305058,36.28400781]]]}"
6650563,2020087,4476025000,44760002,충청남도 부여군2,충청남도 부여군 부여읍(국립부여박물관 인근),4,4,0,3,1,0,126.9158104,36.27616823,"{""type"":""Polygon"",""coordinates"":[[[126.91715787,36.27616823],[126.91713198,36.2759563],[126.9170553,36.27575252],[126.91693078,36.27556471],[126.9167632,36.2754001],[126.91655901,36.275265],[126.91632605,36.27516461],[126.91607327,36.2751028],[126.91581039,36.27508192],[126.91554751,36.2751028],[126.91529474,36.27516461],[126.91506178,36.275265],[126.91485759,36.2754001],[126.91469001,36.27556471],[126.91456549,36.27575252],[126.91448881,36.2759563],[126.91446292,36.27616823],[126.91448881,36.27638016],[126.91456549,36.27658394],[126.91469001,36.27677174],[126.91485759,36.27693635],[126.91506178,36.27707145],[126.91529474,36.27717183],[126.91554751,36.27723365],[126.91581039,36.27725452],[126.91607327,36.27723365],[126.91632605,36.27717183],[126.91655901,36.27707145],[126.9167632,36.27693635],[126.91693078,36.27677174],[126.9170553,36.27658394],[126.91713198,36.27638016],[126.91715787,36.27616823]]]}"
6650592,2020087,4476032000,44760003,충청남도 부여군3,충청남도 부여군 은산면(온산사거리 인근),4,4,0,2,2,0,126.8530809,36.30874606,"{""type"":""Polygon"",""coordinates"":[[[126.85442839,36.30874606],[126.8544025,36.30853422],[126.85432582,36.30833052],[126.8542013,36.30814279],[126.85403372,36.30797825],[126.85382953,36.30784321],[126.85359657,36.30774286],[126.8533438,36.30768107],[126.85308092,36.30766021],[126.85281804,36.30768107],[126.85256526,36.30774286],[126.8523323,36.30784321],[126.85212811,36.30797825],[126.85196053,36.30814279],[126.85183601,36.30833052],[126.85175934,36.30853422],[126.85173344,36.30874606],[126.85175934,36.3089579],[126.85183601,36.30916159],[126.85196053,36.30934932],[126.85212811,36.30951386],[126.8523323,36.3096489],[126.85256526,36.30974924],[126.85281804,36.30981103],[126.85308092,36.30983189],[126.8533438,36.30981103],[126.85359657,36.30974924],[126.85382953,36.3096489],[126.85403372,36.30951386],[126.8542013,36.30934932],[126.85432582,36.30916159],[126.8544025,36.3089579],[126.85442839,36.30874606]]]}"
6650594,2020087,4477025000,44770001,충청남도 서천군1,충청남도 서천군 장항읍(장산로442 인근),8,15,0,4,10,1,126.7078378,36.00721768,"{""type"":""Polygon"",""coordinates"":[[[126.7091853,36.00721768],[126.70915941,36.00700503],[126.70908273,36.00680054],[126.70895821,36.00661209],[126.70879063,36.00644691],[126.70858644,36.00631135],[126.70835348,36.00621062],[126.7081007,36.00614859],[126.70783783,36.00612764],[126.70757495,36.00614859],[126.70732217,36.00621062],[126.70708921,36.00631135],[126.70688502,36.00644691],[126.70671744,36.00661209],[126.70659292,36.00680054],[126.70651624,36.00700503],[126.70649035,36.00721768],[126.70651624,36.00743033],[126.70659292,36.00763482],[126.70671744,36.00782327],[126.70688502,36.00798844],[126.70708921,36.008124],[126.70732217,36.00822473],[126.70757495,36.00828676],[126.70783783,36.0083077],[126.7081007,36.00828676],[126.70835348,36.00822473],[126.70858644,36.008124],[126.70879063,36.00798844],[126.70895821,36.00782327],[126.70908273,36.00763482],[126.70915941,36.00743033],[126.7091853,36.00721768]]]}"
