사고다발지FID,사고다발지ID,법정동코드,지점코드,시도시군구명,지점명,사고건수,사상자수,사망자수,중상자수,경상자수,부상신고자수,경도,위도,다발지역폴리곤
6540201,2019056,30200111,30200001,대전광역시 유성구1,대전광역시 유성구 봉명동(유성네거리 인근),36,55,0,10,44,1,127.3404646,36.35407896,"{""type"":""Polygon"",""coordinates"":[[[127.34181208,36.35407896],[127.34178619,36.35386725],[127.34170951,36.35366367],[127.34158499,36.35347605],[127.34141741,36.3533116],[127.34121322,36.35317664],[127.34098026,36.35307635],[127.34072749,36.35301459],[127.34046461,36.35299374],[127.34020173,36.35301459],[127.33994895,36.35307635],[127.33971599,36.35317664],[127.3395118,36.3533116],[127.33934422,36.35347605],[127.3392197,36.35366367],[127.33914302,36.35386725],[127.33911713,36.35407896],[127.33914302,36.35429068],[127.3392197,36.35449425],[127.33934422,36.35468187],[127.3395118,36.35484632],[127.33971599,36.35498128],[127.33994895,36.35508156],[127.34020173,36.35514332],[127.34046461,36.35516417],[127.34072749,36.35514332],[127.34098026,36.35508156],[127.34121322,36.35498128],[127.34141741,36.35484632],[127.34158499,36.35468187],[127.34170951,36.35449425],[127.34178619,36.35429068],[127.34181208,36.35407896]]]}"
6540202,2019056,30200117,30200002,대전광역시 유성구2,대전광역시 유성구 장대동(구암교 인근),33,45,0,5,39,1,127.3317376,36.3575379,"{""type"":""Polygon"",""coordinates"":[[[127.33308511,36.3575379],[127.33305922,36.35732619],[127.33298254,36.35712262],[127.33285802,36.35693501],[127.33269044,36.35677057],[127.33248625,36.35663561],[127.33225329,36.35653533],[127.33200052,36.35647358],[127.33173764,36.35645273],[127.33147476,36.35647358],[127.33122198,36.35653533],[127.33098902,36.35663561],[127.33078483,36.35677057],[127.33061725,36.35693501],[127.33049273,36.35712262],[127.33041606,36.35732619],[127.33039016,36.3575379],[127.33041606,36.3577496],[127.33049273,36.35795317],[127.33061725,36.35814078],[127.33078483,36.35830522],[127.33098902,36.35844018],[127.33122198,36.35854046],[127.33147476,36.35860221],[127.33173764,36.35862306],[127.33200052,36.35860221],[127.33225329,36.35854046],[127.33248625,36.35844018],[127.33269044,36.35830522],[127.33285802,36.35814078],[127.33298254,36.35795317],[127.33305922,36.3577496],[127.33308511,36.3575379]]]}"
6540203,2019056,30200112,30200003,대전광역시 유성구3,대전광역시 유성구 구암동(카센타앞 인근),29,49,0,8,40,1,127.329816,36.35333937,"{""type"":""Polygon"",""coordinates"":[[[127.33116352,36.35333937],[127.33113762,36.35312765],[127.33106095,36.35292407],[127.33093643,36.35273645],[127.33076885,36.352572],[127.33056466,36.35243703],[127.3303317,36.35233675],[127.33007892,36.35227499],[127.32981604,36.35225414],[127.32955316,36.35227499],[127.32930039,36.35233675],[127.32906743,36.35243703],[127.32886324,36.352572],[127.32869566,36.35273645],[127.32857114,36.35292407],[127.32849446,36.35312765],[127.32846857,36.35333937],[127.32849446,36.35355109],[127.32857114,36.35375467],[127.32869566,36.35394229],[127.32886324,36.35410674],[127.32906743,36.3542417],[127.32930039,36.35434198],[127.32955316,36.35440373],[127.32981604,36.35442459],[127.33007892,36.35440373],[127.3303317,36.35434198],[127.33056466,36.3542417],[127.33076885,36.35410674],[127.33093643,36.35394229],[127.33106095,36.35375467],[127.33113762,36.35355109],[127.33116352,36.35333937]]]}"
6540204,2019056,30230101,30230001,대전광역시 대덕구1,대전광역시 대덕구 오정동(타이어뱅크앞 인근),27,42,0,4,34,4,127.4054689,36.35651893,"{""type"":""Polygon"",""coordinates"":[[[127.40681639,36.35651893],[127.4067905,36.35630722],[127.40671382,36.35610365],[127.4065893,36.35591604],[127.40642173,36.35575159],[127.40621753,36.35561663],[127.40598457,36.35551635],[127.4057318,36.3554546],[127.40546892,36.35543374],[127.40520604,36.3554546],[127.40495326,36.35551635],[127.4047203,36.35561663],[127.40451611,36.35575159],[127.40434854,36.35591604],[127.40422402,36.35610365],[127.40414734,36.35630722],[127.40412145,36.35651893],[127.40414734,36.35673064],[127.40422402,36.35693421],[127.40434854,36.35712182],[127.40451611,36.35728627],[127.4047203,36.35742122],[127.40495326,36.3575215],[127.40520604,36.35758325],[127.40546892,36.3576041],[127.4057318,36.35758325],[127.40598457,36.3575215],[127.40621753,36.35742122],[127.40642173,36.35728627],[127.4065893,36.35712182],[127.40671382,36.35693421],[127.4067905,36.35673064],[127.40681639,36.35651893]]]}"
6540205,2019056,30230113,30230002,대전광역시 대덕구2,대전광역시 대덕구 문평동(비래아파트네거리 인근),24,42,0,6,31,5,127.4447017,36.35573637,"{""type"":""Polygon"",""coordinates"":[[[127.44604914,36.35573637],[127.44602325,36.35552466],[127.44594657,36.35532108],[127.44582205,36.35513347],[127.44565448,36.35496902],[127.44545028,36.35483406],[127.44521732,36.35473378],[127.44496455,36.35467202],[127.44470167,36.35465117],[127.44443879,36.35467202],[127.44418601,36.35473378],[127.44395305,36.35483406],[127.44374886,36.35496902],[127.44358129,36.35513347],[127.44345677,36.35532108],[127.44338009,36.35552466],[127.4433542,36.35573637],[127.44338009,36.35594808],[127.44345677,36.35615165],[127.44358129,36.35633927],[127.44374886,36.35650371],[127.44395305,36.35663867],[127.44418601,36.35673895],[127.44443879,36.3568007],[127.44470167,36.35682155],[127.44496455,36.3568007],[127.44521732,36.35673895],[127.44545028,36.35663867],[127.44565448,36.35650371],[127.44582205,36.35633927],[127.44594657,36.35615165],[127.44602325,36.35594808],[127.44604914,36.35573637]]]}"
6540206,2019056,30230109,30230003,대전광역시 대덕구3,대전광역시 대덕구 중리동(일등주유소앞 인근),24,33,0,5,26,2,127.4253732,36.35902181,"{""type"":""Polygon"",""coordinates"":[[[127.4267207,36.35902181],[127.42669481,36.3588101],[127.42661813,36.35860654],[127.42649361,36.35841893],[127.42632604,36.35825449],[127.42612185,36.35811954],[127.42588889,36.35801926],[127.42563611,36.3579575],[127.42537323,36.35793665],[127.42511035,36.3579575],[127.42485757,36.35801926],[127.42462461,36.35811954],[127.42442042,36.35825449],[127.42425285,36.35841893],[127.42412833,36.35860654],[127.42405165,36.3588101],[127.42402576,36.35902181],[127.42405165,36.35923351],[127.42412833,36.35943707],[127.42425285,36.35962468],[127.42442042,36.35978911],[127.42462461,36.35992406],[127.42485757,36.36002434],[127.42511035,36.36008609],[127.42537323,36.36010694],[127.42563611,36.36008609],[127.42588889,36.36002434],[127.42612185,36.35992406],[127.42632604,36.35978911],[127.42649361,36.35962468],[127.42661813,36.35943707],[127.42669481,36.35923351],[127.4267207,36.35902181]]]}"
6540222,2019056,36110250,36110001,세종특별자지치1,세종특별자치시 조치원읍(상리사거리 인근),15,19,1,4,14,0,127.3050505,36.60315296,"{""type"":""Polygon"",""coordinates"":[[[127.30639799,36.60315296],[127.3063721,36.60294193],[127.30629542,36.602739],[127.3061709,36.60255198],[127.30600332,36.60238806],[127.30579913,36.60225353],[127.30556617,36.60215357],[127.30531339,36.60209201],[127.30505051,36.60207123],[127.30478763,36.60209201],[127.30453486,36.60215357],[127.3043019,36.60225353],[127.30409771,36.60238806],[127.30393013,36.60255198],[127.30380561,36.602739],[127.30372893,36.60294193],[127.30370304,36.60315296],[127.30372893,36.603364],[127.30380561,36.60356692],[127.30393013,36.60375394],[127.30409771,36.60391786],[127.3043019,36.60405239],[127.30453486,36.60415235],[127.30478763,36.6042139],[127.30505051,36.60423469],[127.30531339,36.6042139],[127.30556617,36.60415235],[127.30579913,36.60405239],[127.30600332,36.60391786],[127.3061709,36.60375394],[127.30629542,36.60356692],[127.3063721,36.603364],[127.30639799,36.60315296]]]}"
6540223,2019056,36110250,36110002,세종특별자지치2,세종특별자치시 조치원읍(역전교차로 인근),13,14,0,4,8,2,127.2980537,36.60127243,"{""type"":""Polygon"",""coordinates"":[[[127.29940114,36.60127243],[127.29937525,36.60106139],[127.29929857,36.60085846],[127.29917405,36.60067144],[127.29900648,36.60050751],[127.29880229,36.60037298],[127.29856933,36.60027301],[127.29831655,36.60021145],[127.29805367,36.60019067],[127.29779079,36.60021145],[127.29753801,36.60027301],[127.29730505,36.60037298],[127.29710086,36.60050751],[127.29693329,36.60067144],[127.29680877,36.60085846],[127.29673209,36.60106139],[127.2967062,36.60127243],[127.29673209,36.60148347],[127.29680877,36.6016864],[127.29693329,36.60187342],[127.29710086,36.60203735],[127.29730505,36.60217187],[127.29753801,36.60227184],[127.29779079,36.6023334],[127.29805367,36.60235418],[127.29831655,36.6023334],[127.29856933,36.60227184],[127.29880229,36.60217187],[127.29900648,36.60203735],[127.29917405,36.60187342],[127.29929857,36.6016864],[127.29937525,36.60148347],[127.29940114,36.60127243]]]}"
6540224,2019056,36110109,36110003,세종특별자지치3,세종특별자치시 다정동(한누리대로 인근),10,15,1,2,12,0,127.256453,36.49115491,"{""type"":""Polygon"",""coordinates"":[[[127.25780042,36.49115491],[127.25777453,36.49094357],[127.25769785,36.49074035],[127.25757333,36.49055306],[127.25740576,36.4903889],[127.25720157,36.49025417],[127.25696861,36.49015407],[127.25671583,36.49009242],[127.25645295,36.4900716],[127.25619007,36.49009242],[127.2559373,36.49015407],[127.25570434,36.49025417],[127.25550014,36.4903889],[127.25533257,36.49055306],[127.25520805,36.49074035],[127.25513137,36.49094357],[127.25510548,36.49115491],[127.25513137,36.49136625],[127.25520805,36.49156947],[127.25533257,36.49175676],[127.25550014,36.49192091],[127.25570434,36.49205563],[127.2559373,36.49215574],[127.25619007,36.49221739],[127.25645295,36.4922382],[127.25671583,36.49221739],[127.25696861,36.49215574],[127.25720157,36.49205563],[127.25740576,36.49192091],[127.25757333,36.49175676],[127.25769785,36.49156947],[127.25777453,36.49136625],[127.25780042,36.49115491]]]}"
6539847,2019056,44130104,44130001,충청남도 천안시1,충청남도 천안시 서북구 두정동(인비에스 인근),47,57,0,7,46,4,127.1357289,36.83329747,"{""type"":""Polygon"",""coordinates"":[[[127.13707633,36.83329747],[127.13705044,36.83308707],[127.13697376,36.83288475],[127.13684924,36.83269829],[127.13668167,36.83253486],[127.13647748,36.83240073],[127.13624452,36.83230107],[127.13599174,36.83223969],[127.13572886,36.83221897],[127.13546598,36.83223969],[127.13521321,36.83230107],[127.13498025,36.83240073],[127.13477605,36.83253486],[127.13460848,36.83269829],[127.13448396,36.83288475],[127.13440728,36.83308707],[127.13438139,36.83329747],[127.13440728,36.83350788],[127.13448396,36.83371019],[127.13460848,36.83389665],[127.13477605,36.83406008],[127.13498025,36.8341942],[127.13521321,36.83429387],[127.13546598,36.83435524],[127.13572886,36.83437596],[127.13599174,36.83435524],[127.13624452,36.83429387],[127.13647748,36.8341942],[127.13668167,36.83406008],[127.13684924,36.83389665],[127.13697376,36.83371019],[127.13705044,36.83350788],[127.13707633,36.83329747]]]}"
6539848,2019056,44130104,44130002,충청남도 천안시2,충청남도 천안시 서북구 두정동(주네모건축 인근),40,61,2,5,50,4,127.138027,36.82504225,"{""type"":""Polygon"",""coordinates"":[[[127.13937445,36.82504225],[127.13934856,36.82483182],[127.13927188,36.82462948],[127.13914736,36.824443],[127.13897978,36.82427955],[127.13877559,36.82414541],[127.13854263,36.82404573],[127.13828986,36.82398435],[127.13802698,36.82396363],[127.1377641,36.82398435],[127.13751132,36.82404573],[127.13727836,36.82414541],[127.13707417,36.82427955],[127.13690659,36.824443],[127.13678207,36.82462948],[127.1367054,36.82483182],[127.1366795,36.82504225],[127.1367054,36.82525267],[127.13678207,36.82545501],[127.13690659,36.82564149],[127.13707417,36.82580493],[127.13727836,36.82593907],[127.13751132,36.82603875],[127.1377641,36.82610012],[127.13802698,36.82612085],[127.13828986,36.82610012],[127.13854263,36.82603875],[127.13877559,36.82593907],[127.13897978,36.82580493],[127.13914736,36.82564149],[127.13927188,36.82545501],[127.13934856,36.82525267],[127.13937445,36.82504225]]]}"
6539849,2019056,44130103,44130003,충청남도 천안시3,충청남도 천안시 서북구 백석동(운동장사거리 인근),33,54,0,8,46,0,127.1119142,36.82275112,"{""type"":""Polygon"",""coordinates"":[[[127.1132617,36.82275112],[127.11323581,36.82254069],[127.11315913,36.82233834],[127.11303461,36.82215186],[127.11286704,36.8219884],[127.11266285,36.82185426],[127.11242989,36.82175458],[127.11217711,36.82169319],[127.11191423,36.82167247],[127.11165135,36.82169319],[127.11139858,36.82175458],[127.11116561,36.82185426],[127.11096142,36.8219884],[127.11079385,36.82215186],[127.11066933,36.82233834],[127.11059265,36.82254069],[127.11056676,36.82275112],[127.11059265,36.82296155],[127.11066933,36.8231639],[127.11079385,36.82335038],[127.11096142,36.82351383],[127.11116561,36.82364797],[127.11139858,36.82374765],[127.11165135,36.82380903],[127.11191423,36.82382976],[127.11217711,36.82380903],[127.11242989,36.82374765],[127.11266285,36.82364797],[127.11286704,36.82351383],[127.11303461,36.82335038],[127.11315913,36.8231639],[127.11323581,36.82296155],[127.1132617,36.82275112]]]}"
6539856,2019056,44150120,44150001,충청남도 공주시1,충청남도 공주시 신관동(신관초교차로 인근),13,27,0,7,16,4,127.1375997,36.47423738,"{""type"":""Polygon"",""coordinates"":[[[127.13894719,36.47423738],[127.1389213,36.474026],[127.13884462,36.47382273],[127.1387201,36.4736354],[127.13855252,36.4734712],[127.13834833,36.47333645],[127.13811537,36.47323632],[127.13786259,36.47317466],[127.13759972,36.47315384],[127.13733684,36.47317466],[127.13708406,36.47323632],[127.1368511,36.47333645],[127.13664691,36.4734712],[127.13647933,36.4736354],[127.13635481,36.47382273],[127.13627813,36.474026],[127.13625224,36.47423738],[127.13627813,36.47444877],[127.13635481,36.47465203],[127.13647933,36.47483936],[127.13664691,36.47500356],[127.1368511,36.47513831],[127.13708406,36.47523843],[127.13733684,36.47530009],[127.13759972,36.47532091],[127.13786259,36.47530009],[127.13811537,36.47523843],[127.13834833,36.47513831],[127.13855252,36.47500356],[127.1387201,36.47483936],[127.13884462,36.47465203],[127.1389213,36.47444877],[127.13894719,36.47423738]]]}"
6539857,2019056,44150105,44150002,충청남도 공주시2,충청남도 공주시 산성동(중동사거리 인근),11,13,0,3,9,1,127.124729,36.45661212,"{""type"":""Polygon"",""coordinates"":[[[127.12607649,36.45661212],[127.12605059,36.45640068],[127.12597391,36.45619737],[127.1258494,36.45601],[127.12568182,36.45584577],[127.12547763,36.45571098],[127.12524467,36.45561083],[127.12499189,36.45554915],[127.12472901,36.45552833],[127.12446613,36.45554915],[127.12421336,36.45561083],[127.1239804,36.45571098],[127.12377621,36.45584577],[127.12360863,36.45601],[127.12348411,36.45619737],[127.12340743,36.45640068],[127.12338154,36.45661212],[127.12340743,36.45682355],[127.12348411,36.45702686],[127.12360863,36.45721423],[127.12377621,36.45737846],[127.1239804,36.45751325],[127.12421336,36.4576134],[127.12446613,36.45767507],[127.12472901,36.45769589],[127.12499189,36.45767507],[127.12524467,36.4576134],[127.12547763,36.45751325],[127.12568182,36.45737846],[127.1258494,36.45721423],[127.12597391,36.45702686],[127.12605059,36.45682355],[127.12607649,36.45661212]]]}"
6539858,2019056,44150110,44150003,충청남도 공주시3,충청남도 공주시 금학동(금학교차로 인근),10,13,0,3,8,2,127.1195262,36.44202104,"{""type"":""Polygon"",""coordinates"":[[[127.12087364,36.44202104],[127.12084775,36.44180956],[127.12077107,36.44160621],[127.12064655,36.44141881],[127.12047898,36.44125454],[127.12027479,36.44111973],[127.12004183,36.44101956],[127.11978905,36.44095787],[127.11952617,36.44093705],[127.11926329,36.44095787],[127.11901052,36.44101956],[127.11877755,36.44111973],[127.11857336,36.44125454],[127.11840579,36.44141881],[127.11828127,36.44160621],[127.11820459,36.44180956],[127.1181787,36.44202104],[127.11820459,36.44223251],[127.11828127,36.44243586],[127.11840579,36.44262327],[127.11857336,36.44278753],[127.11877755,36.44292233],[127.11901052,36.4430225],[127.11926329,36.44308419],[127.11952617,36.44310502],[127.11978905,36.44308419],[127.12004183,36.4430225],[127.12027479,36.44292233],[127.12047898,36.44278753],[127.12064655,36.44262327],[127.12077107,36.44243586],[127.12084775,36.44223251],[127.12087364,36.44202104]]]}"
6539853,2019056,44180101,44180001,충청남도 보령시1,충청남도 보령시 대천동(명문당사거리 인근),11,12,0,7,5,0,126.5968305,36.35025206,"{""type"":""Polygon"",""coordinates"":[[[126.59817795,36.35025206],[126.59815206,36.35004033],[126.59807538,36.34983674],[126.59795086,36.34964911],[126.59778329,36.34948465],[126.5975791,36.34934968],[126.59734614,36.34924939],[126.59709336,36.34918764],[126.59683048,36.34916678],[126.5965676,36.34918764],[126.59631483,36.34924939],[126.59608187,36.34934968],[126.59587767,36.34948465],[126.5957101,36.34964911],[126.59558558,36.34983674],[126.5955089,36.35004033],[126.59548301,36.35025206],[126.5955089,36.35046378],[126.59558558,36.35066737],[126.5957101,36.350855],[126.59587767,36.35101945],[126.59608187,36.35115442],[126.59631483,36.35125471],[126.5965676,36.35131646],[126.59683048,36.35133731],[126.59709336,36.35131646],[126.59734614,36.35125471],[126.5975791,36.35115442],[126.59778329,36.35101945],[126.59795086,36.350855],[126.59807538,36.35066737],[126.59815206,36.35046378],[126.59817795,36.35025206]]]}"
6539854,2019056,44180104,44180002,충청남도 보령시2,충청남도 보령시 동대동(동대사거리 인근),10,18,0,7,11,0,126.6044324,36.34857412,"{""type"":""Polygon"",""coordinates"":[[[126.60577992,36.34857412],[126.60575403,36.34836239],[126.60567735,36.34815879],[126.60555283,36.34797116],[126.60538526,36.3478067],[126.60518107,36.34767173],[126.60494811,36.34757143],[126.60469533,36.34750967],[126.60443245,36.34748882],[126.60416957,36.34750967],[126.60391679,36.34757143],[126.60368383,36.34767173],[126.60347964,36.3478067],[126.60331207,36.34797116],[126.60318755,36.34815879],[126.60311087,36.34836239],[126.60308498,36.34857412],[126.60311087,36.34878585],[126.60318755,36.34898944],[126.60331207,36.34917707],[126.60347964,36.34934153],[126.60368383,36.3494765],[126.60391679,36.34957679],[126.60416957,36.34963855],[126.60443245,36.3496594],[126.60469533,36.34963855],[126.60494811,36.34957679],[126.60518107,36.3494765],[126.60538526,36.34934153],[126.60555283,36.34917707],[126.60567735,36.34898944],[126.60575403,36.34878585],[126.60577992,36.34857412]]]}"
6539855,2019056,44180105,44180003,충청남도 보령시3,충청남도 보령시 명천동(서해주택2 인근),8,15,0,5,10,0,126.5992333,36.34535496,"{""type"":""Polygon"",""coordinates"":[[[126.60058074,36.34535496],[126.60055484,36.34514322],[126.60047817,36.34493962],[126.60035365,36.34475198],[126.60018607,36.34458751],[126.59998188,36.34445254],[126.59974892,36.34435224],[126.59949614,36.34429048],[126.59923326,36.34426962],[126.59897038,36.34429048],[126.59871761,36.34435224],[126.59848465,36.34445254],[126.59828046,36.34458751],[126.59811288,36.34475198],[126.59798836,36.34493962],[126.59791168,36.34514322],[126.59788579,36.34535496],[126.59791168,36.3455667],[126.59798836,36.3457703],[126.59811288,36.34595794],[126.59828046,36.34612241],[126.59848465,36.34625738],[126.59871761,36.34635768],[126.59897038,36.34641944],[126.59923326,36.34644029],[126.59949614,36.34641944],[126.59974892,36.34635768],[126.59998188,36.34625738],[126.60018607,36.34612241],[126.60035365,36.34595794],[126.60047817,36.3457703],[126.60055484,36.3455667],[126.60058074,36.34535496]]]}"
6539850,2019056,44200101,44200001,충청남도 아산시1,충청남도 아산시 온천동(온양카센터 인근),20,23,0,6,17,0,127.0067905,36.78081195,"{""type"":""Polygon"",""coordinates"":[[[127.00813799,36.78081195],[127.0081121,36.7806014],[127.00803542,36.78039894],[127.0079109,36.78021236],[127.00774333,36.78004881],[127.00753914,36.77991459],[127.00730618,36.77981486],[127.0070534,36.77975344],[127.00679052,36.77973271],[127.00652764,36.77975344],[127.00627486,36.77981486],[127.0060419,36.77991459],[127.00583771,36.78004881],[127.00567014,36.78021236],[127.00554562,36.78039894],[127.00546894,36.7806014],[127.00544305,36.78081195],[127.00546894,36.7810225],[127.00554562,36.78122495],[127.00567014,36.78141154],[127.00583771,36.78157508],[127.0060419,36.78170929],[127.00627486,36.78180902],[127.00652764,36.78187044],[127.00679052,36.78189118],[127.0070534,36.78187044],[127.00730618,36.78180902],[127.00753914,36.78170929],[127.00774333,36.78157508],[127.0079109,36.78141154],[127.00803542,36.78122495],[127.0081121,36.7810225],[127.00813799,36.78081195]]]}"
6539851,2019056,44200101,44200002,충청남도 아산시2,충청남도 아산시 온천동(푸른정형외과 인근),14,15,0,9,5,1,127.0001794,36.78188426,"{""type"":""Polygon"",""coordinates"":[[[127.00152683,36.78188426],[127.00150094,36.78167372],[127.00142426,36.78147126],[127.00129974,36.78128468],[127.00113217,36.78112113],[127.00092798,36.78098692],[127.00069502,36.78088719],[127.00044224,36.78082577],[127.00017936,36.78080503],[126.99991648,36.78082577],[126.99966371,36.78088719],[126.99943074,36.78098692],[126.99922655,36.78112113],[126.99905898,36.78128468],[126.99893446,36.78147126],[126.99885778,36.78167372],[126.99883189,36.78188426],[126.99885778,36.78209481],[126.99893446,36.78229726],[126.99905898,36.78248384],[126.99922655,36.78264738],[126.99943074,36.78278159],[126.99966371,36.78288132],[126.99991648,36.78294274],[127.00017936,36.78296347],[127.00044224,36.78294274],[127.00069502,36.78288132],[127.00092798,36.78278159],[127.00113217,36.78264738],[127.00129974,36.78248384],[127.00142426,36.78229726],[127.00150094,36.78209481],[127.00152683,36.78188426]]]}"
6539852,2019056,44200113,44200003,충청남도 아산시3,충청남도 아산시 모종동(터미널앞사거리 인근),13,15,0,2,12,1,127.0170002,36.78394315,"{""type"":""Polygon"",""coordinates"":[[[127.01834771,36.78394315],[127.01832182,36.78373261],[127.01824514,36.78353016],[127.01812062,36.78334358],[127.01795305,36.78318004],[127.01774885,36.78304583],[127.01751589,36.7829461],[127.01726312,36.78288469],[127.01700024,36.78286395],[127.01673736,36.78288469],[127.01648458,36.7829461],[127.01625162,36.78304583],[127.01604743,36.78318004],[127.01587986,36.78334358],[127.01575534,36.78353016],[127.01567866,36.78373261],[127.01565277,36.78394315],[127.01567866,36.78415369],[127.01575534,36.78435613],[127.01587986,36.78454271],[127.01604743,36.78470625],[127.01625162,36.78484046],[127.01648458,36.78494018],[127.01673736,36.78500159],[127.01700024,36.78502233],[127.01726312,36.78500159],[127.01751589,36.78494018],[127.01774885,36.78484046],[127.01795305,36.78470625],[127.01812062,36.78454271],[127.01824514,36.78435613],[127.01832182,36.78415369],[127.01834771,36.78394315]]]}"
6539859,2019056,44210109,44210001,충청남도 서산시1,충청남도 서산시 예천동(예천사거리앞 인근),14,24,0,6,17,1,126.4417455,36.77277939,"{""type"":""Polygon"",""coordinates"":[[[126.44309297,36.77277939],[126.44306708,36.77256882],[126.4429904,36.77236634],[126.44286588,36.77217974],[126.4426983,36.77201617],[126.44249411,36.77188194],[126.44226115,36.7717822],[126.44200837,36.77172078],[126.44174549,36.77170004],[126.44148262,36.77172078],[126.44122984,36.7717822],[126.44099688,36.77188194],[126.44079269,36.77201617],[126.44062511,36.77217974],[126.44050059,36.77236634],[126.44042391,36.77256882],[126.44039802,36.77277939],[126.44042391,36.77298996],[126.44050059,36.77319244],[126.44062511,36.77337904],[126.44079269,36.7735426],[126.44099688,36.77367683],[126.44122984,36.77377657],[126.44148262,36.77383799],[126.44174549,36.77385873],[126.44200837,36.77383799],[126.44226115,36.77377657],[126.44249411,36.77367683],[126.4426983,36.7735426],[126.44286588,36.77337904],[126.4429904,36.77319244],[126.44306708,36.77298996],[126.44309297,36.77277939]]]}"
6539860,2019056,44210101,44210002,충청남도 서산시2,충청남도 서산시 읍내동(제일화재앞교차로 인근),14,27,0,13,11,3,126.4476656,36.77735841,"{""type"":""Polygon"",""coordinates"":[[[126.44901307,36.77735841],[126.44898718,36.77714785],[126.4489105,36.77694538],[126.44878598,36.77675879],[126.4486184,36.77659523],[126.44841421,36.77646101],[126.44818125,36.77636127],[126.44792847,36.77629985],[126.44766559,36.77627912],[126.44740272,36.77629985],[126.44714994,36.77636127],[126.44691698,36.77646101],[126.44671279,36.77659523],[126.44654521,36.77675879],[126.44642069,36.77694538],[126.44634401,36.77714785],[126.44631812,36.77735841],[126.44634401,36.77756896],[126.44642069,36.77777143],[126.44654521,36.77795802],[126.44671279,36.77812157],[126.44691698,36.77825579],[126.44714994,36.77835553],[126.44740272,36.77841694],[126.44766559,36.77843768],[126.44792847,36.77841694],[126.44818125,36.77835553],[126.44841421,36.77825579],[126.4486184,36.77812157],[126.44878598,36.77795802],[126.4489105,36.77777143],[126.44898718,36.77756896],[126.44901307,36.77735841]]]}"
6539861,2019056,44210109,44210003,충청남도 서산시3,충청남도 서산시 예천동(하이마트앞교차로 인근),13,17,0,4,12,1,126.4531682,36.76965334,"{""type"":""Polygon"",""coordinates"":[[[126.45451569,36.76965334],[126.4544898,36.76944277],[126.45441312,36.76924028],[126.4542886,36.76905366],[126.45412102,36.7688901],[126.45391683,36.76875586],[126.45368387,36.76865611],[126.45343109,36.76859469],[126.45316821,36.76857395],[126.45290533,36.76859469],[126.45265256,36.76865611],[126.4524196,36.76875586],[126.45221541,36.7688901],[126.45204783,36.76905366],[126.45192331,36.76924028],[126.45184663,36.76944277],[126.45182074,36.76965334],[126.45184663,36.76986392],[126.45192331,36.77006641],[126.45204783,36.77025302],[126.45221541,36.77041659],[126.4524196,36.77055082],[126.45265256,36.77065057],[126.45290533,36.77071199],[126.45316821,36.77073273],[126.45343109,36.77071199],[126.45368387,36.77065057],[126.45391683,36.77055082],[126.45412102,36.77041659],[126.4542886,36.77025302],[126.45441312,36.77006641],[126.4544898,36.76986392],[126.45451569,36.76965334]]]}"
6539868,2019056,44230109,44230001,충청남도 논산시1,충청남도 논산시 내동(내동사거리 인근),11,23,0,9,14,0,127.0935425,36.19099509,"{""type"":""Polygon"",""coordinates"":[[[127.09488995,36.19099509],[127.09486406,36.19078293],[127.09478738,36.19057892],[127.09466286,36.19039091],[127.09449529,36.19022612],[127.0942911,36.19009087],[127.09405814,36.18999038],[127.09380536,36.18992849],[127.09354248,36.1899076],[127.0932796,36.18992849],[127.09302683,36.18999038],[127.09279387,36.19009087],[127.09258967,36.19022612],[127.0924221,36.19039091],[127.09229758,36.19057892],[127.0922209,36.19078293],[127.09219501,36.19099509],[127.0922209,36.19120724],[127.09229758,36.19141125],[127.0924221,36.19159926],[127.09258967,36.19176405],[127.09279387,36.19189929],[127.09302683,36.19199978],[127.0932796,36.19206167],[127.09354248,36.19208256],[127.09380536,36.19206167],[127.09405814,36.19199978],[127.0942911,36.19189929],[127.09449529,36.19176405],[127.09466286,36.19159926],[127.09478738,36.19141125],[127.09486406,36.19120724],[127.09488995,36.19099509]]]}"
6539869,2019056,44230105,44230002,충청남도 논산시2,충청남도 논산시 취암동(논산오거리 인근),10,12,0,9,3,0,127.0866811,36.20256392,"{""type"":""Polygon"",""coordinates"":[[[127.08802853,36.20256392],[127.08800264,36.20235179],[127.08792596,36.20214782],[127.08780144,36.20195983],[127.08763386,36.20179506],[127.08742967,36.20165984],[127.08719671,36.20155936],[127.08694394,36.20149748],[127.08668106,36.20147659],[127.08641818,36.20149748],[127.0861654,36.20155936],[127.08593244,36.20165984],[127.08572825,36.20179506],[127.08556067,36.20195983],[127.08543615,36.20214782],[127.08535948,36.20235179],[127.08533358,36.20256392],[127.08535948,36.20277604],[127.08543615,36.20298002],[127.08556067,36.203168],[127.08572825,36.20333277],[127.08593244,36.20346799],[127.0861654,36.20356847],[127.08641818,36.20363034],[127.08668106,36.20365123],[127.08694394,36.20363034],[127.08719671,36.20356847],[127.08742967,36.20346799],[127.08763386,36.20333277],[127.08780144,36.203168],[127.08792596,36.20298002],[127.08800264,36.20277604],[127.08802853,36.20256392]]]}"
